,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
0,1.4535864593781629,1.4535864593781727,1.4535864593781564,1.4535864593781602,1.4535864593781558,1.4535864593781511,1.4535864593781578,1.4535864593781613,1.4535864593781456,1.4535864593781684,1.4535864593781602,1.4535864593781656,1.453586459378164,1.4535864593781647,1.4535864593781505,1.45358645937815,1.453586459378156,1.4535864593781547,1.4535864593781649,1.4535864593781584,1.4535864593781525,1.4535864593781538,1.4535864593781538,1.453586459378167,1.45358645937815,1.4535864593781427,1.4535864593781551,1.4535864593781618,1.4535864593781669,1.4535864593781491,1.4535864593781622,1.4535864593781622,1.4535864593781582,1.4535864593781596,1.4535864593781564,1.4535864593781507,1.453586459378142,1.4535864593781582,1.4535864593781531,1.453586459378158,1.4535864593781633,1.4535864593781573,1.453586459378161,1.4535864593781709,1.4535864593781727,1.4535864593781462,1.4535864593781587,1.4535864593781556,1.453586459378153,1.453586459378154,1.4535864593781644,1.4535864593781527,1.4535864593781542,1.4535864593781815,1.4535864593781607,1.4535864593781638,1.4535864593781707,1.4535864593781496,1.4535864593781564,1.4535864593781676,1.453586459378154,1.4535864593781707,1.4535864593781567,1.4535864593781627
