,0,1,2,3,4,5,6,7,8,9
0,576.3722292192678,866.9351556808506,954.494875038297,956.1439133486504,958.0459245698557,961.4811375192628,963.7031436297437,965.0779261715938,0.0,0.0
1,540.8086842824804,856.0085766224146,950.8608905222799,952.643489147954,954.6972629932936,958.4053802959149,960.8041660567276,962.2883145026825,0.0,0.0
2,520.5712765831486,849.4917806845822,948.6735854860947,950.5344514653301,952.6796062847532,956.5532626267723,959.0588741638192,960.6092164015548,0.0,0.0
3,554.0967603912596,859.660403571534,951.9032413549158,953.6452733818644,955.6559150075185,959.2880945473769,961.6374223579877,963.0909304424999,0.0,0.0
4,121.44368219881393,753.1630105848177,917.6054230243668,920.5628937058865,923.9677269288708,930.1133485679013,934.0951056278761,936.5556021530884,0.0,0.0
5,150.57355572248545,759.2900881770815,919.1700394406005,922.0684630656177,925.4115097913046,931.4492362209386,935.3603861237726,937.7771295911872,0.0,0.0
6,113.73869413353162,750.7615322786249,916.6226675718115,919.6158216490666,923.0635671815578,929.2880724075851,933.3198829101796,935.8115806228167,0.0,0.0
7,105.70300536674951,749.4550627830338,916.5788098988396,919.5722419605742,923.0183695401452,929.2382456687675,933.2681216017753,935.7583802395254,0.0,0.0
8,110.69713653739845,719.2406243602869,902.1450775861581,905.6598172256415,909.7350852552167,917.0872470199497,921.8338914598546,924.7791900189185,0.0,0.0
9,97.29524301514986,723.9726615692939,898.5892338964633,902.1677806029189,906.3695128513457,913.9947667630222,918.9161389303607,921.9641152100561,0.0,0.0
10,211.15826390826828,748.787649972289,908.5664867492889,911.8145137144404,915.6321874072579,922.5620192847108,927.0356280234444,929.8047880257513,0.0,0.0
11,191.36623163876502,738.654655886599,902.6114291910402,906.0529522553762,910.1274063808015,917.5422247415582,922.327338686101,925.287187446472,0.0,0.0
12,1.0071282550154357,709.7195689101756,896.7717083310248,900.507673396225,904.740449445015,912.3433577604626,917.2794722091319,920.329218705574,0.0,0.0
13,0.8646813761374598,692.6304937775335,889.939907971348,893.8579588337425,898.3913534838338,906.5859165216169,911.9000822770685,915.1814006487194,0.0,0.0
14,0.9934605117863073,690.4125651551965,884.2885524931223,888.4401081455572,893.2328206329473,901.9035762464821,907.5242726337799,910.9945942840576,0.0,0.0
15,100.18972313473954,707.5740063785418,891.4457191999098,895.3614007841087,899.9035494629431,908.1294633957465,913.4589546840127,916.7496696060025,0.0,0.0
16,142.31607388769493,751.8191124768396,918.2725345583142,921.2960169563029,924.6991948383545,930.8000124583149,934.7547568251188,937.2018240415412,0.0,0.0
17,167.07821828908263,754.8123975341836,919.3603785312805,922.3350754084778,925.6951744696453,931.7262658991505,935.6342211720407,938.0523926659512,0.0,0.0
18,204.66871683492806,766.0202778734885,922.3014481327762,925.1719363476363,928.4108468451409,934.2218068180551,937.9881599460438,940.3184118570053,0.0,0.0
19,134.0963192210278,751.1886972144569,917.9781057205963,921.0247031797651,924.4410795963134,930.5583696355042,934.5252621117962,936.979759546105,0.0,0.0
20,549.5804690057732,861.613859262587,951.4091742606402,953.1535857645025,955.1785951255723,958.8434726919959,961.2159810169,962.6818882054009,0.0,0.0
21,449.7950824249408,831.0882313107095,940.9943071746916,943.1169901580689,945.5746358681124,950.0186733514968,952.8965762544958,954.6747276354079,0.0,0.0
22,387.4375501336807,813.4153026660221,935.0837957490946,937.4121352853597,940.1130951429355,944.9998838747953,948.1642572245836,950.1192065289493,0.0,0.0
23,485.27050513672924,843.6722358401671,945.5559013951967,947.5099384413234,949.7753762080489,953.8735852087486,956.5272164223114,958.1667468463953,0.0,0.0
24,97.31526367811372,743.7093527138636,914.834351078988,917.9174117299946,921.4478060986264,927.8108899508827,931.9313551111176,934.4795658687311,0.0,0.0
25,97.2638272862881,743.5423706506092,914.8220717173815,917.9066489681541,921.4378428435263,927.8018495110141,931.9229191367612,934.4715608614891,0.0,0.0
26,97.29726992711221,743.6773361528213,914.8385619539171,917.9216640199293,921.4519032556831,927.8145847666141,931.9348081195409,934.4828742236696,0.0,0.0
27,97.35160144437255,743.9453843179267,914.842839263365,917.9240383651493,921.4536903469506,927.8162154297202,931.9362922474974,934.4841845563726,0.0,0.0
28,142.3189678622137,680.0860694028106,882.5981531355474,886.7531238195511,891.7201562443443,900.7926153543531,906.6474243564086,910.264450646849,0.0,0.0
29,205.30914546756327,724.9584385143058,896.5496965500005,900.2459184649126,904.6123332916293,912.5630674924738,917.7023358636978,920.876229199901,0.0,0.0
30,101.20149051782639,658.9646251736262,866.4263597191455,871.170322475518,876.8477278993114,887.2354972318708,893.9463558753091,898.087488007869,0.0,0.0
31,142.38141115931634,681.4636440829047,869.2919858919128,873.8651746707405,879.4234141170268,889.625137741732,896.20645252121,900.2680411451544,0.0,0.0
32,97.04104133128413,746.161647708574,914.6664859479882,917.7406026652867,921.2750896514494,927.6540176705668,931.783932784166,934.3374008572586,0.0,0.0
33,96.27975661894004,747.1420715404513,914.5552534079492,917.6268873892388,921.164699555136,927.5532830095066,931.6890971091199,934.2459587787157,0.0,0.0
34,97.72744825905734,746.6114003980495,914.7083346499555,917.7787110956667,921.3109929293282,927.6871118395186,931.8151623266108,934.3673609884064,0.0,0.0
35,97.17774781076146,747.9312259342123,914.5637088610457,917.6317952894921,921.1687398140616,927.5576880319404,931.6935178442583,934.2502811469864,0.0,0.0
36,-6.772204369309457e-11,1.1290810323891061e-06,4.0650796929052e-05,0.00031595722766830533,0.0009420877543952173,0.0025927185878311275,0.005700502660638281,0.020986726765913188,0.0,0.0
37,3.805924427214033e-11,3.6436510379774886e-07,1.3092276213478868e-05,0.00010229586273169443,0.00030436591563617595,0.0008500385769524743,0.00011746473617902326,0.022776902748260917,0.0,0.0
38,1.0431558544065249e-10,-2.668149272694534e-07,-9.702499450184779e-06,-7.376655446618692e-05,-0.00023799135864384,-0.0006595254782122302,-0.0015636558009430484,0.00228219853624829,0.0,0.0
39,-4.402956775281352e-09,1.6402599350156375e-05,0.0005909401107657662,0.004577284470812528,0.013892767832540221,0.04257086048478149,0.12099867252603458,0.2394092345582948,0.0,0.0
40,96.97808310476509,742.3504375010979,914.773826027395,917.8680715142377,921.403246424019,927.7704575089608,931.8937502963316,934.4441547387376,0.0,0.0
41,97.06938967719131,742.9119344175105,914.7810105252553,917.8709821334606,921.4049182147079,927.7719565118294,931.8950229389236,934.4451071315522,0.0,0.0
42,97.01046496451694,742.686977299891,914.7860734468612,917.8776120799777,921.4117033008841,927.778089941726,931.9008114506839,934.4507492897424,0.0,0.0
43,97.08502817996006,742.9178029093001,914.7960741792054,917.8856784330708,921.4189661594963,927.7846933796575,931.9069551138596,934.4565340901837,0.0,0.0
44,645.0655482343288,888.365905988024,961.6956229454784,963.0828398066136,964.6840944299304,967.5768278611149,969.4479114161587,970.6054972142651,0.0,0.0
45,-9.177743090573462e-09,0.0001472123178212156,0.005288266343909129,0.06066819033560632,0.30790254937199657,0.9793269599413741,1.9033705307474003,2.8570822533407783,0.0,0.0
46,-1.6745096082609217e-08,6.276099096031302e-05,0.00227318093914514,0.017416814968942262,0.05529417484502672,0.15359192461332857,0.3304686773640962,0.5848834520741486,0.0,0.0
47,-4.4608475510488605e-09,3.3673543798212035e-05,0.0012144497308314872,0.011697822836205797,0.1390602464904863,0.5773761252863958,1.2341339703707108,1.9690744218615743,0.0,0.0
48,-1.5519565719777225e-07,0.0004757105148368478,0.01724331508840744,0.12954578939154793,0.39144321673365895,1.0014844467059503,1.7897749552003823,2.5888929103133447,0.0,0.0
49,-7.037908509190902e-11,2.9712362855349164e-06,0.00010774558048938665,0.0008627870290717021,0.0030393097179051767,0.008560596622317682,0.022037577144782272,0.06896936046752057,0.0,0.0
50,-2.6459024756243754e-08,0.00011091920666949325,0.004022966067232712,0.032361101475167874,0.11335819498858021,0.31696235963110136,0.6643247863674347,1.0410582082785096,0.0,0.0
51,-1.7517082625711813e-10,9.946249506651616e-06,0.0003607888680500586,0.003009164074576298,0.010170455698019132,0.028172701247000376,0.10382945717323246,0.2637583793218375,0.0,0.0
52,-3.202036240330116e-09,1.5136730472511438e-05,0.000549247413337923,0.004420709795889546,0.014680003856236107,0.04127054676496534,0.0976066697364798,0.18568439462984954,0.0,0.0
53,97.06980619596052,742.9653304359057,914.8107899885026,917.8997207590745,921.4322908194782,927.7967398721265,931.9182134173725,934.4672811092671,0.0,0.0
54,97.08060368010035,742.7978338196496,914.7948271978004,917.8853634619948,921.4189146863607,927.784664641285,931.9069646777665,934.4566077493254,0.0,0.0
55,97.0164272271373,742.5753981366865,914.7918325119851,917.8841604006456,921.4182210163541,927.7840224591657,931.906410427955,934.456179107119,0.0,0.0
56,0.0001095696074222842,0.22501976379944358,13.722617337104177,48.7865223094928,98.5554200406873,187.5786074006903,242.03955853594184,276.02172781917955,0.0,0.0
57,-4.9789927217872476e-05,0.48013026177488477,24.538812709245224,61.43092362515793,109.19227896001213,194.315236993735,248.3384579171826,281.75502759931527,0.0,0.0
58,-0.0003021669741428592,0.18566089578807918,34.29028297860463,69.04820737438378,116.38669222583646,202.43967191561276,255.29192070469063,288.3496239681087,0.0,0.0
59,0.004116948767814092,2.125859343297422,20.112459983724904,51.39650511710371,99.27591528909808,188.6415827620899,242.13395417713798,275.63979557796284,0.0,0.0
60,0.00018652159385535312,0.62640253482135,16.61045622421922,49.64895031313072,97.230537015236,183.37797113835632,237.62484201126287,271.22461186311364,0.0,0.0
61,8.375997930704332e-05,0.2580582061650628,9.465795511373454,41.11506562850769,89.96735466101296,180.35057118442734,235.00009569565046,269.0973571505654,0.0,0.0
62,-0.00016845459773285977,-0.18490163536958076,15.250223322318174,47.19058439387771,94.77102326068578,181.5030414311708,234.65456753147012,267.92164904570313,0.0,0.0
63,7.853830252555285e-08,1.2206054305150967e-05,-0.000122875859075547,0.0666723481755385,0.870418386516845,2.8089108025192,6.301701569144366,9.901613133709969,0.0,0.0
64,-1.5377895860590547e-05,0.016164946568508108,0.6676015437723981,2.261973453764726,4.764230668292346,9.782011145046674,15.105144934930411,19.89033955888584,0.0,0.0
65,-1.2761160914329338e-05,0.012751802695673555,0.4930259981904673,1.7463446575485309,3.9295137717578923,8.475646205379693,13.636237160223203,18.32910065311519,0.0,0.0
66,-2.3946953206229124e-06,0.0026158242489236366,0.11084658989300106,0.39948632318172234,1.3025332004099317,3.5909036312909834,6.92997654683386,10.366358645319226,0.0,0.0
67,808.1081632931345,939.4203135198067,978.856248328082,979.6175025370992,980.501499680035,982.1013690646452,983.1358002429758,983.7756503248811,0.0,0.0
68,675.7923192268503,897.5829754897842,964.4553385889974,965.7372421509945,967.2233823081823,969.9116165485558,971.6498501550733,972.7251626141399,0.0,0.0
69,742.0985344563053,918.5330630651958,971.3935327791469,972.4214639475991,973.6174730634793,975.7833048042608,977.1834996036976,978.0495359876796,0.0,0.0
70,835.2663545303975,947.9512187465715,981.6761342357152,982.3343350894077,983.1005249095659,984.4882551922619,985.3854589352327,985.9403257613482,0.0,0.0
71,564.7032656845961,865.8578676082174,953.8446458737799,955.528991001995,957.4564573559028,960.9295941143173,963.1792008529914,964.5702289037823,0.0,0.0
72,470.55680740459275,837.3624529491811,943.8042701540577,945.8562285014252,948.2017857812253,952.4265192954443,955.1638163343073,956.8561666653849,0.0,0.0
73,434.8233722508188,827.3436566609312,940.8377872814125,943.005884134013,945.4758597229484,949.9201304774124,952.7998147656618,954.5805938570063,0.0,0.0
74,500.2456931201306,845.651608971441,946.9607644039122,948.8969539959734,951.1126920075769,955.1054437302033,957.6913478118546,959.2904332132975,0.0,0.0
75,97.60165355679267,739.9797898583716,914.8283453380338,917.9440105229988,921.4823585971436,927.8433979479764,931.9635316317206,934.512885031647,0.0,0.0
76,97.1152031627277,739.6921681869177,914.707489226401,917.822244939369,921.3647670268748,927.7361948393333,931.8625601062394,934.4157446436856,0.0,0.0
77,97.76448537983254,738.8315505413578,914.7148196388493,917.8358786858958,921.3798224508404,927.7506172521176,931.8767128422638,934.4300266116318,0.0,0.0
78,96.55970320779194,739.6927459840259,914.7162632252291,917.8327739848489,921.3751686387068,927.7452252717662,931.8709336756727,934.4236970578897,0.0,0.0
