,0,1,2,3,4,5,6,7,8,9
0,0.9579,0.16000000000000003,0.05280000000000001,0.0509,0.0487,0.044700000000000004,0.0421,0.04050000000000001,0.0,0.0
1,0.36690000000000006,0.052700000000000004,0.015,0.014499999999999999,0.013900000000000003,0.0128,0.0121,0.011600000000000001,0.0,0.0
2,1.6288999999999998,0.2348,0.085,0.0822,0.07880000000000001,0.0727,0.0688,0.0664,0.0,0.0
3,2.0692,0.2909,0.15900000000000003,0.1537,0.1469,0.134,0.1257,0.1206,0.0,0.0
4,0.6677,0.0976,0.027500000000000004,0.026400000000000003,0.025300000000000003,0.0233,0.022000000000000002,0.0212,0.0,0.0
5,1.6971000000000003,0.27740000000000004,0.0947,0.0913,0.0873,0.08020000000000001,0.0756,0.0728,0.0,0.0
6,0.003299999999999999,0.0022,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0,0.0
7,3.2161,0.5889000000000001,0.3214,0.3106,0.2965,0.2701,0.25310000000000005,0.24270000000000003,0.0,0.0
8,0.029200000000000007,0.0111,0.0011,0.0011,0.0011,0.001,0.0009,0.0009,0.0,0.0
9,0.0029,0.0,0.0,0.0,0.0001,0.00030000000000000003,0.0009,0.0016,0.0,0.0
10,0.004500000000000001,0.0032,0.0002,0.0001,0.0001,0.0001,0.0001,0.0001,0.0,0.0
11,1.4986,0.2503,0.0844,0.0813,0.07780000000000001,0.0715,0.06730000000000001,0.06480000000000001,0.0,0.0
12,0.0724,0.0,0.00030000000000000003,0.0021000000000000003,0.0058000000000000005,0.013200000000000002,0.0218,0.0292,0.0,0.0
13,0.0166,0.0,0.0,0.00030000000000000003,0.0009,0.0026,0.0052,0.0076,0.0,0.0
14,0.005,0.0035000000000000005,0.0002,0.0002,0.0002,0.0001,0.0001,0.0001,0.0,0.0
15,1.6083000000000003,0.0211,0.307,0.3184,0.2893,0.2429,0.2209,0.20870000000000002,0.0,0.0
16,0.6737,0.027700000000000002,0.1184,0.1291,0.11399999999999999,0.0907,0.09570000000000001,0.0981,0.0,0.0
17,0.3139,0.0001,0.006200000000000001,0.0204,0.0371,0.0659,0.0855,0.09870000000000001,0.0,0.0
18,3.1305,0.5213,0.18130000000000002,0.1748,0.16720000000000002,0.1535,0.1446,0.1391,0.0,0.0
19,1.7041,0.2768,0.0944,0.09090000000000001,0.08700000000000001,0.07990000000000001,0.0753,0.0725,0.0,0.0
20,0.018699999999999994,0.0076,0.0009,0.0009,0.0008,0.0008,0.0007000000000000001,0.0007000000000000001,0.0,0.0
21,1.4121000000000001,0.22719999999999999,0.08040000000000001,0.0776,0.0742,0.06820000000000001,0.06420000000000001,0.0618,0.0,0.0
22,0.019700000000000002,0.009500000000000001,0.00030000000000000003,0.00030000000000000003,0.00030000000000000003,0.0002,0.0002,0.0002,0.0,0.0
23,9.7351,1.1174,1.4571,1.4118000000000002,1.3471000000000002,1.2231,1.1437,1.0949,0.0,0.0
24,0.0013000000000000002,0.001,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,0.012199999999999999,0.001,0.0009,0.0009,0.0009,0.0008,0.0007000000000000001,0.0007000000000000001,0.0,0.0
26,0.0019000000000000002,0.0016,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,0.06930000000000001,0.022400000000000003,0.0031000000000000003,0.003,0.0028000000000000004,0.0026,0.0024000000000000002,0.0024000000000000002,0.0,0.0
28,0.3665,0.052700000000000004,0.015300000000000001,0.0148,0.0141,0.013000000000000001,0.0123,0.0118,0.0,0.0
