,pt_no,coordinate
724,pt_no724,"[[-12.18564621658053], [-41.99324340308512], [-96.9888647644898]]"
725,pt_no725,"[[51.68918938753572], [10.44743202299669], [74.68499941476732]]"
726,pt_no726,"[[6.778552808008738], [35.60800602181309], [54.29201257487694]]"
727,pt_no727,"[[-10.24826689273911], [14.63900979215571], [-4.999999999999956]]"
728,pt_no728,"[[-40.6906212240017], [-23.37943042389126], [72.05338179978057]]"
729,pt_no729,"[[-11.86131352079524], [7.674903552950425], [5.799999999999994]]"
730,pt_no730,"[[-14.70693514085473], [9.742291553385366], [5.799999999999994]]"
731,pt_no731,"[[-48.75779308589873], [-41.99324340308511], [-78.3250883406837]]"
732,pt_no732,"[[-48.1143076113544], [-41.99324340308511], [-91.36496126168512]]"
733,pt_no733,"[[-60.90127305037407], [-41.99324340308511], [-85.36021467464028]]"
734,pt_no734,"[[-55.11109525487246], [-28.35675815745665], [-92.58014259533527]]"
735,pt_no735,"[[-88.3108106124643], [-18.44187409328184], [68.73833949440149]]"
736,pt_no736,"[[-88.3108106124643], [-28.99712902684706], [61.90974072759207]]"
737,pt_no737,"[[-88.3108106124643], [-14.20627415637896], [55.87357965441927]]"
738,pt_no738,"[[-70.01952344401698], [-20.92971336224732], [61.0117460893098]]"
739,pt_no739,"[[-22.32241693658196], [9.938644383257898], [33.97894664172163]]"
740,pt_no740,"[[-18.31081061246439], [8.00675659691511], [30.54866856270552]]"
741,pt_no741,"[[-20.80476981989933], [11.13408252678722], [26.59999999999999]]"
742,pt_no742,"[[-17.63632997487901], [13.92899387962182], [31.81708950537386]]"
743,pt_no743,"[[-46.82641360654226], [48.00675659691489], [-102.4732043993486]]"
744,pt_no744,"[[-52.08851823228049], [30.64255344316921], [-107.2180411605861]]"
745,pt_no745,"[[-51.65871957118194], [33.84316978291555], [-92.8971167436295]]"
746,pt_no746,"[[-53.31081061246439], [18.00675659691473], [4.999999999999998]]"
747,pt_no747,"[[-53.31081061246439], [25.50675659691476], [-5.0]]"
748,pt_no748,"[[-27.61157528998188], [4.806537655574642], [78.63106696772228]]"
749,pt_no749,"[[-34.53229907120435], [16.92697804017626], [81.99344621921526]]"
750,pt_no750,"[[-21.00082080054972], [19.1404301119891], [74.6934883841276]]"
751,pt_no751,"[[-28.82412504547433], [13.0854632882641], [68.27513616146094]]"
752,pt_no752,"[[-11.86131352079525], [7.674903552950322], [-15.79999999999993]]"
753,pt_no753,"[[-7.740857239015702], [3.754222720494571], [-26.6000818067493]]"
754,pt_no754,"[[29.79040487201627], [48.00675659691488], [-5.361774705516599]]"
755,pt_no755,"[[34.31967548237098], [30.27660087203119], [-6.959977932856174]]"
756,pt_no756,"[[51.68918938753572], [-13.97928446634817], [10.2853532172073]]"
757,pt_no757,"[[51.68918938753572], [-17.50392212994829], [24.13256772744994]]"
758,pt_no758,"[[51.68918938753572], [-4.129836809875115], [23.42454338261477]]"
759,pt_no759,"[[34.21186546726459], [-6.974787482739169], [13.61325460127867]]"
760,pt_no760,"[[-43.92716335385677], [-32.39474295021893], [-36.59999999999995]]"
761,pt_no761,"[[-21.66983536268013], [15.48542972116834], [88.2052135035228]]"
762,pt_no762,"[[-23.64706748442395], [48.00675659691488], [104.6575708334782]]"
763,pt_no763,"[[-14.15483046593738], [48.00675659691488], [104.0189033359461]]"
764,pt_no764,"[[-18.31081061246432], [37.93265552791586], [110.5]]"
765,pt_no765,"[[-12.85089459317775], [36.85188007611689], [99.60764366699087]]"
766,pt_no766,"[[-88.3108106124643], [-30.1256575460979], [16.35582550021789]]"
767,pt_no767,"[[-70.96664340539539], [-24.18535932587067], [9.723266140328665]]"
768,pt_no768,"[[16.68918938753561], [37.9326555279158], [-5.000000000000011]]"
769,pt_no769,"[[16.68918938753561], [33.00675659691478], [4.999999999999988]]"
770,pt_no770,"[[16.68918938753561], [25.50675659691476], [-5.000000000000007]]"
771,pt_no771,"[[4.631941500560675], [-3.689726190817082], [-103.5645270211578]]"
772,pt_no772,"[[-53.31081061246439], [-11.99324340308516], [5.799999999999997]]"
773,pt_no773,"[[-53.31081061246439], [-19.49324340308519], [15.8]]"
774,pt_no774,"[[-53.31081061246439], [-4.493243403085145], [15.8]]"
775,pt_no775,"[[-53.31081061246439], [10.50675659691487], [15.8]]"
776,pt_no776,"[[-70.70269924547765], [3.460907446270998], [13.20702855808544]]"
777,pt_no777,"[[-47.10261795176807], [-23.49998482925386], [-80.38746130775534]]"
778,pt_no778,"[[-55.20689523517599], [-11.60657896558502], [-83.29014952532367]]"
779,pt_no779,"[[-37.00273597816997], [26.99200096489557], [5.799999999999998]]"
780,pt_no780,"[[-48.31081061246439], [19.6734232635814], [5.799999999999996]]"
781,pt_no781,"[[-88.3108106124643], [-31.94661688015437], [-85.68455660467262]]"
782,pt_no782,"[[-6.30728570385663], [33.95906822679822], [58.94795524427686]]"
783,pt_no783,"[[-48.31081061246439], [-29.18712095410578], [-29.37142857142856]]"
784,pt_no784,"[[-48.31081061246439], [-29.31987813861224], [-21.6746355685131]]"
785,pt_no785,"[[-36.8920159241511], [-25.65760625945449], [-15.79999999999994]]"
786,pt_no786,"[[-38.23670954346536], [48.00675659691489], [15.79999999999999]]"
787,pt_no787,"[[-48.31081061246439], [40.20033550041585], [19.37142857142857]]"
788,pt_no788,"[[-48.31081061246439], [40.3331475385483], [11.67463556851311]]"
789,pt_no789,"[[-38.43681545727372], [38.13293181422833], [5.799999999999998]]"
790,pt_no790,"[[-3.941701099624751], [20.16065708929211], [-15.79999999999993]]"
791,pt_no791,"[[-14.42375980700579], [18.37092541482959], [-26.24437108530505]]"
792,pt_no792,"[[-10.57486854462005], [24.72801657221874], [-15.79999999999993]]"
793,pt_no793,"[[-31.22759205352776], [6.099848727630601], [-15.79999999999993]]"
794,pt_no794,"[[-16.50478568118537], [21.41909219809981], [-15.79999999999993]]"
795,pt_no795,"[[-20.13352641698905], [48.00675659691488], [97.63729817403829]]"
796,pt_no796,"[[-24.94786164600093], [34.42068375874072], [96.50995007795795]]"
797,pt_no797,"[[-88.31081061246428], [35.6713363241284], [61.47150578975254]]"
798,pt_no798,"[[-88.31081061246428], [24.11388078531667], [70.01926171204948]]"
799,pt_no799,"[[-48.31081061246439], [40.33339133244166], [-9.125364431486886]]"
800,pt_no800,"[[-38.43681545727372], [38.13293181422831], [-14.99999999999992]]"
801,pt_no801,"[[-38.23670954346538], [48.00675659691489], [-4.999999999999964]]"
802,pt_no802,"[[-48.31081061246439], [40.2006341479352], [-1.428571428571439]]"
803,pt_no803,"[[5.430012906081423], [12.80612423351562], [-97.90633848996714]]"
804,pt_no804,"[[-32.78745001457876], [25.55071851846617], [70.64912213462443]]"
805,pt_no805,"[[24.82004664314228], [-41.99324340308512], [-76.50056059670632]]"
806,pt_no806,"[[-21.80772843127729], [-4.57921509188705], [-36.59999999999996]]"
807,pt_no807,"[[-22.27242858280147], [9.49537162211848], [-36.59999999999996]]"
808,pt_no808,"[[-34.72095340459411], [0.3684051548295955], [26.59999999999999]]"
809,pt_no809,"[[-60.11529823480065], [25.05358587369226], [-123.5]]"
810,pt_no810,"[[-49.38703320188503], [16.47129522093925], [-109.0976592146849]]"
811,pt_no811,"[[-44.29082414555106], [11.72396096455832], [26.59999999999999]]"
812,pt_no812,"[[-40.14305904904582], [18.93772297104283], [26.59999999999999]]"
813,pt_no813,"[[-42.95044176030808], [22.71431680007401], [41.46740155480533]]"
814,pt_no814,"[[15.6934250351852], [33.49415034503001], [113.5]]"
815,pt_no815,"[[16.0154466013236], [17.63534590675923], [113.5]]"
816,pt_no816,"[[3.725699202228611], [24.92893296762598], [113.5]]"
817,pt_no817,"[[9.809793361138464], [30.6628832260717], [95.56547424604618]]"
818,pt_no818,"[[0.9518482574519425], [5.095996395421526], [-15.79999999999994]]"
819,pt_no819,"[[-6.64097729611407], [7.212753661505523], [-15.79999999999993]]"
820,pt_no820,"[[1.618363687121786], [13.15633189138002], [-15.79999999999993]]"
821,pt_no821,"[[-11.31081061246442], [-41.99324340308489], [-36.59999999999997]]"
822,pt_no822,"[[-18.33831679704805], [-30.85440923419599], [-36.59999999999996]]"
823,pt_no823,"[[-4.753119568447925], [-31.47085512764428], [-36.59999999999997]]"
824,pt_no824,"[[-63.21561995520355], [48.00675659691489], [-61.33089211374131]]"
825,pt_no825,"[[-61.14050918426754], [48.00675659691489], [-73.3970424681533]]"
826,pt_no826,"[[-50.32657219838339], [48.00675659691489], [-66.06158354790495]]"
827,pt_no827,"[[-50.95440871640712], [32.3168282970971], [-67.1151856453026]]"
828,pt_no828,"[[-66.8245771035871], [36.74972219600789], [-123.5]]"
829,pt_no829,"[[-67.31081061246417], [48.00675659691489], [-111.3756443470179]]"
830,pt_no830,"[[7.77421628442649], [15.77031500279068], [-72.04667657664726]]"
831,pt_no831,"[[5.805050223568131], [27.60237694344512], [-56.800106304789]]"
832,pt_no832,"[[13.34574237988601], [31.6167148947801], [-71.28307665042833]]"
833,pt_no833,"[[-39.06238272466703], [-4.340483045948472], [-71.95625280110758]]"
834,pt_no834,"[[14.82591790552276], [37.32786594551889], [-123.5]]"
835,pt_no835,"[[-88.3108106124643], [-21.33811902637711], [8.93358340042434]]"
836,pt_no836,"[[-53.31081061246439], [-26.99324340308519], [5.799999999999997]]"
837,pt_no837,"[[51.68918938753573], [35.7141184112364], [-71.50535438261971]]"
838,pt_no838,"[[-59.80875530339515], [-13.72365042101037], [76.6410022142766]]"
839,pt_no839,"[[-8.2343001190502], [29.23761181641774], [91.46511917195471]]"
840,pt_no840,"[[20.40660412934007], [8.374795599960358], [58.18815678147376]]"
841,pt_no841,"[[-21.62813135415122], [3.103675680007611], [31.76730653363173]]"
842,pt_no842,"[[-44.48429788871354], [32.83700794165612], [-52.18912887358674]]"
843,pt_no843,"[[-26.89591759545595], [17.6760651655549], [-14.99999999999993]]"
844,pt_no844,"[[-15.97266449416888], [-4.982230217676904], [36.49371132075106]]"
845,pt_no845,"[[-5.100268435615913], [1.555613231153735], [35.12181150952402]]"
846,pt_no846,"[[-31.7141600608667], [-1.49961746607994], [4.999999999999997]]"
847,pt_no847,"[[-33.56959627022854], [-3.812791532950037], [-3.885941436414186]]"
848,pt_no848,"[[-53.31081061246439], [-11.99324340308543], [-15.0]]"
849,pt_no849,"[[-53.31081061246439], [-26.99324340308553], [-15.0]]"
850,pt_no850,"[[-53.31081061246439], [-19.49324340308553], [-4.999999999999995]]"
851,pt_no851,"[[-71.19641812721429], [-23.07137314191977], [-10.94381493295321]]"
852,pt_no852,"[[-34.89244130256168], [25.31630257419059], [-35.79999999999995]]"
853,pt_no853,"[[-14.83327172674202], [2.848044680837713], [26.59999999999999]]"
854,pt_no854,"[[-14.7069351408547], [6.271221640444907], [26.59999999999999]]"
855,pt_no855,"[[-17.42072687663911], [4.107044948187822], [26.59999999999999]]"
856,pt_no856,"[[51.68918938753571], [-31.76229896079981], [47.0303093033956]]"
857,pt_no857,"[[37.64382152200174], [48.00675659691487], [-70.20826853362257]]"
858,pt_no858,"[[51.68918938753575], [48.00675659691487], [-64.24999999999994]]"
859,pt_no859,"[[16.68918938753561], [-11.99324340308529], [-35.79999999999999]]"
860,pt_no860,"[[-1.360935838843861], [48.00675659691488], [-101.0606474176925]]"
861,pt_no861,"[[-13.19435394871579], [48.00675659691488], [58.98496117391325]]"
862,pt_no862,"[[-8.555383703454321], [4.36427516440832], [-4.999999999999959]]"
863,pt_no863,"[[16.68918938753559], [-26.99324340308493], [-36.59999999999997]]"
864,pt_no864,"[[16.68918938753559], [-11.99324340308497], [-36.59999999999997]]"
865,pt_no865,"[[9.892798482362082], [-10.56668614000215], [-51.24127560562223]]"
866,pt_no866,"[[-26.46476259056581], [23.41162332137453], [26.59999999999999]]"
867,pt_no867,"[[-20.63834931370628], [28.68753999514704], [26.59999999999999]]"
868,pt_no868,"[[-12.2192882382024], [8.416739042568437], [41.3160859724094]]"
869,pt_no869,"[[-88.31081061246428], [34.42537249716108], [-99.83873317188932]]"
870,pt_no870,"[[-88.31081061246428], [18.03303936819606], [-98.04548305872099]]"
871,pt_no871,"[[4.670083126689135], [-20.22853615180831], [48.55327194840958]]"
872,pt_no872,"[[17.7720272678291], [-27.82928870751084], [52.13850286522417]]"
873,pt_no873,"[[14.1487157420252], [-12.60640124704857], [54.29039264750996]]"
874,pt_no874,"[[-19.68006855458218], [1.812462587290874], [-15.79999999999993]]"
875,pt_no875,"[[-20.80476981989933], [4.879430667042996], [-15.79999999999993]]"
876,pt_no876,"[[30.18239034687942], [-26.63564957890266], [-64.61989559264684]]"
877,pt_no877,"[[16.88067012261159], [-26.22497743675602], [-52.47647643184774]]"
878,pt_no878,"[[-41.75383706195096], [-5.309629818877042], [26.59999999999999]]"
879,pt_no879,"[[-25.81081061246439], [-36.99324340308539], [-25.79999999999999]]"
880,pt_no880,"[[-37.20052927897611], [-26.08725924605858], [-35.79999999999995]]"
881,pt_no881,"[[-38.23670954346537], [-36.99324340308539], [-25.79999999999999]]"
882,pt_no882,"[[-12.35714625289023], [48.00675659691488], [-83.5190753134452]]"
883,pt_no883,"[[-0.2188588487890328], [48.00675659691488], [-90.1027621986803]]"
884,pt_no884,"[[-0.3639451793487858], [48.00675659691488], [-76.03102909227039]]"
885,pt_no885,"[[-7.621731136273045], [33.86833001014364], [-75.12763945815473]]"
886,pt_no886,"[[26.91763300470105], [-41.99324340308512], [70.17189669000194]]"
887,pt_no887,"[[14.01460035944881], [-41.99324340308512], [77.0918217064324]]"
888,pt_no888,"[[27.31760097781242], [-41.99324340308512], [84.09039169625709]]"
889,pt_no889,"[[25.98163767835497], [-24.40916377438491], [76.29341231362187]]"
890,pt_no890,"[[51.68918938753571], [3.006756596914869], [113.5]]"
891,pt_no891,"[[51.68918938753572], [10.43526488540205], [100.6002648153535]]"
892,pt_no892,"[[-28.31081061246431], [-26.9932434030851], [110.5]]"
893,pt_no893,"[[-18.31081061246431], [-19.49324340308511], [110.5]]"
894,pt_no894,"[[-18.33736180619075], [36.79630969790677], [-36.59999999999996]]"
895,pt_no895,"[[-16.12120009217049], [15.09362684650582], [-14.99999999999993]]"
896,pt_no896,"[[-19.73420466111524], [19.54217707269714], [26.59999999999999]]"
897,pt_no897,"[[51.68918938753572], [-4.006450585682991], [-2.566672728152824]]"
898,pt_no898,"[[51.68918938753572], [3.085691905641148], [10.48577981375072]]"
899,pt_no899,"[[34.25121362215645], [10.50675659691485], [5.400000000001186]]"
900,pt_no900,"[[-53.01911007775738], [48.00675659691489], [-111.9721039389013]]"
901,pt_no901,"[[-4.237672627889488], [4.793623778391613], [-68.19910602722749]]"
902,pt_no902,"[[-11.3682920110188], [3.640692400358397], [25.79999999999999]]"
903,pt_no903,"[[-36.11113011658504], [14.14337897135109], [-15.79999999999993]]"
904,pt_no904,"[[26.01233691889579], [17.69183100403406], [-123.5]]"
905,pt_no905,"[[-14.7069351408547], [9.742291553385312], [-15.79999999999993]]"
906,pt_no906,"[[-35.2206339316125], [34.21586806673608], [58.99129702978347]]"
907,pt_no907,"[[-88.3108106124643], [-29.16524210952812], [-27.21875000000011]]"
908,pt_no908,"[[-88.3108106124643], [-27.69408583613635], [-43.90978788988981]]"
909,pt_no909,"[[-74.99377460118865], [-41.9932434030851], [-42.1396979482077]]"
910,pt_no910,"[[-88.3108106124643], [-41.9932434030851], [-34.62500000000011]]"
911,pt_no911,"[[-88.31081061246428], [3.006756596914897], [-123.5]]"
912,pt_no912,"[[-74.7734614103604], [-5.153699708772315], [-123.5]]"
913,pt_no913,"[[6.24915128864486], [-41.99324340308512], [90.00260588751544]]"
914,pt_no914,"[[17.96324206867977], [-41.99324340308512], [90.17036357459972]]"
915,pt_no915,"[[4.796113579233987], [-28.90214396176976], [79.53232281600872]]"
916,pt_no916,"[[-45.62396417542408], [-41.99324340308511], [49.90088750392567]]"
917,pt_no917,"[[-21.27341130104028], [17.81103914161045], [-15.79999999999993]]"
918,pt_no918,"[[-32.16622965582145], [36.83735175748701], [-36.59999999999995]]"
919,pt_no919,"[[-25.31081061246437], [48.00675659691488], [-36.59999999999996]]"
920,pt_no920,"[[-22.31081061246439], [8.00675659691511], [4.999999999999996]]"
921,pt_no921,"[[-20.80476981989932], [11.13408252678724], [4.999999999999996]]"
922,pt_no922,"[[-18.37304668631736], [7.962419536923224], [5.430767961950951]]"
923,pt_no923,"[[40.03455866172282], [-41.99324340308513], [-42.45815379515177]]"
924,pt_no924,"[[51.68918938753572], [-26.82276533629498], [-41.61156749071398]]"
925,pt_no925,"[[51.68918938753572], [-41.99324340308513], [-49.43749999999994]]"
926,pt_no926,"[[12.54602217880924], [48.00675659691488], [-67.2380496064658]]"
927,pt_no927,"[[26.44627765881836], [48.00675659691488], [-62.0989946739524]]"
928,pt_no928,"[[20.32036454533285], [33.0291517049688], [-57.34574698648895]]"
929,pt_no929,"[[12.13475235114679], [-22.11817237057485], [89.12294581347494]]"
930,pt_no930,"[[6.290546136777753], [-4.763129732064144], [26.59999999999999]]"
931,pt_no931,"[[16.68918938753561], [-11.99324340308497], [26.59999999999999]]"
932,pt_no932,"[[7.00051420666074], [-1.444224068754151], [41.45726485170343]]"
933,pt_no933,"[[-18.31081061246439], [8.00675659691511], [-11.78023209581451]]"
934,pt_no934,"[[23.80521675468345], [-22.0535944940153], [-123.5]]"
935,pt_no935,"[[16.6891893875357], [-30.97411447683421], [-123.5]]"
936,pt_no936,"[[30.38400790707528], [-31.19850997077514], [-123.5]]"
937,pt_no937,"[[16.31711649735213], [-26.50174761290429], [-108.1519594049998]]"
938,pt_no938,"[[-45.00297642641873], [-32.5677738881365], [26.59999999999999]]"
939,pt_no939,"[[-46.31081061246439], [-41.99324340308511], [35.6932667397366]]"
940,pt_no940,"[[-44.67969823006034], [-26.81469879008142], [39.4803995446277]]"
941,pt_no941,"[[-28.32828048987991], [13.80620096035576], [56.51517726765559]]"
942,pt_no942,"[[-88.3108106124643], [-18.8993998849508], [-110.8672324297907]]"
943,pt_no943,"[[-88.3108106124643], [-11.84935624364817], [-97.66152962154214]]"
944,pt_no944,"[[51.68918938753573], [-4.205045879107594], [-79.14022797883825]]"
945,pt_no945,"[[51.68918938753573], [4.066649726573331], [-66.0406460467525]]"
946,pt_no946,"[[30.25304509935205], [1.467522106190783], [-75.67581729271714]]"
947,pt_no947,"[[-63.56938611459391], [-11.82753931042065], [-123.5]]"
948,pt_no948,"[[-56.8821752540694], [-7.11834758178316], [-110.650419522442]]"
949,pt_no949,"[[14.18918938753569], [48.00675659691488], [100.5096189432334]]"
950,pt_no950,"[[21.68918938753569], [48.00675659691488], [113.5]]"
951,pt_no951,"[[-88.31081061246428], [10.30880159983938], [-7.586693683774882]]"
952,pt_no952,"[[-88.31081061246428], [2.9120389512033], [-20.48036112706416]]"
953,pt_no953,"[[-71.75049134796924], [12.57081313467552], [-25.38847213353427]]"
954,pt_no954,"[[6.303149200779675], [48.00675659691488], [67.14486154514461]]"
955,pt_no955,"[[-36.73339745964529], [-26.94235196278574], [26.59999999999999]]"
956,pt_no956,"[[4.596993300722758], [10.40459387675515], [113.5]]"
957,pt_no957,"[[-8.310810612464318], [18.00675659691489], [110.5]]"
958,pt_no958,"[[-0.8334140850663987], [11.85237673883489], [96.26434504728205]]"
959,pt_no959,"[[-36.34814416938784], [-14.86014112861574], [26.59999999999999]]"
960,pt_no960,"[[-39.6977447074297], [-11.59511433684852], [41.19637778378726]]"
961,pt_no961,"[[-53.52942625535016], [48.00675659691489], [-54.23482965136392]]"
962,pt_no962,"[[-9.99506024341897], [18.34864786390733], [82.29101651383847]]"
963,pt_no963,"[[-88.3108106124643], [-28.62093318010835], [-12.77316144856744]]"
964,pt_no964,"[[-88.3108106124643], [-18.17100615877303], [-3.721588061816078]]"
965,pt_no965,"[[-21.15559830364872], [-20.79943490865946], [-123.5]]"
966,pt_no966,"[[-34.77873943240952], [-18.27354399698116], [-123.5]]"
967,pt_no967,"[[-60.47348153956497], [-41.99324340308511], [-99.09742526920789]]"
968,pt_no968,"[[-10.81081061246439], [-36.99324340308519], [15.79999999999999]]"
969,pt_no969,"[[-10.81081061246439], [-36.99324340308559], [-5.000000000000007]]"
970,pt_no970,"[[26.08243986430381], [3.154614071523135], [-123.5]]"
971,pt_no971,"[[13.43105658357251], [-4.078020414462912], [-123.5]]"
972,pt_no972,"[[25.71238176075457], [-10.68603215346832], [-123.5]]"
973,pt_no973,"[[15.46839263888045], [-11.5960162435784], [-110.5409350302035]]"
974,pt_no974,"[[-22.33130380285876], [6.070589121332687], [19.99180272384225]]"
975,pt_no975,"[[-27.19433016894184], [2.052023229729947], [25.79999999999999]]"
976,pt_no976,"[[-28.82777909268903], [4.457739352136185], [19.76671614377348]]"
977,pt_no977,"[[-37.5816294882404], [-4.395208160319832], [113.5]]"
978,pt_no978,"[[-41.3011916692309], [10.50675659691488], [113.5]]"
979,pt_no979,"[[-28.31081061246431], [3.006756596914897], [110.5]]"
980,pt_no980,"[[-38.72976107318651], [6.515213445188937], [93.73151575889044]]"
981,pt_no981,"[[-37.51888389684791], [-15.0192993660761], [-15.79999999999994]]"
982,pt_no982,"[[-64.47404915740402], [-41.99324340308511], [-12.26691534526543]]"
983,pt_no983,"[[-67.74332560544485], [-41.99324340308511], [-19.93416444392971]]"
984,pt_no984,"[[-18.99449221864783], [-28.37272184294558], [54.05707445674609]]"
985,pt_no985,"[[5.668562541234223], [-25.07208703925636], [26.59999999999999]]"
986,pt_no986,"[[16.24786605002751], [-20.41375744763929], [39.63999497679762]]"
987,pt_no987,"[[-28.01005542398154], [11.76540061083604], [-15.79999999999993]]"
988,pt_no988,"[[39.07177419036162], [48.00675659691487], [-55.75700056054224]]"
989,pt_no989,"[[-14.70693514085473], [9.742291553385366], [-14.99999999999993]]"
990,pt_no990,"[[-11.06240643992481], [11.75308351520938], [-14.99999999999993]]"
991,pt_no991,"[[-53.3108106124644], [33.00675659691493], [-36.59999999999995]]"
992,pt_no992,"[[-46.31081061246441], [48.00675659691489], [-45.69326673973654]]"
993,pt_no993,"[[-43.81889894538784], [38.51062698638073], [-36.59999999999995]]"
994,pt_no994,"[[-37.00273597816997], [26.99200096489552], [-14.99999999999993]]"
995,pt_no995,"[[-27.63044606446657], [-31.06175397356995], [26.59999999999999]]"
996,pt_no996,"[[-27.19433016894184], [2.052023229729947], [4.999999999999996]]"
997,pt_no997,"[[-25.4347888075844], [-3.042505234225231], [4.999999999999996]]"
998,pt_no998,"[[-28.28886976181496], [0.8553801184040069], [-102.0155959465195]]"
999,pt_no999,"[[-28.38286847715398], [-11.87046233238972], [-86.43161777104795]]"
1000,pt_no1000,"[[-74.14442097970614], [48.0067565969149], [48.47554211048016]]"
1001,pt_no1001,"[[-13.49751732377865], [-1.9079462151903], [25.79999999999999]]"
1002,pt_no1002,"[[-16.97162045820741], [0.3153823496599486], [25.79999999999999]]"
1003,pt_no1003,"[[-88.3108106124643], [-15.38868068309618], [80.45496293689672]]"
1004,pt_no1004,"[[-26.89591759545591], [17.67606516555498], [4.999999999999996]]"
1005,pt_no1005,"[[-22.6911914637689], [23.74763620004548], [4.999999999999996]]"
1006,pt_no1006,"[[-21.27341130104029], [17.81103914161044], [4.999999999999996]]"
1007,pt_no1007,"[[-61.86992676258674], [17.23724535514788], [-101.6648781911404]]"
1008,pt_no1008,"[[-48.01405041988369], [3.068442752168924], [-103.6082139803675]]"
1009,pt_no1009,"[[38.94811803110632], [-41.99324340308513], [76.51089423509839]]"
1010,pt_no1010,"[[38.72189486251238], [-28.67340942414796], [69.4388390113251]]"
1011,pt_no1011,"[[11.68918938753561], [-29.18712095410569], [-22.22857142857142]]"
1012,pt_no1012,"[[11.68918938753561], [-29.31987813861218], [-29.92536443148687]]"
1013,pt_no1013,"[[1.61508831853658], [-36.99324340308539], [-25.8]]"
1014,pt_no1014,"[[-48.31081061246439], [40.33339133244169], [-29.92536443148686]]"
1015,pt_no1015,"[[2.669951501068809], [37.02599448338172], [113.5]]"
1016,pt_no1016,"[[-76.12763049279069], [-41.9932434030851], [18.3356130349622]]"
1017,pt_no1017,"[[-68.4643288073543], [-41.99324340308511], [24.83780597063243]]"
1018,pt_no1018,"[[-63.44641545160999], [-41.99324340308511], [18.00590961461999]]"
1019,pt_no1019,"[[-6.558024482916203], [-2.091624389649276], [26.59999999999999]]"
1020,pt_no1020,"[[-2.657348608081964], [-7.21788368937392], [26.59999999999999]]"
1021,pt_no1021,"[[-0.757992224075668], [0.2131894921715158], [26.59999999999999]]"
1022,pt_no1022,"[[-46.31081061246439], [48.00675659691489], [35.6932667397366]]"
1023,pt_no1023,"[[-44.3792633821149], [38.60832852070094], [26.59999999999999]]"
1024,pt_no1024,"[[-53.31081061246439], [33.00675659691493], [26.6]]"
1025,pt_no1025,"[[-56.87606788047272], [48.00675659691489], [33.44790199362569]]"
1026,pt_no1026,"[[-21.27341130104028], [17.81103914161044], [25.79999999999999]]"
1027,pt_no1027,"[[-26.89591759545592], [17.67606516555499], [25.79999999999999]]"
1028,pt_no1028,"[[-22.6911914637689], [23.74763620004546], [25.79999999999999]]"
1029,pt_no1029,"[[-23.86333756597957], [16.7784906794661], [15.79999999999999]]"
1030,pt_no1030,"[[16.68918938753561], [33.00675659691493], [26.59999999999999]]"
1031,pt_no1031,"[[-53.31081061246439], [3.006756596914997], [26.6]]"
1032,pt_no1032,"[[51.68918938753572], [-28.57035993521831], [2.769527468275427]]"
1033,pt_no1033,"[[-24.30334043896154], [33.4802923002583], [-123.5]]"
1034,pt_no1034,"[[-23.77860395437473], [28.90143497956357], [-104.925883972279]]"
1035,pt_no1035,"[[6.569537235918862], [37.05180317473886], [26.59999999999999]]"
1036,pt_no1036,"[[7.835649371190193], [23.04303326605871], [26.59999999999999]]"
1037,pt_no1037,"[[2.617254194603226], [34.02144724402314], [40.91661254738822]]"
1038,pt_no1038,"[[-21.12376892295923], [-21.33183292428776], [69.46713360809873]]"
1039,pt_no1039,"[[-26.16672384142658], [-6.256558469990413], [65.85496315062662]]"
1040,pt_no1040,"[[-26.60174272213421], [8.901826272951187], [14.22612492029764]]"
1041,pt_no1041,"[[-37.33992334573678], [7.367310800330201], [16.6133278696403]]"
1042,pt_no1042,"[[-31.22759205352774], [6.099848727630537], [5.799999999999997]]"
1043,pt_no1043,"[[-26.67913786048637], [5.226392489514269], [10.30428267421214]]"
1044,pt_no1044,"[[-38.23670954346537], [-36.99324340308519], [15.8]]"
1045,pt_no1045,"[[-38.23670954346537], [-36.99324340308559], [-5.000000000000004]]"
1046,pt_no1046,"[[11.68918938753561], [12.59008993024821], [15.79999999999999]]"
1047,pt_no1047,"[[0.9518482574519567], [5.095996395421651], [5.799999999999993]]"
1048,pt_no1048,"[[-47.37978970970551], [16.91749973303769], [-123.5]]"
1049,pt_no1049,"[[30.66069060816781], [-41.99324340308512], [23.8303297093667]]"
1050,pt_no1050,"[[21.88534181024225], [-41.99324340308512], [26.19999999999997]]"
1051,pt_no1051,"[[29.83587584629004], [-41.99324340308512], [32.29657685254965]]"
1052,pt_no1052,"[[38.6180093280455], [-41.99324340308513], [-12.65093550612927]]"
1053,pt_no1053,"[[29.79040487201623], [-41.99324340308512], [-5.361774705516596]]"
1054,pt_no1054,"[[39.63983625246087], [-41.99324340308513], [1.057591828289079]]"
1055,pt_no1055,"[[-11.78016005976511], [48.00675659691488], [-58.16177721438704]]"
1056,pt_no1056,"[[-18.26099832123813], [29.45429378708662], [-54.70332603428841]]"
1057,pt_no1057,"[[-28.31081061246432], [33.00675659691488], [110.5]]"
1058,pt_no1058,"[[-18.31081061246432], [25.50675659691488], [110.5]]"
1059,pt_no1059,"[[-28.31081061246432], [18.00675659691488], [110.5]]"
1060,pt_no1060,"[[-63.26173473252562], [3.042691521357341], [113.5]]"
