,pt_no,coordinate
588,pt_no588,"[[-25.4347888075844], [-3.042505234225253], [4.999999999999996]]"
589,pt_no589,"[[-20.08567269956388], [-3.179275036332157], [-14.99999999999994]]"
590,pt_no590,"[[-25.43478880758439], [-3.042505234225267], [-14.99999999999994]]"
591,pt_no591,"[[5.022522720869041], [-41.99324340308512], [-123.5]]"
592,pt_no592,"[[12.7802659464342], [-41.99324340308512], [-110.3099158202165]]"
593,pt_no593,"[[11.00850612190749], [-28.48305688505745], [-123.5]]"
594,pt_no594,"[[11.68918938753561], [12.59008993024817], [15.79999999999999]]"
595,pt_no595,"[[40.85498935976432], [48.00675659691487], [102.4346202267993]]"
596,pt_no596,"[[-53.3108106124644], [33.00675659691493], [-36.59999999999995]]"
597,pt_no597,"[[5.427920838976267], [3.37980955727086], [26.59999999999999]]"
598,pt_no598,"[[6.170143101217842], [12.0698494075471], [26.59999999999999]]"
599,pt_no599,"[[0.381031436059271], [3.456630283396429], [36.64401435093401]]"
600,pt_no600,"[[-27.76733394983436], [-0.6988385820117142], [-1.29952695727409]]"
601,pt_no601,"[[-77.72787361441776], [-31.38563149726459], [-123.5]]"
602,pt_no602,"[[-2.350590099518225], [24.38692567800557], [-35.79999999999997]]"
603,pt_no603,"[[51.68918938753573], [4.742721940728245], [-98.60684452628493]]"
604,pt_no604,"[[37.63118148981985], [6.949707349187216], [-91.28091669969999]]"
605,pt_no605,"[[21.14128069796416], [48.00675659691488], [-96.3367307527459]]"
606,pt_no606,"[[12.77309115859891], [48.00675659691488], [-110.7739917433807]]"
607,pt_no607,"[[14.49445963333886], [29.33605286123274], [-104.5898038853665]]"
608,pt_no608,"[[-53.31081061246439], [33.00675659691484], [-15.79999999999997]]"
609,pt_no609,"[[-53.31081061246439], [18.0067565969148], [-15.79999999999997]]"
610,pt_no610,"[[-58.2947824999092], [48.00675659691489], [-21.7736760895551]]"
611,pt_no611,"[[-53.31081061246439], [37.93265552791584], [-25.79999999999997]]"
612,pt_no612,"[[-65.58412013166296], [-41.99324340308511], [100.6404987533468]]"
613,pt_no613,"[[-28.08996919820104], [-15.47756936987058], [5.799999999999997]]"
614,pt_no614,"[[-19.96306565471934], [-16.97439226117677], [5.799999999999995]]"
615,pt_no615,"[[-23.01475164569754], [-8.853980177226227], [5.799999999999996]]"
616,pt_no616,"[[-19.71916889660658], [-8.553143649841285], [15.8]]"
617,pt_no617,"[[-28.08996919820107], [-15.47756936987052], [25.79999999999999]]"
618,pt_no618,"[[-23.01475164569758], [-8.853980177226212], [25.79999999999999]]"
619,pt_no619,"[[-19.96306565471938], [-16.97439226117679], [25.79999999999999]]"
620,pt_no620,"[[7.849047518455797], [-9.646943806360937], [58.70566138117542]]"
621,pt_no621,"[[-6.369414746905366], [-13.45001567636656], [51.19737147682847]]"
622,pt_no622,"[[2.939190394955185], [-21.72782276095807], [59.51745305133629]]"
623,pt_no623,"[[-2.665495572229292], [-10.1186288120425], [64.14468585797552]]"
624,pt_no624,"[[25.79261307617828], [5.373116898779855], [49.80268783145948]]"
625,pt_no625,"[[-43.40940662898523], [48.00675659691489], [88.03373698262807]]"
626,pt_no626,"[[-49.52478625533409], [48.00675659691489], [101.430146865192]]"
627,pt_no627,"[[-58.20942758711544], [48.00675659691489], [89.22891681376882]]"
628,pt_no628,"[[-53.31081061246439], [18.00675659691487], [5.799999999999997]]"
629,pt_no629,"[[-53.31081061246439], [10.50675659691485], [15.8]]"
630,pt_no630,"[[-70.13248276940035], [11.65901369373525], [1.948307177384597]]"
631,pt_no631,"[[-77.3548733593264], [-41.9932434030851], [102.319046911578]]"
632,pt_no632,"[[-74.38708088757954], [-41.9932434030851], [88.79242467800415]]"
633,pt_no633,"[[-88.3108106124643], [-27.17373418974957], [90.28296140502437]]"
634,pt_no634,"[[-60.30677427342399], [-14.28963513819071], [-63.8814449247905]]"
635,pt_no635,"[[-74.67882074485551], [-8.937885149205767], [-68.91612258279488]]"
636,pt_no636,"[[-53.31081061246439], [18.00675659691473], [-15.0]]"
637,pt_no637,"[[-8.808564175976196], [-41.99324340308512], [70.87248473509297]]"
638,pt_no638,"[[-19.55419220822527], [-41.99324340308512], [69.35798191148996]]"
639,pt_no639,"[[-15.28194237936757], [-41.99324340308512], [79.53587465234982]]"
640,pt_no640,"[[-14.86867840980106], [-30.71391601501008], [66.85352755891078]]"
641,pt_no641,"[[-25.43478880758437], [-3.042505234225274], [5.799999999999996]]"
642,pt_no642,"[[-20.54256001571048], [-2.865213288622552], [12.76075062793944]]"
643,pt_no643,"[[-25.27502596384665], [0.3958127429854013], [15.79999999999999]]"
644,pt_no644,"[[-27.5923923835472], [-7.242020959190667], [13.43314456978792]]"
645,pt_no645,"[[-51.87257416205943], [-41.99324340308511], [101.1316479410113]]"
646,pt_no646,"[[-49.28416128960229], [-7.383026588304975], [61.07308964485073]]"
647,pt_no647,"[[-37.74936440978945], [-0.4925102240419239], [65.5578939335052]]"
648,pt_no648,"[[-38.18827541100797], [-8.4687447492197], [53.77852339325656]]"
649,pt_no649,"[[-43.59434059601061], [5.873953522395654], [55.29872933589265]]"
650,pt_no650,"[[29.34265234152862], [48.00675659691488], [65.21291903515342]]"
651,pt_no651,"[[37.88245266388954], [48.00675659691487], [56.26713710175331]]"
652,pt_no652,"[[36.20649478962323], [33.10011868834201], [63.67753711405256]]"
653,pt_no653,"[[22.46719585401853], [35.1683835142334], [61.0772150029831]]"
654,pt_no654,"[[21.99802053595275], [-41.99324340308512], [89.6470431150162]]"
655,pt_no655,"[[29.18918938753571], [-41.99324340308512], [100.5096189432335]]"
656,pt_no656,"[[37.88844938023228], [-41.99324340308513], [89.38292590338341]]"
657,pt_no657,"[[33.55023102507241], [-23.68812918584658], [95.412101444748]]"
658,pt_no658,"[[-88.31081061246428], [-0.4474436714804568], [-52.09323173107354]]"
659,pt_no659,"[[-88.3108106124643], [-14.430014667945], [-60.10673936802922]]"
660,pt_no660,"[[-88.31081061246428], [-0.3590600141377465], [-67.8589856981233]]"
661,pt_no661,"[[-4.45507984157066], [-30.8232927028016], [-36.59999999999997]]"
662,pt_no662,"[[4.376082374015876], [-20.67872502470947], [-36.59999999999997]]"
663,pt_no663,"[[10.41880969489511], [-27.11517206670311], [-51.1846554371601]]"
664,pt_no664,"[[-70.13794229327596], [-25.14208331143412], [-30.42444700157331]]"
665,pt_no665,"[[-11.33827927294614], [7.822435563985486], [26.59999999999999]]"
666,pt_no666,"[[-7.807728156311697], [4.401146013753664], [26.59999999999999]]"
667,pt_no667,"[[-6.968710010317961], [9.721318010955109], [26.59999999999999]]"
668,pt_no668,"[[-16.61865654458066], [-24.25268022787812], [-15.79999999999994]]"
669,pt_no669,"[[-10.73189096701505], [-25.24938562916747], [-35.79999999999996]]"
670,pt_no670,"[[-10.81081061246439], [-36.99324340308539], [-25.79999999999999]]"
671,pt_no671,"[[24.10415346380903], [48.00675659691488], [55.39352992313627]]"
672,pt_no672,"[[-31.58592611551352], [18.28366661909603], [26.59999999999999]]"
673,pt_no673,"[[-36.34814416938789], [-14.86014112861572], [26.59999999999999]]"
674,pt_no674,"[[-36.73339745964535], [-26.94235196278575], [26.59999999999999]]"
675,pt_no675,"[[-88.31081061246428], [38.77895300923086], [41.99520251059212]]"
676,pt_no676,"[[-12.10300794315607], [4.428552711241156], [26.59999999999999]]"
677,pt_no677,"[[-14.70693514085472], [6.271221640444879], [26.59999999999999]]"
678,pt_no678,"[[-23.21495865754562], [14.23323892729936], [26.59999999999999]]"
679,pt_no679,"[[-11.36829201101876], [3.640692400358446], [25.79999999999999]]"
680,pt_no680,"[[-14.70693514085472], [6.271221640444877], [25.79999999999999]]"
681,pt_no681,"[[28.89381246598809], [48.00675659691488], [-41.86962103892445]]"
682,pt_no682,"[[30.98670342949981], [48.00675659691488], [-30.03817355076861]]"
683,pt_no683,"[[21.88534181024223], [48.00675659691488], [-36.20000000000007]]"
684,pt_no684,"[[33.97716621296229], [34.488407650253], [-38.68040487106049]]"
685,pt_no685,"[[-16.9716204582074], [0.3153823496599486], [25.79999999999999]]"
686,pt_no686,"[[-13.49751732377861], [-1.907946215190279], [25.79999999999999]]"
687,pt_no687,"[[-20.08567269956387], [-3.17927503633215], [25.79999999999999]]"
688,pt_no688,"[[-20.85983465844217], [-2.94081891855486], [19.30145814752836]]"
689,pt_no689,"[[-6.196543740273073], [3.272226980331475], [-36.59999999999996]]"
690,pt_no690,"[[1.389606861261434], [-5.225079147684305], [-36.59999999999997]]"
691,pt_no691,"[[-14.34296723448045], [-3.48015459771257], [-36.59999999999996]]"
692,pt_no692,"[[51.68918938753572], [6.131074451482149], [57.87347659301984]]"
693,pt_no693,"[[51.68918938753572], [19.73147740198875], [65.83175985962157]]"
694,pt_no694,"[[51.68918938753572], [20.02532059226224], [50.10138046360044]]"
695,pt_no695,"[[34.84690829477594], [19.4892041084792], [54.48122734350237]]"
696,pt_no696,"[[-18.31081061246431], [-19.4932434030851], [110.5]]"
697,pt_no697,"[[-18.31081061246431], [-4.493243403085103], [110.5]]"
698,pt_no698,"[[-8.310810612464309], [-11.99324340308511], [110.5]]"
699,pt_no699,"[[-22.13177366121975], [-14.91066451791824], [95.31008625946588]]"
700,pt_no700,"[[22.28887343799412], [-41.99324340308512], [-94.91980581857717]]"
701,pt_no701,"[[28.29506212020699], [-41.99324340308512], [-110.2275400944375]]"
702,pt_no702,"[[15.13654712386095], [-22.94719696079326], [-107.3671235374741]]"
703,pt_no703,"[[-24.74903682912765], [9.083052227501407], [18.83598921373621]]"
704,pt_no704,"[[-28.86505444998139], [4.098668163067515], [19.81903161565605]]"
705,pt_no705,"[[-14.70693514085472], [9.742291553385344], [5.799999999999994]]"
706,pt_no706,"[[-17.42072687663914], [11.9064682456424], [5.799999999999995]]"
707,pt_no707,"[[-15.3937307511839], [8.00675659691511], [5.399999999999989]]"
708,pt_no708,"[[-18.77387677684293], [8.279681148460933], [9.835323193374917]]"
709,pt_no709,"[[-25.8108106124644], [48.00675659691488], [-4.999999999999963]]"
710,pt_no710,"[[-25.24890947080537], [33.81905498216821], [-14.99999999999993]]"
711,pt_no711,"[[-16.64842317275855], [37.98481032599828], [-14.99999999999993]]"
712,pt_no712,"[[-12.54543230416783], [32.05426056961886], [-4.999999999999971]]"
713,pt_no713,"[[-25.24890947080535], [33.81905498216822], [4.999999999999996]]"
714,pt_no714,"[[-16.64842317275851], [37.98481032599828], [4.999999999999996]]"
715,pt_no715,"[[-36.11113011658506], [14.14337897135107], [-14.99999999999993]]"
716,pt_no716,"[[-29.84431173239214], [23.75557537292725], [-14.99999999999993]]"
717,pt_no717,"[[-37.00273597816994], [26.99200096489559], [-14.99999999999993]]"
718,pt_no718,"[[-15.87837196771136], [-9.312143609518628], [-15.79999999999994]]"
719,pt_no719,"[[-20.08567269956388], [-3.179275036332157], [-15.79999999999994]]"
720,pt_no720,"[[-13.49751732377862], [-1.907946215190272], [-15.79999999999994]]"
721,pt_no721,"[[-65.3419578767596], [-41.99324340308511], [-110.8087207366855]]"
722,pt_no722,"[[-61.66239174304158], [-41.99324340308511], [-97.83687874019509]]"
723,pt_no723,"[[-26.71359377946199], [-29.439374880484], [52.53778098847921]]"
724,pt_no724,"[[-18.34020761934118], [-19.18706402118228], [49.11150347980632]]"
725,pt_no725,"[[-28.6131674428899], [-14.44909492741273], [51.3877205789106]]"
726,pt_no726,"[[-53.87540708917339], [48.00675659691489], [60.47692139227865]]"
727,pt_no727,"[[-49.73456309777364], [48.00675659691489], [69.1913104810081]]"
728,pt_no728,"[[-59.91092546531895], [34.65036849870624], [62.6434105416304]]"
729,pt_no729,"[[-47.88902019055919], [36.71592453804161], [57.61671963742135]]"
730,pt_no730,"[[30.22596430170262], [-41.99324340308512], [23.21961435435983]]"
731,pt_no731,"[[23.0433871433036], [-41.99324340308512], [19.37319802028117]]"
732,pt_no732,"[[26.78633693045484], [-30.20697442233304], [28.89480614747078]]"
733,pt_no733,"[[-88.3108106124643], [-28.16041885085218], [74.10071913593549]]"
734,pt_no734,"[[-88.3108106124643], [-13.88122683254675], [80.78360557730005]]"
735,pt_no735,"[[-25.96506210135432], [-41.99324340308512], [78.34576724045162]]"
736,pt_no736,"[[-31.68729110936564], [-41.99324340308512], [86.96714388451502]]"
737,pt_no737,"[[-27.90841730946855], [-27.6236746379767], [79.92809056085706]]"
738,pt_no738,"[[16.68918938753561], [-11.99324340308543], [-15.00000000000001]]"
739,pt_no739,"[[16.68918938753561], [-11.9932434030853], [-15.79999999999999]]"
740,pt_no740,"[[-39.48540679896888], [-21.26121324855782], [73.74284339695683]]"
741,pt_no741,"[[-28.02107199873122], [-13.95055375900559], [71.80526913249763]]"
742,pt_no742,"[[-24.79000345233236], [-23.47883674470194], [64.69239479122743]]"
743,pt_no743,"[[-33.79438029429632], [-15.77137862888086], [61.79370489447331]]"
744,pt_no744,"[[-16.9716204582074], [0.3153823496599557], [-15.79999999999993]]"
745,pt_no745,"[[-14.79301836209973], [2.485279024692165], [-15.79999999999993]]"
746,pt_no746,"[[22.28393733318215], [17.75792156541304], [-68.32223025203744]]"
747,pt_no747,"[[11.96137826739847], [8.013695890599925], [-54.88975143824718]]"
748,pt_no748,"[[7.598451365435244], [14.39344606192957], [-74.77160106568815]]"
749,pt_no749,"[[-17.42072687663914], [11.9064682456424], [26.59999999999999]]"
750,pt_no750,"[[-17.42072687663914], [11.9064682456424], [25.79999999999999]]"
751,pt_no751,"[[-16.86413901667975], [7.999491233678685], [26.56855042670407]]"
752,pt_no752,"[[10.82021915214473], [-41.99324340308512], [50.76611588232288]]"
753,pt_no753,"[[14.01334523532587], [-27.44231406349945], [55.59049204704383]]"
754,pt_no754,"[[21.65547808989006], [-41.99324340308512], [49.48920009393463]]"
755,pt_no755,"[[20.84809276967617], [-29.51194728763805], [43.89926067920382]]"
756,pt_no756,"[[-16.90528159387829], [14.59016774669929], [96.34211815033939]]"
757,pt_no757,"[[-21.44465250508935], [25.69858965623681], [97.36203787209107]]"
758,pt_no758,"[[4.976551762070823], [-41.99324340308512], [-97.43311649961188]]"
759,pt_no759,"[[-25.81081061246439], [-26.63570527819092], [4.999999999999996]]"
760,pt_no760,"[[-28.08996919820111], [-15.47756936987051], [4.999999999999997]]"
761,pt_no761,"[[51.68918938753573], [-18.68268968657146], [-90.86304978198982]]"
762,pt_no762,"[[51.68918938753572], [-28.8080970733126], [-82.25790396259958]]"
763,pt_no763,"[[-13.37252563802561], [-27.3129556581342], [78.75497927797528]]"
764,pt_no764,"[[-8.680309496799596], [-14.56272400627373], [78.19521488026676]]"
765,pt_no765,"[[-9.111056182038999], [48.00675659691488], [47.17558187339507]]"
766,pt_no766,"[[-8.17963925203848], [33.64213671312707], [58.63165295629622]]"
767,pt_no767,"[[-12.40498340064669], [48.00675659691488], [58.81935708670689]]"
768,pt_no768,"[[-3.322826672576202], [-25.81153695379398], [5.799999999999994]]"
769,pt_no769,"[[-3.322826672576078], [-25.81153695379403], [25.79999999999999]]"
770,pt_no770,"[[-15.13347844645226], [-18.83747272417741], [15.8]]"
771,pt_no771,"[[-16.74337944334597], [2.264845212117533], [11.52937406806183]]"
772,pt_no772,"[[-16.97162045820739], [0.3153823496599557], [5.799999999999995]]"
773,pt_no773,"[[-13.37115466453918], [-4.060772442113201], [12.74320502100068]]"
774,pt_no774,"[[-38.23670954346537], [-36.99324340308519], [15.8]]"
775,pt_no775,"[[-38.23670954346537], [-36.99324340308559], [-5.000000000000004]]"
776,pt_no776,"[[12.21917169373527], [-9.532289833401334], [72.71682796103491]]"
777,pt_no777,"[[-76.96585130661562], [48.0067565969149], [-112.0880069343887]]"
778,pt_no778,"[[-75.6310816020422], [48.0067565969149], [-99.33807982939436]]"
779,pt_no779,"[[-88.31081061246428], [36.08057311637396], [-100.9700095690729]]"
780,pt_no780,"[[-70.5001354870733], [28.06207420134418], [-106.4567226221438]]"
781,pt_no781,"[[-31.7141600608667], [-1.499617466079968], [-15.79999999999993]]"
782,pt_no782,"[[-26.91198843630733], [5.050290751681958], [-24.62296252259079]]"
783,pt_no783,"[[-25.43478880758439], [-3.04250523422526], [-15.79999999999993]]"
784,pt_no784,"[[51.68918938753573], [48.00675659691487], [81.9]]"
785,pt_no785,"[[39.49674493317955], [48.00675659691487], [72.5149739070124]]"
786,pt_no786,"[[51.68918938753572], [33.82160102508345], [73.74508685535577]]"
787,pt_no787,"[[38.6505522516923], [-41.99324340308513], [-99.80770685108544]]"
788,pt_no788,"[[40.34423008168702], [-41.99324340308513], [-112.0880069343887]]"
789,pt_no789,"[[32.28260020691641], [-21.07682636121979], [-104.1312700081402]]"
790,pt_no790,"[[-8.310810612464318], [18.00675659691489], [110.5]]"
791,pt_no791,"[[-18.31081061246432], [25.50675659691488], [110.5]]"
792,pt_no792,"[[-41.07176949935844], [-19.61564490387233], [-75.97361398249585]]"
793,pt_no793,"[[-50.49721831210994], [-27.23703675885617], [-65.09225560004803]]"
794,pt_no794,"[[2.669951501068809], [37.02599448338172], [113.5]]"
795,pt_no795,"[[-16.12120009217046], [15.09362684650582], [4.999999999999996]]"
796,pt_no796,"[[-17.42072687663914], [11.9064682456424], [4.999999999999996]]"
797,pt_no797,"[[-21.27341130104032], [17.8110391416104], [25.79999999999999]]"
798,pt_no798,"[[-26.10610356312964], [21.10152925226839], [-123.5]]"
799,pt_no799,"[[-41.63777445085309], [21.08430476107042], [-123.5]]"
800,pt_no800,"[[-27.82338207038244], [10.78321676762652], [-108.2897835457998]]"
801,pt_no801,"[[-1.484621784230327], [-4.612736211197394], [74.56830203349085]]"
802,pt_no802,"[[51.68918938753571], [-6.72410594062741], [65.62286976827507]]"
803,pt_no803,"[[51.68918938753571], [-20.82726654889679], [73.45682332449465]]"
804,pt_no804,"[[51.68918938753571], [-6.271995963529378], [81.64145997630527]]"
805,pt_no805,"[[33.83911340865646], [-12.65326746227285], [67.65651396157566]]"
806,pt_no806,"[[-52.4965713346522], [18.11288209788269], [-79.43425320212596]]"
807,pt_no807,"[[-40.84480694722689], [24.60568613236403], [-89.81430242090897]]"
808,pt_no808,"[[-36.94425306450123], [13.6710771123459], [-70.02095429471981]]"
809,pt_no809,"[[-53.31081061246439], [3.006756596914656], [-15.0]]"
810,pt_no810,"[[-53.31081061246439], [10.5067565969147], [-5.000000000000002]]"
811,pt_no811,"[[-70.08441247928971], [13.91099711549853], [-17.85767090236704]]"
812,pt_no812,"[[-41.64414394579759], [48.00675659691489], [-123.5]]"
813,pt_no813,"[[-33.85676125225943], [34.54218740090722], [-123.5]]"
814,pt_no814,"[[-34.65989662905665], [48.00675659691488], [-107.6891963332611]]"
815,pt_no815,"[[-49.17102759371458], [48.00675659691489], [-112.6216305108985]]"
816,pt_no816,"[[-37.20052927897611], [-26.08725924605857], [-35.79999999999995]]"
817,pt_no817,"[[-48.31081061246439], [-29.18712095410577], [-22.22857142857141]]"
818,pt_no818,"[[-48.31081061246439], [-29.31987813861222], [-29.92536443148687]]"
819,pt_no819,"[[-38.23670954346537], [-36.99324340308539], [-25.79999999999999]]"
820,pt_no820,"[[-26.47540306348588], [-6.861038408120328], [59.81473551126901]]"
821,pt_no821,"[[-77.3143741592627], [36.95472794845635], [-123.5]]"
822,pt_no822,"[[-88.31081061246428], [37.1725565691435], [-112.4346202267993]]"
823,pt_no823,"[[-28.31081061246431], [-26.9932434030851], [110.5]]"
824,pt_no824,"[[-31.82261514123286], [-41.99324340308512], [103.1822551863007]]"
825,pt_no825,"[[-34.76443167271205], [-41.99324340308512], [108.7238042765543]]"
826,pt_no826,"[[-36.00358837196121], [-31.45322993940699], [100.3788513299581]]"
827,pt_no827,"[[7.7161032106781], [9.387537027953503], [82.894781351746]]"
828,pt_no828,"[[20.82761063829685], [13.14979789024814], [78.1152957733955]]"
829,pt_no829,"[[-23.71728232908894], [13.99415193350217], [5.799999999999996]]"
830,pt_no830,"[[-21.27341130104033], [17.8110391416104], [5.799999999999995]]"
831,pt_no831,"[[-23.76187356761141], [12.34540129552694], [11.63088925783259]]"
832,pt_no832,"[[-53.31081061246439], [25.50675659691487], [15.8]]"
833,pt_no833,"[[-53.31081061246439], [18.00675659691487], [25.8]]"
834,pt_no834,"[[-53.31081061246439], [33.00675659691487], [25.8]]"
835,pt_no835,"[[-19.30154026305884], [3.666086383926085], [36.58820232629196]]"
836,pt_no836,"[[-21.65338961989827], [-4.842437310758696], [35.02580369081465]]"
837,pt_no837,"[[-2.657348608082003], [-7.217883689373977], [26.59999999999999]]"
838,pt_no838,"[[-6.558024482916265], [-2.091624389649361], [26.59999999999999]]"
839,pt_no839,"[[-10.3559019249397], [-7.003219453135934], [26.59999999999999]]"
840,pt_no840,"[[-6.450166234311101], [-2.827846259835168], [35.81147320080753]]"
841,pt_no841,"[[51.68918938753573], [34.3202275106122], [-68.23774692759798]]"
842,pt_no842,"[[-3.037479053721338], [-41.99324340308512], [63.43715167616732]]"
843,pt_no843,"[[-8.784360883763522], [-28.81627960033642], [54.80094148410247]]"
844,pt_no844,"[[-12.5265409031437], [-41.99324340308512], [60.16465455920319]]"
845,pt_no845,"[[-20.05108223229019], [14.10822019799933], [4.999999999999996]]"
846,pt_no846,"[[-20.80476981989933], [11.13408252678723], [4.999999999999996]]"
847,pt_no847,"[[51.68918938753573], [20.34513272154485], [2.736670462842994]]"
848,pt_no848,"[[33.93018729699517], [30.63085661826222], [-2.052174838964054]]"
849,pt_no849,"[[-88.3108106124643], [-28.15436918925715], [-68.1424472268439]]"
850,pt_no850,"[[-88.3108106124643], [-14.13432767250595], [-75.82342047654792]]"
851,pt_no851,"[[-75.6092299366268], [25.44319605770175], [113.5]]"
852,pt_no852,"[[-63.97605483750087], [18.0899317585482], [113.5]]"
853,pt_no853,"[[-75.38035968731629], [10.51659571774465], [113.5]]"
854,pt_no854,"[[-34.883668627302], [-41.99324340308512], [-51.16390827338035]]"
855,pt_no855,"[[-24.88058833180974], [-41.99324340308512], [-64.49413834927518]]"
856,pt_no856,"[[-39.37484341026033], [-41.99324340308511], [-67.58035450190593]]"
857,pt_no857,"[[-65.22370506490728], [33.03633909504502], [-123.5]]"
858,pt_no858,"[[-63.48285462786352], [48.00675659691489], [-109.0366206229994]]"
859,pt_no859,"[[-24.09508032178506], [48.00675659691488], [60.1646545592032]]"
860,pt_no860,"[[-0.7857789542394471], [27.61459370548809], [26.59999999999999]]"
861,pt_no861,"[[28.1565916235159], [-28.01005201777298], [-123.5]]"
862,pt_no862,"[[20.57807827642459], [-41.99324340308512], [-123.5]]"
863,pt_no863,"[[-9.828829661593607], [-41.99324340308512], [-61.41362546860806]]"
864,pt_no864,"[[-18.25252504968309], [-41.99324340308512], [-49.31154439694386]]"
865,pt_no865,"[[-3.813640795430734], [-41.99324340308512], [-48.04167961606299]]"
866,pt_no866,"[[-56.68143068728156], [48.00675659691489], [-46.43563916946203]]"
867,pt_no867,"[[-68.7558198496539], [23.40686101070542], [94.85991017047022]]"
868,pt_no868,"[[16.57255078664897], [-11.71107720403786], [113.5]]"
869,pt_no869,"[[3.795138027861711], [-18.9474591147962], [113.5]]"
870,pt_no870,"[[4.608790035519846], [-4.370648138893493], [113.5]]"
871,pt_no871,"[[-57.14765591528125], [-5.550275964359749], [-123.5]]"
872,pt_no872,"[[-25.81081061246439], [-26.63570527819088], [-14.99999999999994]]"
873,pt_no873,"[[-28.08996919820106], [-15.47756936987055], [-14.99999999999994]]"
874,pt_no874,"[[34.19258070452297], [3.006756596914742], [-27.98749999999997]]"
875,pt_no875,"[[-27.19433016894185], [2.05202322972994], [4.999999999999996]]"
876,pt_no876,"[[-31.71416006086672], [-1.499617466079968], [4.999999999999997]]"
877,pt_no877,"[[-22.31081061246439], [8.00675659691511], [5.799999999999995]]"
878,pt_no878,"[[-23.90251304905077], [4.939012359006547], [5.799999999999996]]"
879,pt_no879,"[[-21.66677492956451], [-1.780915899146663], [26.59999999999999]]"
880,pt_no880,"[[-48.31081061246439], [40.20063414793529], [12.22857142857143]]"
881,pt_no881,"[[-38.23670954346536], [48.00675659691489], [15.79999999999999]]"
882,pt_no882,"[[-38.43681545727368], [38.13293181422836], [25.8]]"
883,pt_no883,"[[-38.4368154572737], [38.13293181422836], [5.799999999999998]]"
884,pt_no884,"[[-38.4368154572737], [38.13293181422835], [-14.99999999999992]]"
885,pt_no885,"[[-48.31081061246439], [40.20063414793526], [-1.428571428571436]]"
886,pt_no886,"[[-38.4368154572737], [38.13293181422835], [4.999999999999998]]"
887,pt_no887,"[[-38.23670954346538], [48.00675659691489], [-4.999999999999964]]"
888,pt_no888,"[[-0.1778701348026743], [-41.99324340308512], [107.0579297616955]]"
889,pt_no889,"[[1.458700578061851], [-41.99324340308512], [98.41434034264523]]"
890,pt_no890,"[[-5.625275022247109], [-41.99324340308512], [103.6267389325498]]"
891,pt_no891,"[[-2.778470081220021], [7.630370763982548], [-123.5]]"
892,pt_no892,"[[-18.39445133118562], [7.641975450238704], [-123.5]]"
893,pt_no893,"[[-10.74206393963845], [-5.059868219627958], [-123.5]]"
894,pt_no894,"[[-14.48006108055528], [1.344188752369361], [-104.9760149083257]]"
895,pt_no895,"[[11.68918938753561], [-29.31981467706146], [-29.92536443148687]]"
896,pt_no896,"[[11.68918938753561], [-29.18704321370609], [-22.22857142857142]]"
897,pt_no897,"[[-34.27010460503067], [-13.39201823038137], [-35.79999999999995]]"
898,pt_no898,"[[-37.51888389684788], [-15.01929936607611], [-15.79999999999994]]"
899,pt_no899,"[[-11.3108106124644], [-41.99324340308489], [-36.59999999999997]]"
900,pt_no900,"[[-88.3108106124643], [-14.37092233354489], [-44.33362031948721]]"
901,pt_no901,"[[-73.63695582498592], [-7.814591455153193], [-47.76278598755049]]"
902,pt_no902,"[[-8.310810612464321], [33.00675659691488], [110.5]]"
903,pt_no903,"[[-1.85718955221656], [48.00675659691488], [108.7238042765543]]"
904,pt_no904,"[[-47.60229684315975], [48.00675659691489], [-82.63093731941674]]"
905,pt_no905,"[[51.68918938753573], [25.0999239091135], [-112.2510784768793]]"
906,pt_no906,"[[51.68918938753573], [10.78988643864437], [-111.023464468138]]"
907,pt_no907,"[[51.68918938753573], [18.37968788075914], [-102.7116412277147]]"
908,pt_no908,"[[11.68918938753561], [40.20063414793526], [-29.37142857142855]]"
909,pt_no909,"[[0.5789080540473073], [37.10077243988805], [-35.79999999999997]]"
910,pt_no910,"[[2.165423325249993], [38.50493241286507], [-15.79999999999993]]"
911,pt_no911,"[[-65.37732827390879], [48.00675659691489], [80.43759262210247]]"
912,pt_no912,"[[-62.35554954700534], [48.00675659691489], [69.20324382066205]]"
913,pt_no913,"[[-52.42723998938581], [48.00675659691489], [79.77990275367145]]"
914,pt_no914,"[[-53.89051123885623], [33.04905850096001], [81.91500228691339]]"
915,pt_no915,"[[12.98315439038092], [-41.99324340308512], [101.3487802720978]]"
916,pt_no916,"[[2.669951501068809], [-31.01248128955197], [113.5]]"
917,pt_no917,"[[-68.47741168083927], [48.00675659691489], [5.215804532131795]]"
918,pt_no918,"[[-65.43793991125143], [48.00675659691489], [-2.943595062727933]]"
919,pt_no919,"[[-17.61220332870058], [3.406467968462408], [21.44042011193072]]"
920,pt_no920,"[[-15.23993944841211], [0.755373557534512], [17.8589752846334]]"
921,pt_no921,"[[-20.69058368031849], [3.192619286839482], [15.11623676821931]]"
922,pt_no922,"[[-88.31081061246428], [3.006756596914897], [-123.5]]"
923,pt_no923,"[[-88.31081061246428], [11.21015864655983], [-108.2174119925048]]"
924,pt_no924,"[[27.07186546041029], [-19.82461371365622], [51.51055392024657]]"
925,pt_no925,"[[24.83062460484807], [-25.06378018085498], [66.28546785379166]]"
926,pt_no926,"[[-88.31081061246428], [22.17751210120238], [27.02878148771418]]"
927,pt_no927,"[[-88.31081061246428], [26.41373615830766], [42.92245582783309]]"
