,0,1,2,3,4,5,6,7,8
0,0.00892128279883382,0.00031302746662574803,0.00016455594095345647,5.3894797355561944e-05,2.610852443322745e-05,1.837068706369618e-05,1.3989466754443714e-05,1.1081355619170743e-05,2.059350480858337e-06
1,0.00892128279883382,0.000507715281234445,0.00021497066985141735,5.3894797355561944e-05,2.8684284773817356e-05,1.9841269841269834e-05,1.3989466754443714e-05,1.1081355619170743e-05,2.059350480858337e-06
2,0.00892128279883382,0.0009320743222662201,8.536106750392464e-05,5.3894797355561944e-05,2.8684284773817356e-05,1.837068706369618e-05,1.3989466754443714e-05,1.1081355619170743e-05,2.059350480858337e-06
3,2.059350480858337e-06,2.059350480858337e-06,2.059350480858337e-06,2.059350480858337e-06,2.059350480858337e-06,2.059350480858337e-06,2.059350480858337e-06,2.059350480858337e-06,2.059350480858337e-06
4,0.00892128279883382,1.2613203501425288e-05,1.2613203501425288e-05,1.1081355619170743e-05,1.067093504068294e-05,9.392878490308255e-06,7.841142687604636e-06,6.528927360417851e-06,2.059350480858337e-06
5,0.00892128279883382,0.0021534130893736806,0.000507715281234445,0.00016455594095345647,3.680160588825694e-05,2.3532275733354973e-05,1.6000483033450063e-05,1.2613203501425288e-05,2.059350480858337e-06
6,2.059350480858337e-06,2.059350480858337e-06,2.059350480858337e-06,2.059350480858337e-06,2.059350480858337e-06,2.059350480858337e-06,2.059350480858337e-06,2.059350480858337e-06,2.059350480858337e-06
7,0.00892128279883382,0.00031302746662574803,0.00016455594095345647,3.680160588825694e-05,2.3532275733354973e-05,1.7085904129093492e-05,1.313266619389068e-05,1.1081355619170743e-05,2.059350480858337e-06
8,2.059350480858337e-06,2.059350480858337e-06,2.059350480858337e-06,2.059350480858337e-06,2.059350480858337e-06,2.059350480858337e-06,2.059350480858337e-06,2.059350480858337e-06,2.059350480858337e-06
9,2.059350480858337e-06,2.059350480858337e-06,2.059350480858337e-06,2.059350480858337e-06,2.059350480858337e-06,2.059350480858337e-06,2.059350480858337e-06,2.059350480858337e-06,2.059350480858337e-06
10,2.059350480858337e-06,2.059350480858337e-06,2.059350480858337e-06,2.059350480858337e-06,2.059350480858337e-06,2.059350480858337e-06,2.059350480858337e-06,2.059350480858337e-06,2.059350480858337e-06
11,0.00892128279883382,0.00014405762304921967,5.3894797355561944e-05,3.257163214412947e-05,2.3532275733354973e-05,1.7085904129093492e-05,1.313266619389068e-05,1.067093504068294e-05,2.059350480858337e-06
12,0.00892128279883382,0.0021534130893736806,0.00031302746662574803,0.00016455594095345647,3.680160588825694e-05,2.3532275733354973e-05,1.6000483033450063e-05,1.2613203501425288e-05,2.059350480858337e-06
13,0.0021534130893736806,1.313266619389068e-05,1.2613203501425288e-05,1.1081355619170743e-05,1.067093504068294e-05,8.725075014364451e-06,6.964523141210981e-06,6.31180307174416e-06,2.059350480858337e-06
14,2.059350480858337e-06,2.059350480858337e-06,2.059350480858337e-06,2.059350480858337e-06,2.059350480858337e-06,2.059350480858337e-06,2.059350480858337e-06,2.059350480858337e-06,2.059350480858337e-06
15,0.00892128279883382,0.0021534130893736806,0.00021497066985141735,0.00014405762304921967,2.610852443322745e-05,1.9841269841269834e-05,1.3989466754443714e-05,1.1750881316098707e-05,2.059350480858337e-06
16,2.059350480858337e-06,2.059350480858337e-06,2.059350480858337e-06,2.059350480858337e-06,2.059350480858337e-06,2.059350480858337e-06,2.059350480858337e-06,2.059350480858337e-06,2.059350480858337e-06
17,0.00892128279883382,0.000507715281234445,3.680160588825694e-05,3.257163214412947e-05,2.1702710935120317e-05,1.6000483033450063e-05,1.313266619389068e-05,1.067093504068294e-05,2.059350480858337e-06
18,0.00892128279883382,0.0009320743222662201,0.00031302746662574803,0.00014405762304921967,2.3532275733354973e-05,1.7085904129093492e-05,1.313266619389068e-05,1.1081355619170743e-05,2.059350480858337e-06
19,4.804378250788545e-06,4.164931278633902e-06,3.740803857184421e-06,3.3184005309440846e-06,3.1078421216202216e-06,2.8977108084613154e-06,2.688005293302731e-06,2.478724283235561e-06,2.059350480858337e-06
20,2.059350480858337e-06,2.059350480858337e-06,2.059350480858337e-06,2.059350480858337e-06,2.059350480858337e-06,2.059350480858337e-06,2.059350480858337e-06,2.059350480858337e-06,2.059350480858337e-06
21,0.00031302746662574803,1.2613203501425288e-05,1.067093504068294e-05,8.725075014364451e-06,7.401924500370095e-06,6.31180307174416e-06,5.4477643213342835e-06,4.804378250788545e-06,2.059350480858337e-06
22,4.377644827083029e-06,3.9526513969502165e-06,3.5293873398800007e-06,3.3184005309440846e-06,3.1078421216202216e-06,2.8977108084613154e-06,2.688005293302731e-06,2.478724283235561e-06,2.059350480858337e-06
23,0.0009320743222662201,2.059350480858337e-06,2.059350480858337e-06,2.059350480858337e-06,2.059350480858337e-06,2.059350480858337e-06,2.059350480858337e-06,2.059350480858337e-06,2.059350480858337e-06
24,0.0021534130893736806,2.2698664905800535e-06,2.2698664905800535e-06,2.2698664905800535e-06,2.059350480858337e-06,2.0614306328592044e-06,2.0614306328592044e-06,2.0614306328592044e-06,2.059350480858337e-06
25,2.688005293302731e-06,2.688005293302731e-06,2.688005293302731e-06,2.478724283235561e-06,2.4762179897236957e-06,2.2698664905800535e-06,2.0614306328592044e-06,2.0614306328592044e-06,2.059350480858337e-06
26,0.00892128279883382,0.0009320743222662201,0.00014405762304921967,3.257163214412947e-05,2.610852443322745e-05,1.7085904129093492e-05,1.313266619389068e-05,1.1081355619170743e-05,2.059350480858337e-06
27,2.059350480858337e-06,2.059350480858337e-06,2.059350480858337e-06,2.059350480858337e-06,2.059350480858337e-06,2.059350480858337e-06,2.059350480858337e-06,2.059350480858337e-06,2.059350480858337e-06
28,2.2698664905800535e-06,2.0614306328592044e-06,2.059350480858337e-06,2.059350480858337e-06,2.059350480858337e-06,2.059350480858337e-06,2.059350480858337e-06,2.059350480858337e-06,2.059350480858337e-06
29,0.00892128279883382,9.392878490308255e-06,8.725075014364451e-06,8.282189046274074e-06,7.401924500370095e-06,6.7465002529937596e-06,6.095126000966813e-06,5.4477643213342835e-06,2.059350480858337e-06
30,0.0021534130893736806,1.313266619389068e-05,1.2613203501425288e-05,1.1081355619170743e-05,1.0096670247046186e-05,8.725075014364451e-06,6.964523141210981e-06,6.095126000966813e-06,2.059350480858337e-06
31,2.059350480858337e-06,2.059350480858337e-06,2.059350480858337e-06,2.059350480858337e-06,2.059350480858337e-06,2.059350480858337e-06,2.059350480858337e-06,2.059350480858337e-06,2.059350480858337e-06
32,0.00892128279883382,0.0021534130893736806,0.000507715281234445,0.00021497066985141735,4.3421623968736424e-05,2.3532275733354973e-05,1.6000483033450063e-05,1.2613203501425288e-05,2.059350480858337e-06
33,2.059350480858337e-06,2.059350480858337e-06,2.059350480858337e-06,2.059350480858337e-06,2.059350480858337e-06,2.059350480858337e-06,2.059350480858337e-06,2.059350480858337e-06,2.059350480858337e-06
34,2.059350480858337e-06,2.059350480858337e-06,2.059350480858337e-06,2.059350480858337e-06,2.059350480858337e-06,2.059350480858337e-06,2.059350480858337e-06,2.059350480858337e-06,2.059350480858337e-06
