,no,pt_no,region,temp_I,integ_I
0,cv_no0,"[132, 85, 443, 141]",5,16.536600000000004,62.901300000000006
1,cv_no1,"[79, 80, 149, 171]",5,3.88,16.242800000000003
2,cv_no2,"[316, 328, 388, 436]",5,64.9865,262.51930000000004
3,cv_no3,"[221, 379, 372, 434]",5,45.85470000000001,185.20800000000003
4,cv_no4,"[112, 320, 389, 394]",5,19.1995,77.55010000000001
5,cv_no5,"[316, 436, 382, 437]",5,64.4837,260.4912
6,cv_no6,"[451, 398, 13, 432]",5,1.4726000000000001,6.7439
7,cv_no7,"[448, 396, 9, 431]",5,1.5772000000000002,7.1123
8,cv_no8,"[114, 387, 391, 418]",5,46.3339,187.1664
9,cv_no9,"[192, 365, 137, 387]",5,6.399100000000001,25.842200000000002
10,cv_no10,"[249, 92, 479, 240]",5,16.003,60.6251
11,cv_no11,"[174, 81, 458, 175]",5,15.946600000000002,60.11200000000001
12,cv_no12,"[447, 150, 141, 81]",5,16.8365,64.0374
13,cv_no13,"[210, 211, 470, 85]",5,16.3176,61.9583
14,cv_no14,"[83, 84, 207, 131]",5,4.023,16.67
15,cv_no15,"[459, 176, 175, 92]",5,16.2984,61.6843
16,cv_no16,"[97, 240, 231, 475]",5,15.6868,59.3947
17,cv_no17,"[471, 97, 211, 212]",5,16.3998,62.2354
18,cv_no18,"[225, 366, 387, 422]",5,2.9027000000000003,11.7238
19,cv_no19,"[94, 463, 14, 404]",5,51.180200000000006,208.13520000000003
20,cv_no20,"[15, 462, 94, 403]",5,50.87950000000001,206.9069
21,cv_no21,"[211, 265, 471, 214]",5,22.9597,88.90920000000001
22,cv_no22,"[265, 211, 470, 214]",5,22.8429,88.5092
23,cv_no23,"[241, 479, 268, 240]",5,22.2533,85.7223
24,cv_no24,"[261, 458, 175, 178]",5,22.7406,87.7462
25,cv_no25,"[178, 175, 261, 459]",5,22.851200000000002,88.20460000000001
26,cv_no26,"[240, 268, 241, 475]",5,22.232,85.6573
27,cv_no27,"[141, 257, 142, 447]",5,23.3012,90.1514
28,cv_no28,"[316, 388, 382, 436]",5,64.8117,261.8148
29,cv_no29,"[200, 199, 254, 385]",5,7.4371,30.033
30,cv_no30,"[298, 304, 383, 392]",5,76.5108,309.0482
31,cv_no31,"[121, 275, 318, 419]",5,54.78300000000001,221.27130000000002
32,cv_no32,"[297, 276, 306, 410]",5,60.8895,245.9419
33,cv_no33,"[397, 426, 396, 428]",5,0.7144,3.2399999999999998
34,cv_no34,"[395, 425, 398, 427]",5,0.6939000000000001,3.1533000000000007
35,cv_no35,"[114, 418, 113, 430]",5,44.774,180.8691
36,cv_no36,"[301, 280, 318, 400]",5,27.611200000000004,111.52290000000002
37,cv_no37,"[184, 181, 381, 413]",5,41.279,166.799
38,cv_no38,"[160, 397, 398, 426]",5,0.9265000000000001,4.1347000000000005
39,cv_no39,"[395, 396, 160, 425]",5,0.9368000000000001,4.1404
40,cv_no40,"[152, 367, 180, 381]",5,36.2068,145.79739999999998
41,cv_no41,"[295, 276, 297, 410]",5,61.350300000000004,247.80300000000003
42,cv_no42,"[142, 443, 257, 141]",5,23.204,89.85680000000002
43,cv_no43,"[379, 388, 371, 433]",5,43.549400000000006,175.91000000000003
44,cv_no44,"[381, 378, 413, 417]",5,41.9628,169.7754
45,cv_no45,"[138, 78, 139, 428]",5,0.3486,2.3327
46,cv_no46,"[237, 87, 238, 427]",5,0.5103,2.9457000000000004
47,cv_no47,"[135, 136, 390, 391]",5,36.6859,148.1582
48,cv_no48,"[243, 406, 242, 438]",5,37.6645,152.04670000000002
49,cv_no49,"[317, 108, 107, 408]",5,80.2079,323.9758
50,cv_no50,"[180, 177, 10, 381]",5,40.841100000000004,166.00500000000002
51,cv_no51,"[369, 374, 415, 438]",5,48.3792,195.4638
52,cv_no52,"[102, 226, 101, 399]",5,26.168300000000002,105.69680000000001
53,cv_no53,"[243, 379, 406, 438]",5,39.826,160.9026
54,cv_no54,"[95, 96, 230, 209]",5,3.8472000000000004,16.089000000000002
55,cv_no55,"[90, 91, 173, 248]",5,3.8139000000000003,16.0938
56,cv_no56,"[374, 436, 415, 438]",5,45.702,184.66140000000001
57,cv_no57,"[160, 398, 395, 425]",5,0.6291000000000001,2.7991000000000006
58,cv_no58,"[396, 397, 160, 426]",5,0.6502,2.8872
59,cv_no59,"[11, 214, 213, 380]",5,44.536100000000005,180.64260000000002
60,cv_no60,"[178, 10, 177, 381]",5,42.78450000000001,173.6715
61,cv_no61,"[329, 275, 307, 419]",5,55.03390000000001,222.28470000000002
62,cv_no62,"[239, 267, 478, 240]",5,5.655,21.000500000000002
63,cv_no63,"[208, 211, 468, 264]",5,5.845700000000001,21.7586
64,cv_no64,"[140, 256, 442, 141]",5,6.0163,22.4323
65,cv_no65,"[141, 140, 256, 446]",5,6.0356000000000005,22.5751
66,cv_no66,"[240, 239, 267, 474]",5,5.6554,20.9949
67,cv_no67,"[208, 211, 264, 469]",5,5.911200000000001,22.17
68,cv_no68,"[172, 260, 175, 457]",5,5.6942,21.2545
69,cv_no69,"[175, 456, 260, 172]",5,5.6618,21.093700000000002
70,cv_no70,"[380, 424, 134, 429]",5,42.2351,170.8043
71,cv_no71,"[242, 413, 251, 438]",5,39.2107,158.43380000000002
72,cv_no72,"[88, 451, 13, 432]",5,1.3715000000000002,6.422300000000001
73,cv_no73,"[86, 448, 9, 431]",5,1.5164,7.0601
74,cv_no74,"[138, 396, 78, 428]",5,0.13470000000000001,0.8824000000000002
75,cv_no75,"[87, 237, 398, 427]",5,0.1726,0.983
76,cv_no76,"[122, 307, 275, 419]",5,56.0061,226.21130000000002
77,cv_no77,"[203, 228, 12, 427]",5,0.6382,3.0189000000000004
78,cv_no78,"[8, 165, 147, 428]",5,0.6604000000000001,3.103
79,cv_no79,"[187, 121, 120, 190]",5,39.9408,161.3254
80,cv_no80,"[249, 479, 92, 250]",5,18.328,70.8926
81,cv_no81,"[92, 459, 176, 179]",5,20.1271,78.2815
82,cv_no82,"[212, 471, 97, 215]",5,19.537100000000002,76.11330000000001
83,cv_no83,"[231, 232, 97, 475]",5,18.538800000000002,71.74040000000001
84,cv_no84,"[387, 389, 326, 407]",5,20.838300000000004,84.1703
85,cv_no85,"[378, 405, 381, 424]",5,46.8907,190.05720000000002
86,cv_no86,"[363, 126, 359, 187]",5,44.726,180.6539
87,cv_no87,"[153, 367, 152, 424]",5,38.0222,153.49310000000003
88,cv_no88,"[372, 379, 371, 433]",5,53.323100000000004,215.3865
89,cv_no89,"[295, 296, 276, 410]",5,60.2703,243.4406
90,cv_no90,"[398, 426, 451, 427]",5,0.5633,2.5007
91,cv_no91,"[100, 226, 99, 422]",5,28.5705,115.4023
92,cv_no92,"[195, 198, 375, 376]",5,4.2799000000000005,17.2851
93,cv_no93,"[183, 184, 381, 413]",5,42.5257,172.1865
94,cv_no94,"[461, 405, 82, 423]",5,53.833000000000006,219.52640000000002
95,cv_no95,"[381, 404, 378, 417]",5,48.3995,196.56170000000003
96,cv_no96,"[378, 403, 380, 416]",5,48.40860000000001,196.43380000000002
97,cv_no97,"[253, 382, 244, 393]",5,19.1266,77.2616
98,cv_no98,"[193, 389, 387, 407]",5,2.1831,8.8156
99,cv_no99,"[290, 295, 297, 410]",5,58.14260000000001,234.84670000000003
100,cv_no100,"[199, 236, 245, 382]",5,5.4126,21.8593
101,cv_no101,"[196, 385, 389, 407]",5,2.6279000000000003,10.6118
102,cv_no102,"[82, 461, 262, 405]",5,55.64600000000001,226.09720000000002
103,cv_no103,"[82, 262, 460, 405]",5,54.754999999999995,222.534
104,cv_no104,"[283, 112, 320, 269]",5,0.0,0.0
105,cv_no105,"[254, 382, 253, 393]",5,18.014400000000002,72.7338
106,cv_no106,"[460, 380, 11, 429]",5,46.4741,188.7652
107,cv_no107,"[90, 170, 13, 247]",5,2.7441,12.653400000000001
108,cv_no108,"[79, 148, 8, 168]",5,2.7262000000000004,12.4618
109,cv_no109,"[204, 130, 9, 83]",5,2.7707,12.5467
110,cv_no110,"[206, 95, 12, 229]",5,2.6940000000000004,12.313300000000003
111,cv_no111,"[277, 303, 315, 408]",5,89.16680000000001,360.16260000000005
112,cv_no112,"[249, 92, 176, 250]",5,19.0381,73.584
113,cv_no113,"[140, 149, 445, 80]",5,4.2481,17.980800000000002
114,cv_no114,"[455, 172, 173, 91]",5,4.2647,18.1626
115,cv_no115,"[248, 477, 91, 239]",5,4.1993,17.810000000000002
116,cv_no116,"[441, 84, 131, 140]",5,4.1942,17.6586
117,cv_no117,"[467, 208, 96, 209]",5,4.2842,18.159399999999998
118,cv_no118,"[454, 80, 171, 172]",5,4.1828,17.7471
119,cv_no119,"[230, 239, 96, 473]",5,4.1008000000000004,17.334200000000003
120,cv_no120,"[466, 208, 207, 84]",5,4.18,17.620800000000003
121,cv_no121,"[134, 424, 380, 439]",5,42.2006,170.58740000000003
122,cv_no122,"[155, 389, 364, 394]",5,4.963000000000001,20.047
123,cv_no123,"[300, 320, 319, 400]",5,26.750400000000003,108.0459
124,cv_no124,"[326, 389, 387, 430]",5,21.6938,87.6292
125,cv_no125,"[212, 97, 231, 215]",5,20.1338,78.18100000000001
126,cv_no126,"[135, 390, 136, 418]",5,36.624500000000005,147.9127
127,cv_no127,"[85, 213, 210, 132]",5,19.590500000000002,75.994
128,cv_no128,"[81, 151, 150, 174]",5,20.540100000000002,79.77000000000001
129,cv_no129,"[132, 85, 213, 133]",5,20.2915,78.7736
130,cv_no130,"[179, 176, 92, 250]",5,20.2833,78.5201
131,cv_no131,"[232, 231, 97, 215]",5,19.6783,76.2501
132,cv_no132,"[177, 151, 81, 174]",5,19.8364,76.7926
133,cv_no133,"[282, 292, 408, 434]",5,73.3678,296.3679
134,cv_no134,"[194, 155, 364, 394]",5,5.8735,23.724
135,cv_no135,"[14, 479, 241, 250]",5,20.4165,77.9419
136,cv_no136,"[470, 213, 11, 214]",5,20.363,78.4349
137,cv_no137,"[214, 15, 471, 215]",5,20.6124,79.333
138,cv_no138,"[151, 142, 10, 447]",5,21.1134,81.23670000000001
139,cv_no139,"[142, 11, 443, 133]",5,20.767500000000002,80.1909
140,cv_no140,"[91, 176, 248, 249]",5,5.7621,20.7965
141,cv_no141,"[237, 163, 398, 427]",5,0.1777,0.9436
142,cv_no142,"[225, 366, 192, 387]",5,2.4317,9.821000000000002
143,cv_no143,"[248, 173, 90, 247]",5,3.4314999999999998,14.0508
144,cv_no144,"[168, 149, 79, 148]",5,3.512,14.293600000000001
145,cv_no145,"[173, 170, 90, 247]",5,3.3350000000000004,13.666100000000002
146,cv_no146,"[168, 149, 171, 79]",5,3.5575000000000006,14.4952
147,cv_no147,"[206, 209, 95, 229]",5,3.4937,14.219600000000002
148,cv_no148,"[209, 230, 95, 229]",5,3.5394,14.4227
149,cv_no149,"[83, 204, 130, 131]",5,3.5970999999999997,14.657399999999999
150,cv_no150,"[83, 207, 204, 131]",5,3.7765000000000004,15.311900000000001
151,cv_no151,"[251, 413, 252, 438]",5,36.281400000000005,146.35360000000003
152,cv_no152,"[150, 149, 80, 171]",5,6.1799,22.6578
153,cv_no153,"[131, 84, 210, 132]",5,6.3044,23.265600000000003
154,cv_no154,"[10, 177, 458, 178]",5,20.717200000000002,79.11970000000001
155,cv_no155,"[176, 173, 91, 248]",5,5.5638000000000005,20.1676
156,cv_no156,"[84, 210, 207, 131]",5,6.327000000000001,23.397600000000004
157,cv_no157,"[230, 96, 212, 209]",5,6.1067,22.3972
158,cv_no158,"[231, 230, 96, 212]",5,5.797000000000001,21.051500000000004
159,cv_no159,"[171, 80, 150, 174]",5,5.8095,21.041600000000003
160,cv_no160,"[193, 364, 146, 389]",5,4.054,16.3754
161,cv_no161,"[279, 375, 382, 388]",5,47.3408,191.2237
162,cv_no162,"[200, 385, 191, 400]",5,12.2673,49.546
163,cv_no163,"[374, 409, 390, 439]",5,45.384800000000006,183.38890000000004
164,cv_no164,"[329, 318, 275, 419]",5,54.815400000000004,221.40220000000002
165,cv_no165,"[291, 302, 295, 433]",5,63.189800000000005,255.2419
166,cv_no166,"[146, 365, 193, 389]",5,5.3841,21.7485
167,cv_no167,"[269, 311, 287, 437]",5,49.908,201.59320000000002
168,cv_no168,"[138, 129, 9, 396]",5,0.4919,2.3419999999999996
169,cv_no169,"[9, 129, 130, 201]",5,0.30990000000000006,1.598
170,cv_no170,"[229, 12, 206, 228]",5,0.3235,1.9966000000000004
171,cv_no171,"[182, 413, 251, 417]",5,42.333800000000004,171.3951
172,cv_no172,"[274, 325, 313, 435]",5,78.7776,318.1999
173,cv_no173,"[113, 418, 112, 430]",5,44.774,180.8691
174,cv_no174,"[136, 391, 387, 418]",5,16.3672,66.1097
175,cv_no175,"[112, 384, 310, 411]",5,50.99850000000001,206.02360000000002
176,cv_no176,"[381, 423, 152, 424]",5,42.2652,171.07920000000001
177,cv_no177,"[390, 409, 374, 434]",5,48.4255,195.6909
178,cv_no178,"[384, 411, 383, 415]",5,44.3511,179.1516
179,cv_no179,"[237, 246, 13, 398]",5,0.5252,2.5391000000000004
180,cv_no180,"[165, 8, 166, 397]",5,0.4803,2.2845000000000004
181,cv_no181,"[202, 203, 12, 395]",5,0.4625,2.2140999999999997
182,cv_no182,"[203, 206, 12, 228]",5,0.3043,1.8507
183,cv_no183,"[82, 460, 11, 429]",5,52.3049,213.1133
184,cv_no184,"[168, 8, 452, 169]",5,2.7227,12.4361
185,cv_no185,"[238, 12, 472, 229]",5,2.6741,12.208400000000001
186,cv_no186,"[9, 130, 139, 440]",5,2.6838,12.159
187,cv_no187,"[204, 464, 9, 205]",5,2.7195,12.3797
188,cv_no188,"[247, 13, 476, 238]",5,2.7882000000000002,12.760800000000001
189,cv_no189,"[13, 169, 170, 453]",5,2.7677,12.6774
190,cv_no190,"[206, 205, 12, 465]",5,2.7025,12.321700000000002
191,cv_no191,"[148, 8, 139, 444]",5,2.7110000000000003,12.348500000000001
192,cv_no192,"[288, 375, 293, 386]",5,34.3609,138.7886
193,cv_no193,"[245, 382, 254, 385]",5,11.517400000000002,46.5158
