,pt_no,coordinate
372,pt_no372,"[[0.0], [2.400000000000002], [0.75]]"
373,pt_no373,"[[0.0], [2.400000000000001], [0.4999999999999999]]"
374,pt_no374,"[[0.2499999999999999], [1.800000000000003], [0.0]]"
375,pt_no375,"[[0.6061225085661363], [2.427202606053504], [0.8787238988597975]]"
376,pt_no376,"[[0.4999999999999999], [0.0], [1.0]]"
377,pt_no377,"[[0.4999999999999999], [0.0], [0.75]]"
378,pt_no378,"[[0.2499999999999999], [0.0], [1.0]]"
379,pt_no379,"[[0.4836628453676663], [2.463029568006952], [0.2999999999999997]]"
380,pt_no380,"[[0.4827060025327438], [2.462180462743072], [0.2556344164858778]]"
381,pt_no381,"[[0.0], [0.0], [0.2499999999999999]]"
382,pt_no382,"[[0.0], [0.0], [0.0]]"
383,pt_no383,"[[0.0], [0.3000000000000009], [0.0]]"
384,pt_no384,"[[0.2499999999999999], [0.0], [0.0]]"
385,pt_no385,"[[1.0], [2.700000000000001], [1.0]]"
386,pt_no386,"[[1.0], [3.0], [0.75]]"
387,pt_no387,"[[0.75], [3.0], [1.0]]"
388,pt_no388,"[[1.0], [3.0], [1.0]]"
389,pt_no389,"[[0.2499999999999999], [0.0], [0.2499999999999999]]"
390,pt_no390,"[[0.4999999999999999], [0.0], [0.2499999999999999]]"
391,pt_no391,"[[0.4999999999999999], [0.0], [0.0]]"
392,pt_no392,"[[0.75], [0.0], [0.0]]"
393,pt_no393,"[[1.0], [0.0], [0.75]]"
394,pt_no394,"[[0.0], [0.0], [0.4999999999999999]]"
395,pt_no395,"[[1.0], [0.0], [0.4999999999999999]]"
396,pt_no396,"[[0.4999999999999999], [3.0], [1.0]]"
397,pt_no397,"[[0.75], [2.100000000000002], [1.0]]"
398,pt_no398,"[[1.0], [3.0], [0.2499999999999999]]"
399,pt_no399,"[[1.0], [0.0], [0.2499999999999999]]"
400,pt_no400,"[[0.0], [0.0], [0.75]]"
401,pt_no401,"[[1.0], [3.0], [0.4999999999999999]]"
402,pt_no402,"[[1.0], [2.700000000000001], [0.0]]"
403,pt_no403,"[[1.0], [2.400000000000002], [0.0]]"
404,pt_no404,"[[0.75], [3.0], [0.0]]"
405,pt_no405,"[[0.75], [2.700000000000001], [0.0]]"
406,pt_no406,"[[0.75], [0.0], [0.75]]"
407,pt_no407,"[[0.2614364722282914], [2.543038394721878], [0.8333333333333335]]"
408,pt_no408,"[[0.4717069502465912], [2.545042294690568], [0.1186069436780445]]"
409,pt_no409,"[[0.4716604299581308], [2.545064684332955], [0.135541177653464]]"
410,pt_no410,"[[0.4893031683230854], [2.469092703777794], [0.879069811994625]]"
411,pt_no411,"[[0.4283058130441222], [2.545048443395121], [0.8807699396409807]]"
412,pt_no412,"[[0.0], [0.0], [1.0]]"
413,pt_no413,"[[0.0], [3.0], [0.2499999999999999]]"
414,pt_no414,"[[0.0], [3.0], [1.0]]"
415,pt_no415,"[[0.2499999999999999], [3.0], [1.0]]"
416,pt_no416,"[[1.0], [3.0], [0.0]]"
417,pt_no417,"[[0.0], [2.700000000000001], [1.0]]"
418,pt_no418,"[[1.0], [0.0], [0.0]]"
419,pt_no419,"[[0.75], [0.0], [1.0]]"
420,pt_no420,"[[0.404951556604879], [2.478305813044122], [0.9]]"
421,pt_no421,"[[0.75], [2.400000000000002], [0.0]]"
422,pt_no422,"[[0.0], [1.800000000000003], [0.4999999999999999]]"
423,pt_no423,"[[0.0], [2.700000000000001], [0.0]]"
424,pt_no424,"[[1.0], [2.100000000000002], [0.25]]"
425,pt_no425,"[[0.75], [2.400000000000002], [1.0]]"
426,pt_no426,"[[0.4500000000000002], [2.55], [0.849056043836784]]"
427,pt_no427,"[[0.4999999999999999], [0.5], [0.4999999999999999]]"
428,pt_no428,"[[1.0], [2.400000000000002], [1.0]]"
429,pt_no429,"[[0.4722615741238426], [2.516048772982136], [0.9]]"
430,pt_no430,"[[0.4401233439472362], [2.501060389201362], [0.09999999999999998]]"
431,pt_no431,"[[0.4269551125025198], [2.481622315470971], [0.09999999999999998]]"
432,pt_no432,"[[0.4212634953206789], [2.506558919669837], [0.09999999999999998]]"
433,pt_no433,"[[0.4132925411070194], [2.491621762046233], [0.09999999999999998]]"
434,pt_no434,"[[0.4571173956284141], [2.532381554973855], [0.09999999999999998]]"
435,pt_no435,"[[0.4722615741238426], [2.516048772982136], [0.09999999999999998]]"
436,pt_no436,"[[0.4520572572734703], [2.515099667939671], [0.09999999999999998]]"
437,pt_no437,"[[0.4372110522802349], [2.526556523579737], [0.09999999999999998]]"
438,pt_no438,"[[0.4205629035282141], [2.523475301082213], [0.09999999999999998]]"
439,pt_no439,"[[0.4571173956284141], [2.532381554973855], [0.9]]"
440,pt_no440,"[[0.4520572572734703], [2.515099667939671], [0.9]]"
441,pt_no441,"[[0.4205629035282141], [2.523475301082213], [0.9]]"
442,pt_no442,"[[0.4212634953206789], [2.506558919669837], [0.9]]"
443,pt_no443,"[[0.4372110522802349], [2.526556523579737], [0.9]]"
444,pt_no444,"[[0.4401233439472362], [2.501060389201362], [0.9]]"
445,pt_no445,"[[0.4269551125025198], [2.481622315470971], [0.9]]"
446,pt_no446,"[[0.4132925411070194], [2.491621762046233], [0.9]]"
447,pt_no447,"[[0.4865116305495713], [2.507796010067044], [0.09999999999999998]]"
448,pt_no448,"[[0.7], [0.7499999999999999], [0.4999999999999999]]"
449,pt_no449,"[[0.3], [0.7499999999999999], [0.4999999999999999]]"
450,pt_no450,"[[0.4999999999999999], [0.7499999999999999], [0.7]]"
451,pt_no451,"[[0.4865116305495713], [2.507796010067044], [0.9]]"
452,pt_no452,"[[0.4999999999999999], [0.7499999999999999], [0.3]]"
453,pt_no453,"[[0.0], [2.400000000000002], [1.0]]"
454,pt_no454,"[[0.0], [2.400000000000002], [0.0]]"
455,pt_no455,"[[1.0], [1.500000000000004], [0.0]]"
456,pt_no456,"[[1.0], [0.3000000000000009], [0.0]]"
457,pt_no457,"[[1.0], [1.200000000000004], [1.0]]"
458,pt_no458,"[[1.0], [0.600000000000002], [1.0]]"
459,pt_no459,"[[1.0], [0.9000000000000029], [1.0]]"
460,pt_no460,"[[0.0], [1.500000000000004], [0.0]]"
461,pt_no461,"[[0.0], [1.200000000000004], [0.0]]"
462,pt_no462,"[[1.0], [0.3000000000000009], [1.0]]"
463,pt_no463,"[[0.0], [1.200000000000004], [1.0]]"
464,pt_no464,"[[1.0], [1.500000000000004], [1.0]]"
465,pt_no465,"[[1.0], [1.200000000000004], [0.0]]"
466,pt_no466,"[[0.0], [1.500000000000004], [1.0]]"
467,pt_no467,"[[0.0], [1.800000000000003], [0.0]]"
468,pt_no468,"[[0.0], [3.0], [0.0]]"
469,pt_no469,"[[0.0], [2.100000000000002], [0.0]]"
470,pt_no470,"[[1.0], [2.100000000000002], [1.0]]"
471,pt_no471,"[[1.0], [1.800000000000003], [1.0]]"
472,pt_no472,"[[1.0], [0.9000000000000029], [0.0]]"
473,pt_no473,"[[0.0], [0.600000000000002], [1.0]]"
474,pt_no474,"[[0.0], [0.3000000000000009], [1.0]]"
475,pt_no475,"[[1.0], [0.600000000000002], [0.0]]"
476,pt_no476,"[[0.0], [0.600000000000002], [0.0]]"
477,pt_no477,"[[0.0], [0.9000000000000029], [0.0]]"
478,pt_no478,"[[0.0], [0.9000000000000029], [1.0]]"
479,pt_no479,"[[1.0], [0.0], [1.0]]"
480,pt_no480,"[[0.6919425611686791], [0.7499999999999999], [0.6919425611686791]]"
481,pt_no481,"[[0.6919425611686791], [1.0], [0.6919425611686791]]"
482,pt_no482,"[[0.69], [0.7499999999999999], [0.4999999999999999]]"
483,pt_no483,"[[0.69], [0.9999999999999999], [0.4999999999999998]]"
484,pt_no484,"[[0.6919425611686791], [1.25], [0.6919425611686791]]"
485,pt_no485,"[[0.69], [1.25], [0.4999999999999999]]"
486,pt_no486,"[[0.6926535229923584], [1.4926535229923585], [0.6926535229923584]]"
487,pt_no487,"[[0.6919425611686791], [1.4919425611686792], [0.4999999999999999]]"
488,pt_no488,"[[0.30734647700764156], [0.5073464770076416], [0.6926535229923584]]"
489,pt_no489,"[[0.3080574388313208], [0.7499999999999999], [0.6919425611686791]]"
490,pt_no490,"[[0.4999999999999999], [0.5080574388313208], [0.6919425611686791]]"
491,pt_no491,"[[0.4999999999999999], [0.7499999999999999], [0.69]]"
492,pt_no492,"[[0.30734647700764156], [1.4926535229923585], [0.30734647700764156]]"
493,pt_no493,"[[0.3080574388313208], [1.4919425611686792], [0.4999999999999999]]"
494,pt_no494,"[[0.3080574388313208], [1.25], [0.3080574388313208]]"
495,pt_no495,"[[0.31], [1.25], [0.4999999999999999]]"
496,pt_no496,"[[0.3080574388313208], [0.5080574388313208], [0.4999999999999999]]"
497,pt_no497,"[[0.31], [0.7499999999999999], [0.4999999999999999]]"
498,pt_no498,"[[0.3080574388313208], [1.0], [0.6919425611686791]]"
499,pt_no499,"[[0.31], [0.9999999999999999], [0.4999999999999998]]"
500,pt_no500,"[[0.3080574388313208], [1.25], [0.6919425611686791]]"
501,pt_no501,"[[0.30734647700764156], [1.4926535229923585], [0.6926535229923584]]"
502,pt_no502,"[[0.30734647700764156], [0.5073464770076416], [0.30734647700764156]]"
503,pt_no503,"[[0.4999999999999999], [0.5080574388313208], [0.3080574388313208]]"
504,pt_no504,"[[0.4999999999999999], [0.51], [0.4999999999999999]]"
505,pt_no505,"[[0.6926535229923584], [0.5073464770076416], [0.30734647700764156]]"
506,pt_no506,"[[0.6919425611686791], [0.5080574388313208], [0.4999999999999999]]"
507,pt_no507,"[[0.6926535229923584], [0.5073464770076416], [0.6926535229923584]]"
508,pt_no508,"[[0.4999999999999999], [0.9999999999999999], [0.69]]"
509,pt_no509,"[[0.4999999999999999], [1.25], [0.69]]"
510,pt_no510,"[[0.4999999999999999], [1.4919425611686792], [0.6919425611686791]]"
511,pt_no511,"[[0.3080574388313208], [0.7499999999999999], [0.3080574388313208]]"
512,pt_no512,"[[0.3080574388313208], [1.0], [0.3080574388313208]]"
513,pt_no513,"[[0.4999999999999999], [0.7499999999999999], [0.31]]"
514,pt_no514,"[[0.4999999999999999], [0.9999999999999999], [0.31]]"
515,pt_no515,"[[0.4999999999999999], [1.4919425611686792], [0.3080574388313208]]"
516,pt_no516,"[[0.4999999999999999], [1.49], [0.4999999999999999]]"
517,pt_no517,"[[0.6926535229923584], [1.4926535229923585], [0.30734647700764156]]"
518,pt_no518,"[[0.6919425611686791], [1.25], [0.3080574388313208]]"
519,pt_no519,"[[0.4999999999999999], [1.25], [0.31]]"
520,pt_no520,"[[0.6919425611686791], [0.7499999999999999], [0.3080574388313208]]"
521,pt_no521,"[[0.6919425611686791], [1.0], [0.3080574388313208]]"
