,0,1,2,3,4
0,14.834000000000001,15.4535,16.0772,16.536600000000004,16.8591
1,4.2819,4.1169,3.9640000000000004,3.88,3.8415
2,66.3575,65.8366,65.3387,64.9865,64.702
3,46.807700000000004,46.4459,46.099700000000006,45.85470000000001,45.6566
4,19.6003,19.447900000000004,19.302400000000002,19.1995,19.116300000000003
5,65.84570000000001,65.32820000000001,64.8336,64.4837,64.2012
6,1.9104,1.7537,1.6072,1.4726000000000001,1.3907
7,1.9805000000000001,1.8455,1.7091000000000003,1.5772000000000002,1.4973
8,47.3091,46.9388,46.5846,46.3339,46.13120000000001
9,6.529900000000001,6.4804,6.4328,6.399100000000001,6.3718
10,14.2313,14.8686,15.522200000000002,16.003,16.371199999999998
11,13.9921,14.7363,15.437000000000001,15.946600000000002,16.3128
12,15.0929,15.737100000000002,16.370900000000002,16.8365,17.1754
13,14.5683,15.219800000000001,15.852600000000002,16.3176,16.643700000000003
14,4.3416,4.215,4.090400000000001,4.023,3.9891
15,14.4421,15.136099999999999,15.8077,16.2984,16.671100000000003
16,13.929,14.566600000000001,15.212299999999999,15.6868,16.0321
17,14.618500000000001,15.2873,15.9298,16.3998,16.7445
18,2.9629000000000003,2.94,2.9182,2.9027000000000003,2.8902
19,52.91810000000001,52.354,51.6829,51.180200000000006,50.779500000000006
20,52.60380000000001,52.0458,51.37780000000001,50.87950000000001,50.4825
21,21.419300000000003,21.986000000000004,22.544200000000004,22.9597,23.2523
22,21.343400000000003,21.8882,22.434700000000003,22.8429,23.134200000000003
23,20.4927,21.1779,21.7984,22.2533,22.5899
24,21.0287,21.6839,22.293000000000003,22.7406,23.087000000000003
25,21.151300000000003,21.7974,22.404700000000002,22.851200000000002,23.1926
26,20.4812,21.164,21.7801,22.232,22.5698
27,21.6689,22.3035,22.8778,23.3012,23.599000000000004
28,66.1799,65.66000000000001,65.1632,64.8117,64.5278
29,7.5887,7.531100000000001,7.4761,7.4371,7.4057
30,78.113,77.50280000000001,76.92160000000001,76.5108,76.179
31,55.9232,55.4895,55.0756,54.78300000000001,54.5467
32,62.1593,61.677200000000006,61.215900000000005,60.8895,60.625699999999995
33,0.9089,0.8417,0.775,0.7144,0.6781
34,0.8852000000000001,0.8201,0.7541000000000001,0.6939000000000001,0.6588
35,45.718500000000006,45.35980000000001,45.0168,44.774,44.5777
36,28.185700000000004,27.9673,27.7587,27.611200000000004,27.492000000000004
37,42.1789,41.8329,41.5082,41.279,41.094300000000004
38,1.1416000000000002,1.0692000000000002,0.9974000000000001,0.9265000000000001,0.8853
39,1.1323,1.0683,1.003,0.9368000000000001,0.8994
40,36.7253,36.5267,36.33860000000001,36.2068,36.0979
41,62.62970000000001,62.1439,61.679100000000005,61.350300000000004,61.08440000000001
42,21.629,22.2329,22.7909,23.204,23.497200000000003
43,44.461600000000004,44.1152,43.78380000000001,43.549400000000006,43.3601
44,42.99,42.5974,42.2252,41.9628,41.75280000000001
45,0.8486000000000001,0.6649,0.4706000000000001,0.3486,0.25070000000000003
46,0.9896000000000001,0.8169000000000001,0.6289,0.5103,0.42910000000000004
47,37.438700000000004,37.1537,36.8799,36.6859,36.5287
48,38.401900000000005,38.1248,37.8555,37.6645,37.5099
49,81.8823,81.24700000000001,80.6386,80.2079,79.8596
50,42.2988,41.685300000000005,41.1798,40.841100000000004,40.5771
51,49.4169,49.0222,48.6455,48.3792,48.1643
52,26.713600000000003,26.506500000000003,26.308400000000002,26.168300000000002,26.055000000000003
53,40.6779,40.354000000000006,40.044700000000006,39.826,39.6495
54,4.2353000000000005,4.0776,3.9289000000000005,3.8472000000000004,3.8052
55,4.2807,4.0873,3.9119,3.8139000000000003,3.7603000000000004
56,46.6895,46.3142,45.95570000000001,45.702,45.4975
57,0.7703000000000001,0.7235,0.6762,0.6291000000000001,0.6027
58,0.7935,0.7457,0.6978,0.6502,0.6224000000000001
59,45.8579,45.3698,44.878800000000005,44.536100000000005,44.2633
60,44.176100000000005,43.5979,43.113,42.78450000000001,42.5257
61,56.1794,55.74360000000001,55.3278,55.03390000000001,54.79650000000001
62,4.8433,5.094100000000001,5.408100000000001,5.655,5.870000000000001
63,5.029,5.285900000000001,5.598,5.845700000000001,6.064800000000001
64,5.189500000000001,5.4552000000000005,5.7713,6.0163,6.2327
65,5.2485,5.4937000000000005,5.7973,6.0356000000000005,6.2494000000000005
66,4.8406,5.0915,5.4074,5.6554,5.8683000000000005
67,5.1815,5.3974,5.6799,5.911200000000001,6.1204
68,4.9376,5.165900000000001,5.4568,5.6942,5.9028
69,4.8909,5.121600000000001,5.4194,5.6618,5.8706000000000005
70,43.219500000000004,42.8562,42.493500000000004,42.2351,42.027100000000004
71,40.0574,39.736900000000006,39.4288,39.2107,39.035000000000004
72,1.8600000000000003,1.6783000000000001,1.5125000000000002,1.3715000000000002,1.2846000000000002
73,2.0335,1.8431000000000002,1.6671,1.5164,1.4194000000000002
74,0.31720000000000004,0.2503,0.18020000000000003,0.13470000000000001,0.1028
75,0.3269,0.2717,0.2118,0.1726,0.1464
76,57.1717,56.728300000000004,56.305200000000006,56.0061,55.7644
77,0.8787000000000001,0.7919,0.7101000000000001,0.6382,0.5926
78,0.8991,0.8121,0.7314,0.6604000000000001,0.6202000000000001
79,40.7736,40.4566,40.1544,39.9408,39.76820000000001
80,17.044300000000003,17.5285,17.9918,18.328,18.5848
81,18.9533,19.3874,19.8137,20.1271,20.3677
82,18.4648,18.861,19.2504,19.537100000000002,19.749200000000002
83,17.2555,17.742500000000003,18.2036,18.538800000000002,18.7873
84,21.273600000000002,21.1082,20.950200000000002,20.838300000000004,20.7479
85,48.188700000000004,47.7267,47.25110000000001,46.8907,46.603
86,45.659,45.3037,44.9652,44.726,44.532900000000005
87,38.774,38.484100000000005,38.2128,38.0222,37.8675
88,54.4386,54.015,53.6098,53.323100000000004,53.0914
89,61.5271,61.04990000000001,60.5933,60.2703,60.009100000000004
90,0.6874,0.6456000000000001,0.6044,0.5633,0.5389
91,29.167200000000005,28.9407,28.7239,28.5705,28.4464
92,4.3681,4.3346,4.3025,4.2799000000000005,4.2616000000000005
93,43.64,43.2107,42.810100000000006,42.5257,42.298500000000004
94,56.02100000000001,55.24700000000001,54.4254,53.833000000000006,53.372400000000006
95,49.956500000000005,49.3883,48.8174,48.3995,48.066900000000004
96,49.8596,49.352900000000005,48.81270000000001,48.40860000000001,48.08670000000001
97,19.5289,19.3761,19.230000000000004,19.1266,19.043100000000003
98,2.2274000000000003,2.2106000000000003,2.1945,2.1831,2.1739
99,59.35510000000001,58.8947,58.4543,58.14260000000001,57.89070000000001
100,5.5239,5.4816,5.4412,5.4126,5.389500000000001
101,2.6813000000000002,2.661,2.6416000000000004,2.6279000000000003,2.6169000000000002
102,57.42380000000001,56.85040000000001,56.177,55.64600000000001,55.2259
103,56.5531,55.94930000000001,55.2766,54.754999999999995,54.3425
104,0.0,0.0,0.0,0.0,0.0
105,18.3746,18.2379,18.1069,18.014400000000002,17.939500000000002
106,47.9853,47.4305,46.8753,46.4741,46.1565
107,3.6435000000000004,3.2967,2.9691,2.7441,2.597
108,3.5595,3.2408,2.9353000000000002,2.7262000000000004,2.5911000000000004
109,3.5487,3.2577,2.9696000000000002,2.7707,2.6278
110,3.5148000000000006,3.2033000000000005,2.9012000000000002,2.6940000000000004,2.5542000000000002
111,91.02820000000001,90.322,89.6456,89.16680000000001,88.7795
