,no,pt_no,region,temp_I,integ_I
0,cv_no0,"[132, 85, 443, 141]",5,15.4535,30.2875
1,cv_no1,"[79, 80, 149, 171]",5,4.1169,8.398800000000001
2,cv_no2,"[316, 328, 388, 436]",5,65.8366,132.1941
3,cv_no3,"[221, 379, 372, 434]",5,46.4459,93.2536
4,cv_no4,"[112, 320, 389, 394]",5,19.447900000000004,39.04820000000001
5,cv_no5,"[316, 436, 382, 437]",5,65.32820000000001,131.1739
6,cv_no6,"[451, 398, 13, 432]",5,1.7537,3.6641000000000004
7,cv_no7,"[448, 396, 9, 431]",5,1.8455,3.826
8,cv_no8,"[114, 387, 391, 418]",5,46.9388,94.2479
9,cv_no9,"[192, 365, 137, 387]",5,6.4804,13.0103
10,cv_no10,"[249, 92, 479, 240]",5,14.8686,29.099899999999998
11,cv_no11,"[174, 81, 458, 175]",5,14.7363,28.7284
12,cv_no12,"[447, 150, 141, 81]",5,15.737100000000002,30.830000000000002
13,cv_no13,"[210, 211, 470, 85]",5,15.219800000000001,29.7881
14,cv_no14,"[83, 84, 207, 131]",5,4.215,8.5566
15,cv_no15,"[459, 176, 175, 92]",5,15.136099999999999,29.5782
16,cv_no16,"[97, 240, 231, 475]",5,14.566600000000001,28.495600000000003
17,cv_no17,"[471, 97, 211, 212]",5,15.2873,29.9058
18,cv_no18,"[225, 366, 387, 422]",5,2.94,5.902900000000001
19,cv_no19,"[94, 463, 14, 404]",5,52.354,105.27210000000001
20,cv_no20,"[15, 462, 94, 403]",5,52.0458,104.6496
21,cv_no21,"[211, 265, 471, 214]",5,21.986000000000004,43.40530000000001
22,cv_no22,"[265, 211, 470, 214]",5,21.8882,43.2316
23,cv_no23,"[241, 479, 268, 240]",5,21.1779,41.6706
24,cv_no24,"[261, 458, 175, 178]",5,21.6839,42.7126
25,cv_no25,"[178, 175, 261, 459]",5,21.7974,42.9487
26,cv_no26,"[240, 268, 241, 475]",5,21.164,41.6452
27,cv_no27,"[141, 257, 142, 447]",5,22.3035,43.9724
28,cv_no28,"[316, 388, 382, 436]",5,65.66000000000001,131.8399
29,cv_no29,"[200, 199, 254, 385]",5,7.531100000000001,15.119800000000001
30,cv_no30,"[298, 304, 383, 392]",5,77.50280000000001,155.6158
31,cv_no31,"[121, 275, 318, 419]",5,55.4895,111.4127
32,cv_no32,"[297, 276, 306, 410]",5,61.677200000000006,123.8365
33,cv_no33,"[397, 426, 396, 428]",5,0.8417,1.7506
34,cv_no34,"[395, 425, 398, 427]",5,0.8201,1.7053000000000003
35,cv_no35,"[114, 418, 113, 430]",5,45.35980000000001,91.07830000000001
36,cv_no36,"[301, 280, 318, 400]",5,27.9673,56.153000000000006
37,cv_no37,"[184, 181, 381, 413]",5,41.8329,84.0118
38,cv_no38,"[160, 397, 398, 426]",5,1.0692000000000002,2.2108000000000003
39,cv_no39,"[395, 396, 160, 425]",5,1.0683,2.2006
40,cv_no40,"[152, 367, 180, 381]",5,36.5267,73.252
41,cv_no41,"[295, 276, 297, 410]",5,62.1439,124.77360000000002
