,no,pt_no,region,temp_I,integ_I
0,cv_no0,"[132, 85, 443, 141]",5,16.0772,46.3647
1,cv_no1,"[79, 80, 149, 171]",5,3.9640000000000004,12.362800000000002
2,cv_no2,"[316, 328, 388, 436]",5,65.3387,197.5328
3,cv_no3,"[221, 379, 372, 434]",5,46.099700000000006,139.35330000000002
4,cv_no4,"[112, 320, 389, 394]",5,19.302400000000002,58.350600000000014
5,cv_no5,"[316, 436, 382, 437]",5,64.8336,196.0075
6,cv_no6,"[451, 398, 13, 432]",5,1.6072,5.2713
7,cv_no7,"[448, 396, 9, 431]",5,1.7091000000000003,5.5351
8,cv_no8,"[114, 387, 391, 418]",5,46.5846,140.8325
9,cv_no9,"[192, 365, 137, 387]",5,6.4328,19.4431
10,cv_no10,"[249, 92, 479, 240]",5,15.522200000000002,44.6221
11,cv_no11,"[174, 81, 458, 175]",5,15.437000000000001,44.165400000000005
12,cv_no12,"[447, 150, 141, 81]",5,16.370900000000002,47.200900000000004
13,cv_no13,"[210, 211, 470, 85]",5,15.852600000000002,45.6407
14,cv_no14,"[83, 84, 207, 131]",5,4.090400000000001,12.647
15,cv_no15,"[459, 176, 175, 92]",5,15.8077,45.3859
16,cv_no16,"[97, 240, 231, 475]",5,15.212299999999999,43.7079
17,cv_no17,"[471, 97, 211, 212]",5,15.9298,45.8356
18,cv_no18,"[225, 366, 387, 422]",5,2.9182,8.821100000000001
19,cv_no19,"[94, 463, 14, 404]",5,51.6829,156.955
20,cv_no20,"[15, 462, 94, 403]",5,51.37780000000001,156.0274
21,cv_no21,"[211, 265, 471, 214]",5,22.544200000000004,65.94950000000001
22,cv_no22,"[265, 211, 470, 214]",5,22.434700000000003,65.6663
23,cv_no23,"[241, 479, 268, 240]",5,21.7984,63.469
24,cv_no24,"[261, 458, 175, 178]",5,22.293000000000003,65.0056
25,cv_no25,"[178, 175, 261, 459]",5,22.404700000000002,65.35340000000001
26,cv_no26,"[240, 268, 241, 475]",5,21.7801,63.42530000000001
27,cv_no27,"[141, 257, 142, 447]",5,22.8778,66.8502
28,cv_no28,"[316, 388, 382, 436]",5,65.1632,197.00310000000002
29,cv_no29,"[200, 199, 254, 385]",5,7.4761,22.5959
30,cv_no30,"[298, 304, 383, 392]",5,76.92160000000001,232.53740000000002
31,cv_no31,"[121, 275, 318, 419]",5,55.0756,166.4883
32,cv_no32,"[297, 276, 306, 410]",5,61.215900000000005,185.0524
33,cv_no33,"[397, 426, 396, 428]",5,0.775,2.5256
34,cv_no34,"[395, 425, 398, 427]",5,0.7541000000000001,2.4594000000000005
35,cv_no35,"[114, 418, 113, 430]",5,45.0168,136.0951
36,cv_no36,"[301, 280, 318, 400]",5,27.7587,83.91170000000001
37,cv_no37,"[184, 181, 381, 413]",5,41.5082,125.52
38,cv_no38,"[160, 397, 398, 426]",5,0.9974000000000001,3.2082000000000006
39,cv_no39,"[395, 396, 160, 425]",5,1.003,3.2036
40,cv_no40,"[152, 367, 180, 381]",5,36.33860000000001,109.5906
41,cv_no41,"[295, 276, 297, 410]",5,61.679100000000005,186.45270000000002
42,cv_no42,"[142, 443, 257, 141]",5,22.7909,66.65280000000001
43,cv_no43,"[379, 388, 371, 433]",5,43.78380000000001,132.3606
44,cv_no44,"[381, 378, 413, 417]",5,42.2252,127.8126
45,cv_no45,"[138, 78, 139, 428]",5,0.4706000000000001,1.9841000000000002
46,cv_no46,"[237, 87, 238, 427]",5,0.6289,2.4354000000000005
47,cv_no47,"[135, 136, 390, 391]",5,36.8799,111.47229999999999
48,cv_no48,"[243, 406, 242, 438]",5,37.8555,114.38220000000001
49,cv_no49,"[317, 108, 107, 408]",5,80.6386,243.7679
50,cv_no50,"[180, 177, 10, 381]",5,41.1798,125.16390000000001
51,cv_no51,"[369, 374, 415, 438]",5,48.6455,147.0846
52,cv_no52,"[102, 226, 101, 399]",5,26.308400000000002,79.52850000000001
53,cv_no53,"[243, 379, 406, 438]",5,40.044700000000006,121.07660000000001
54,cv_no54,"[95, 96, 230, 209]",5,3.9289000000000005,12.241800000000001
55,cv_no55,"[90, 91, 173, 248]",5,3.9119,12.279900000000001
56,cv_no56,"[374, 436, 415, 438]",5,45.95570000000001,138.95940000000002
57,cv_no57,"[160, 398, 395, 425]",5,0.6762,2.1700000000000004
58,cv_no58,"[396, 397, 160, 426]",5,0.6978,2.237
59,cv_no59,"[11, 214, 213, 380]",5,44.878800000000005,136.1065
60,cv_no60,"[178, 10, 177, 381]",5,43.113,130.887
61,cv_no61,"[329, 275, 307, 419]",5,55.3278,167.2508
62,cv_no62,"[239, 267, 478, 240]",5,5.408100000000001,15.345500000000001
63,cv_no63,"[208, 211, 468, 264]",5,5.598,15.9129
64,cv_no64,"[140, 256, 442, 141]",5,5.7713,16.416
65,cv_no65,"[141, 140, 256, 446]",5,5.7973,16.5395
66,cv_no66,"[240, 239, 267, 474]",5,5.4074,15.339500000000001
67,cv_no67,"[208, 211, 264, 469]",5,5.6799,16.2588
68,cv_no68,"[172, 260, 175, 457]",5,5.4568,15.560300000000002
69,cv_no69,"[175, 456, 260, 172]",5,5.4194,15.431900000000002
70,cv_no70,"[380, 424, 134, 429]",5,42.493500000000004,128.56920000000002
71,cv_no71,"[242, 413, 251, 438]",5,39.4288,119.22310000000002
72,cv_no72,"[88, 451, 13, 432]",5,1.5125000000000002,5.050800000000001
73,cv_no73,"[86, 448, 9, 431]",5,1.6671,5.5437
74,cv_no74,"[138, 396, 78, 428]",5,0.18020000000000003,0.7477000000000001
75,cv_no75,"[87, 237, 398, 427]",5,0.2118,0.8104
76,cv_no76,"[122, 307, 275, 419]",5,56.305200000000006,170.20520000000002
77,cv_no77,"[203, 228, 12, 427]",5,0.7101000000000001,2.3807000000000005
78,cv_no78,"[8, 165, 147, 428]",5,0.7314,2.4426
79,cv_no79,"[187, 121, 120, 190]",5,40.1544,121.3846
80,cv_no80,"[249, 479, 92, 250]",5,17.9918,52.5646
81,cv_no81,"[92, 459, 176, 179]",5,19.8137,58.154399999999995
82,cv_no82,"[212, 471, 97, 215]",5,19.2504,56.5762
83,cv_no83,"[231, 232, 97, 475]",5,18.2036,53.201600000000006
84,cv_no84,"[387, 389, 326, 407]",5,20.950200000000002,63.332
85,cv_no85,"[378, 405, 381, 424]",5,47.25110000000001,143.1665
86,cv_no86,"[363, 126, 359, 187]",5,44.9652,135.9279
87,cv_no87,"[153, 367, 152, 424]",5,38.2128,115.47090000000001
88,cv_no88,"[372, 379, 371, 433]",5,53.6098,162.0634
89,cv_no89,"[295, 296, 276, 410]",5,60.5933,183.1703
90,cv_no90,"[398, 426, 451, 427]",5,0.6044,1.9374000000000002
91,cv_no91,"[100, 226, 99, 422]",5,28.7239,86.8318
92,cv_no92,"[195, 198, 375, 376]",5,4.3025,13.0052
93,cv_no93,"[183, 184, 381, 413]",5,42.810100000000006,129.6608
94,cv_no94,"[461, 405, 82, 423]",5,54.4254,165.69340000000003
95,cv_no95,"[381, 404, 378, 417]",5,48.8174,148.1622
96,cv_no96,"[378, 403, 380, 416]",5,48.81270000000001,148.0252
97,cv_no97,"[253, 382, 244, 393]",5,19.230000000000004,58.135000000000005
98,cv_no98,"[193, 389, 387, 407]",5,2.1945,6.6325
99,cv_no99,"[290, 295, 297, 410]",5,58.4543,176.7041
100,cv_no100,"[199, 236, 245, 382]",5,5.4412,16.4467
101,cv_no101,"[196, 385, 389, 407]",5,2.6416000000000004,7.9839
102,cv_no102,"[82, 461, 262, 405]",5,56.177,170.4512
103,cv_no103,"[82, 262, 460, 405]",5,55.2766,167.779
104,cv_no104,"[283, 112, 320, 269]",5,0.0,0.0
105,cv_no105,"[254, 382, 253, 393]",5,18.1069,54.71939999999999
106,cv_no106,"[460, 380, 11, 429]",5,46.8753,142.2911
107,cv_no107,"[90, 170, 13, 247]",5,2.9691,9.909300000000002
108,cv_no108,"[79, 148, 8, 168]",5,2.9353000000000002,9.7356
109,cv_no109,"[204, 130, 9, 83]",5,2.9696000000000002,9.776
110,cv_no110,"[206, 95, 12, 229]",5,2.9012000000000002,9.619300000000003
111,cv_no111,"[277, 303, 315, 408]",5,89.6456,270.99580000000003
112,cv_no112,"[249, 92, 176, 250]",5,18.678700000000003,54.5459
113,cv_no113,"[140, 149, 445, 80]",5,4.3687,13.732700000000001
114,cv_no114,"[455, 172, 173, 91]",5,4.3986,13.8979
115,cv_no115,"[248, 477, 91, 239]",5,4.3233,13.610700000000001
116,cv_no116,"[441, 84, 131, 140]",5,4.3039000000000005,13.464400000000001
117,cv_no117,"[467, 208, 96, 209]",5,4.4084,13.8752
118,cv_no118,"[454, 80, 171, 172]",5,4.3065,13.5643
119,cv_no119,"[230, 239, 96, 473]",5,4.2155000000000005,13.233400000000001
120,cv_no120,"[466, 208, 207, 84]",5,4.2897,13.440800000000001
121,cv_no121,"[134, 424, 380, 439]",5,42.4468,128.38680000000002
122,cv_no122,"[155, 389, 364, 394]",5,4.9897,15.084
123,cv_no123,"[300, 320, 319, 400]",5,26.8933,81.2955
124,cv_no124,"[326, 389, 387, 430]",5,21.8107,65.9354
125,cv_no125,"[212, 97, 231, 215]",5,19.8044,58.047200000000004
126,cv_no126,"[135, 390, 136, 418]",5,36.8185,111.2882
127,cv_no127,"[85, 213, 210, 132]",5,19.258000000000003,56.4035
128,cv_no128,"[81, 151, 150, 174]",5,20.2068,59.2299
129,cv_no129,"[132, 85, 213, 133]",5,19.9551,58.4821
130,cv_no130,"[179, 176, 92, 250]",5,19.9182,58.2368
131,cv_no131,"[232, 231, 97, 215]",5,19.332800000000002,56.57180000000001
132,cv_no132,"[177, 151, 81, 174]",5,19.4798,56.956199999999995
133,cv_no133,"[282, 292, 408, 434]",5,73.7645,223.0001
134,cv_no134,"[194, 155, 364, 394]",5,5.905,17.8505
135,cv_no135,"[14, 479, 241, 250]",5,19.884200000000003,57.525400000000005
136,cv_no136,"[470, 213, 11, 214]",5,19.9159,58.07190000000001
137,cv_no137,"[214, 15, 471, 215]",5,20.154600000000002,58.720600000000005
138,cv_no138,"[151, 142, 10, 447]",5,20.646100000000004,60.123300000000015
139,cv_no139,"[142, 11, 443, 133]",5,20.3429,59.4234
140,cv_no140,"[91, 176, 248, 249]",5,5.4621,15.034400000000002
141,cv_no141,"[237, 163, 398, 427]",5,0.20950000000000002,0.7659
142,cv_no142,"[225, 366, 192, 387]",5,2.4446000000000003,7.389300000000001
143,cv_no143,"[248, 173, 90, 247]",5,3.4677000000000002,10.6193
144,cv_no144,"[168, 149, 79, 148]",5,3.5386000000000006,10.781600000000001
145,cv_no145,"[173, 170, 90, 247]",5,3.3713,10.331100000000001
146,cv_no146,"[168, 149, 171, 79]",5,3.5872,10.9377
147,cv_no147,"[206, 209, 95, 229]",5,3.5203000000000007,10.725900000000001
148,cv_no148,"[209, 230, 95, 229]",5,3.5691000000000006,10.8833
149,cv_no149,"[83, 204, 130, 131]",5,3.628,11.0603
150,cv_no150,"[83, 207, 204, 131]",5,3.7988,11.535400000000001
151,cv_no151,"[251, 413, 252, 438]",5,36.4497,110.07220000000001
152,cv_no152,"[150, 149, 80, 171]",5,5.905200000000001,16.4779
153,cv_no153,"[131, 84, 210, 132]",5,6.042300000000001,16.9612
154,cv_no154,"[10, 177, 458, 178]",5,20.183000000000003,58.4025
155,cv_no155,"[176, 173, 91, 248]",5,5.2858,14.603800000000001
156,cv_no156,"[84, 210, 207, 131]",5,6.07,17.070600000000002
157,cv_no157,"[230, 96, 212, 209]",5,5.8357,16.2905
158,cv_no158,"[231, 230, 96, 212]",5,5.5129,15.254500000000002
159,cv_no159,"[171, 80, 150, 174]",5,5.518800000000001,15.2321
160,cv_no160,"[193, 364, 146, 389]",5,4.0758,12.3214
161,cv_no161,"[279, 375, 382, 388]",5,47.5955,143.8829
162,cv_no162,"[200, 385, 191, 400]",5,12.332500000000001,37.2787
163,cv_no163,"[374, 409, 390, 439]",5,45.6381,138.00410000000002
164,cv_no164,"[329, 318, 275, 419]",5,55.108200000000004,166.5868
165,cv_no165,"[291, 302, 295, 433]",5,63.529700000000005,192.0521
166,cv_no166,"[146, 365, 193, 389]",5,5.4131,16.3644
167,cv_no167,"[269, 311, 287, 437]",5,50.1764,151.6852
168,cv_no168,"[138, 129, 9, 396]",5,0.5492,1.8500999999999999
169,cv_no169,"[9, 129, 130, 201]",5,0.34600000000000003,1.2881
170,cv_no170,"[229, 12, 206, 228]",5,0.41820000000000007,1.6731000000000003
171,cv_no171,"[182, 413, 251, 417]",5,42.61410000000001,129.06130000000002
172,cv_no172,"[274, 325, 313, 435]",5,79.2,239.4223
173,cv_no173,"[113, 418, 112, 430]",5,45.0168,136.0951
174,cv_no174,"[136, 391, 387, 418]",5,16.455099999999998,49.74250000000001
175,cv_no175,"[112, 384, 310, 411]",5,51.276300000000006,155.0251
176,cv_no176,"[381, 423, 152, 424]",5,42.537000000000006,128.81400000000002
177,cv_no177,"[390, 409, 374, 434]",5,48.6978,147.2654
178,cv_no178,"[384, 411, 383, 415]",5,44.59,134.8005
179,cv_no179,"[237, 246, 13, 398]",5,0.5900000000000001,2.0139000000000005
180,cv_no180,"[165, 8, 166, 397]",5,0.5354,1.8042000000000002
181,cv_no181,"[202, 203, 12, 395]",5,0.5176999999999999,1.7515999999999998
182,cv_no182,"[203, 206, 12, 228]",5,0.38730000000000003,1.5464
183,cv_no183,"[82, 460, 11, 429]",5,52.8516,160.8084
184,cv_no184,"[168, 8, 452, 169]",5,2.9325,9.7134
185,cv_no185,"[238, 12, 472, 229]",5,2.8815000000000004,9.534300000000002
186,cv_no186,"[9, 130, 139, 440]",5,2.8799,9.475200000000001
187,cv_no187,"[204, 464, 9, 205]",5,2.9246,9.6602
188,cv_no188,"[247, 13, 476, 238]",5,3.0081,9.972600000000002
189,cv_no189,"[13, 169, 170, 453]",5,2.9854000000000003,9.9097
190,cv_no190,"[206, 205, 12, 465]",5,2.9076000000000004,9.619200000000001
191,cv_no191,"[148, 8, 139, 444]",5,2.9163,9.637500000000001
192,cv_no192,"[288, 375, 293, 386]",5,34.545,104.4277
193,cv_no193,"[245, 382, 254, 385]",5,11.5785,34.9984
194,cv_no194,"[126, 187, 127, 412]",5,85.7423,259.1962
195,cv_no195,"[195, 375, 198, 407]",5,4.4058,13.3173
196,cv_no196,"[147, 158, 157, 428]",5,0.0688,0.25350000000000006
197,cv_no197,"[459, 14, 178, 179]",5,20.2345,58.827
198,cv_no198,"[232, 241, 15, 475]",5,19.7988,57.329800000000006
199,cv_no199,"[115, 390, 114, 391]",5,60.997600000000006,184.40930000000003
200,cv_no200,"[380, 424, 374, 439]",5,42.9457,129.93490000000003
201,cv_no201,"[308, 325, 299, 435]",5,72.52980000000001,219.25820000000004
202,cv_no202,"[306, 276, 104, 410]",5,62.314,188.3718
203,cv_no203,"[320, 394, 319, 400]",5,31.497300000000003,95.21370000000002
204,cv_no204,"[311, 310, 113, 409]",5,57.144600000000004,172.77370000000002
205,cv_no205,"[200, 197, 385, 400]",5,6.6161,19.999000000000002
206,cv_no206,"[449, 426, 397, 428]",5,2.7829,9.0892
207,cv_no207,"[450, 425, 395, 427]",5,2.7702000000000004,9.050900000000002
208,cv_no208,"[384, 374, 424, 439]",5,43.2167,130.7234
209,cv_no209,"[319, 320, 111, 394]",5,19.492800000000003,58.926100000000005
210,cv_no210,"[458, 177, 81, 174]",5,18.059700000000003,52.63770000000001
211,cv_no211,"[228, 162, 163, 427]",5,0.061,0.2451
212,cv_no212,"[125, 313, 124, 435]",5,76.6125,231.6003
213,cv_no213,"[183, 383, 184, 413]",5,43.1801,130.57420000000002
214,cv_no214,"[284, 299, 392, 414]",5,78.8387,238.3317
215,cv_no215,"[147, 397, 158, 428]",5,0.21040000000000003,0.7737000000000002
216,cv_no216,"[228, 395, 162, 427]",5,0.20040000000000002,0.7613000000000001
217,cv_no217,"[112, 409, 384, 418]",5,50.5546,152.8465
218,cv_no218,"[385, 400, 321, 414]",5,53.123000000000005,160.5892
219,cv_no219,"[246, 13, 167, 247]",5,0.6271,2.3432
220,cv_no220,"[13, 170, 167, 247]",5,0.6053000000000001,2.2651000000000003
221,cv_no221,"[148, 147, 8, 165]",5,0.3695,1.4745
222,cv_no222,"[8, 148, 165, 168]",5,0.41740000000000005,1.6852
223,cv_no223,"[201, 130, 9, 204]",5,0.32130000000000003,1.3169
224,cv_no224,"[101, 100, 278, 399]",5,30.3801,91.8371
225,cv_no225,"[446, 149, 140, 80]",5,3.1407000000000003,8.2051
226,cv_no226,"[468, 207, 208, 84]",5,3.5319000000000003,9.4768
227,cv_no227,"[374, 378, 413, 424]",5,43.3896,131.3137
228,cv_no228,"[354, 349, 351, 187]",5,44.9652,135.9279
229,cv_no229,"[337, 334, 332, 223]",5,47.548,143.7371
230,cv_no230,"[226, 102, 101, 223]",5,41.6625,125.94460000000001
231,cv_no231,"[109, 346, 108, 223]",5,47.548,143.7371
232,cv_no232,"[311, 316, 287, 437]",5,46.7105,141.2076
233,cv_no233,"[13, 169, 88, 432]",5,0.7373000000000001,2.6301000000000005
234,cv_no234,"[205, 86, 9, 431]",5,0.6591,2.3813
235,cv_no235,"[195, 386, 375, 407]",5,13.015600000000001,39.3447
236,cv_no236,"[285, 115, 114, 387]",5,16.385,49.53240000000001
237,cv_no237,"[285, 114, 326, 387]",5,16.428,49.662400000000005
238,cv_no238,"[173, 172, 457, 91]",5,2.7594000000000003,7.0349
239,cv_no239,"[304, 299, 325, 435]",5,78.6661,237.8083
240,cv_no240,"[374, 380, 378, 424]",5,43.3449,131.1701
241,cv_no241,"[461, 381, 89, 405]",5,49.4006,150.3634
242,cv_no242,"[382, 385, 269, 437]",5,40.1139,121.265
243,cv_no243,"[269, 389, 385, 407]",5,22.9528,69.3846
244,cv_no244,"[251, 242, 404, 413]",5,44.0905,133.6166
245,cv_no245,"[374, 409, 384, 415]",5,48.1739,145.6732
246,cv_no246,"[87, 13, 237, 238]",5,0.7328000000000001,2.5256
247,cv_no247,"[169, 166, 8, 88]",5,0.7012,2.5080999999999998
248,cv_no248,"[9, 139, 138, 78]",5,0.6235,2.1113
249,cv_no249,"[12, 86, 205, 202]",5,0.5969000000000001,2.1955000000000005
250,cv_no250,"[94, 241, 403, 404]",5,62.1587,189.2271
251,cv_no251,"[378, 403, 242, 404]",5,45.332100000000004,137.4485
252,cv_no252,"[150, 149, 446, 80]",5,6.740000000000001,19.402800000000003
253,cv_no253,"[232, 15, 233, 416]",5,41.10040000000001,125.012
254,cv_no254,"[115, 114, 387, 391]",5,46.2892,139.9331
255,cv_no255,"[279, 382, 375, 407]",5,31.233800000000002,94.4185
256,cv_no256,"[332, 334, 336, 223]",5,47.548,143.7371
257,cv_no257,"[353, 351, 349, 187]",5,44.9652,135.9279
258,cv_no258,"[109, 314, 110, 402]",5,79.50880000000001,240.3582
259,cv_no259,"[236, 375, 371, 382]",5,17.9312,54.2047
260,cv_no260,"[320, 389, 394, 400]",5,27.7543,83.8994
261,cv_no261,"[326, 387, 114, 430]",5,21.779,65.8393
262,cv_no262,"[88, 397, 449, 426]",5,1.8,6.0536
263,cv_no263,"[86, 395, 450, 425]",5,1.8462,6.230700000000001
264,cv_no264,"[457, 176, 173, 91]",5,6.0324,17.3039
265,cv_no265,"[96, 469, 212, 209]",5,6.615300000000001,19.036700000000003
266,cv_no266,"[279, 324, 375, 388]",5,54.8516,165.818
267,cv_no267,"[131, 442, 84, 132]",5,6.712300000000001,19.3771
268,cv_no268,"[230, 231, 96, 474]",5,6.101800000000001,17.448900000000002
269,cv_no269,"[248, 478, 91, 249]",5,6.4338,18.3489
270,cv_no270,"[171, 456, 80, 174]",5,6.0680000000000005,17.305500000000002
271,cv_no271,"[468, 210, 207, 84]",5,6.9289000000000005,20.046599999999998
272,cv_no272,"[87, 398, 451, 427]",5,1.1039999999999999,3.6685000000000008
273,cv_no273,"[89, 381, 178, 417]",5,55.2074,168.62810000000002
274,cv_no274,"[214, 380, 93, 416]",5,54.9949,167.9599
275,cv_no275,"[131, 84, 442, 140]",5,3.2977,8.796299999999999
276,cv_no276,"[171, 80, 456, 172]",5,2.9539000000000004,7.6562
277,cv_no277,"[469, 96, 208, 209]",5,3.0853,8.0486
278,cv_no278,"[248, 91, 478, 239]",5,2.8649000000000004,7.397
279,cv_no279,"[239, 230, 96, 474]",5,2.9565,7.697500000000001
280,cv_no280,"[382, 385, 199, 407]",5,10.2782,31.071000000000005
281,cv_no281,"[103, 102, 272, 399]",5,30.3926,91.8749
282,cv_no282,"[251, 413, 404, 417]",5,43.17660000000001,130.8023
283,cv_no283,"[112, 113, 409, 418]",5,59.501599999999996,179.89509999999999
284,cv_no284,"[198, 382, 199, 407]",5,9.471,28.6305
285,cv_no285,"[119, 118, 187, 190]",5,38.1087,115.2003
286,cv_no286,"[153, 183, 367, 424]",5,38.6597,116.78280000000001
287,cv_no287,"[308, 329, 307, 420]",5,58.492999999999995,176.82170000000002
288,cv_no288,"[92, 14, 179, 250]",5,19.1255,56.0423
289,cv_no289,"[15, 232, 97, 215]",5,19.0189,55.857600000000005
290,cv_no290,"[177, 151, 10, 81]",5,19.219,56.38440000000001
291,cv_no291,"[11, 213, 85, 133]",5,19.4627,57.503299999999996
292,cv_no292,"[285, 375, 386, 407]",5,28.206000000000003,85.26490000000001
293,cv_no293,"[285, 279, 375, 407]",5,27.221300000000003,82.2882
294,cv_no294,"[121, 187, 122, 419]",5,80.7217,244.0159
295,cv_no295,"[296, 106, 105, 372]",5,73.3251,221.66310000000004
296,cv_no296,"[254, 385, 382, 393]",5,14.6492,44.284600000000005
297,cv_no297,"[367, 381, 152, 424]",5,41.9467,126.97560000000001
298,cv_no298,"[91, 90, 477, 248]",5,3.8363,12.1305
299,cv_no299,"[173, 455, 91, 90]",5,3.7905,11.982800000000001
300,cv_no300,"[149, 445, 80, 79]",5,3.8479,12.0825
301,cv_no301,"[96, 95, 467, 209]",5,3.8027,11.9349
302,cv_no302,"[84, 207, 466, 83]",5,4.0018,12.451700000000002
