,no,cv_no,region,temp_I,integ_I
0,cv_no0,"[173, 352, 174]",34,0.195,7.031999999999999
1,cv_no1,"[116, 384, 292]",34,0.0,0.064
2,cv_no2,"[290, 328, 147]",34,0.381,10.706
3,cv_no3,"[160, 317, 161]",34,0.323,10.112
4,cv_no4,"[305, 326, 222]",34,0.014,1.7049999999999996
5,cv_no5,"[127, 368, 17]",34,0.431,10.716999999999999
6,cv_no6,"[24, 349, 184]",34,0.216,5.639
7,cv_no7,"[178, 353, 179]",34,0.199,5.911
8,cv_no8,"[272, 386, 335]",34,0.023,0.7330000000000002
9,cv_no9,"[297, 390, 224]",34,0.152,4.399
10,cv_no10,"[16, 320, 120]",34,0.42,10.403999999999998
11,cv_no11,"[168, 350, 169]",34,0.004,2.786999999999999
12,cv_no12,"[129, 319, 130]",34,0.593,14.753000000000002
13,cv_no13,"[188, 351, 189]",34,0.221,5.383
14,cv_no14,"[283, 306, 46]",34,0.048,1.436
15,cv_no15,"[194, 354, 195]",34,0.092,2.504000000000001
16,cv_no16,"[293, 325, 236]",34,0.361,9.019
17,cv_no17,"[192, 355, 193]",34,0.127,2.5459999999999994
18,cv_no18,"[44, 394, 284]",34,0.01,0.31300000000000017
19,cv_no19,"[218, 404, 252]",34,0.014,3.462999999999999
20,cv_no20,"[303, 362, 176]",34,0.18,5.635
21,cv_no21,"[247, 300, 251]",34,0.164,7.712999999999998
22,cv_no22,"[304, 364, 182]",34,0.181,4.929
23,cv_no23,"[181, 365, 304]",34,0.181,5.027
24,cv_no24,"[243, 298, 234]",34,0.354,8.783
25,cv_no25,"[319, 347, 246]",34,0.527,13.167
26,cv_no26,"[31, 372, 1]",34,0.089,2.233
27,cv_no27,"[23, 361, 303]",34,0.179,5.727
28,cv_no28,"[241, 262, 227]",34,0.668,17.061
29,cv_no29,"[146, 333, 290]",34,0.547,14.222000000000003
30,cv_no30,"[249, 384, 366]",34,0.003,0.25400000000000006
31,cv_no31,"[320, 323, 234]",34,0.367,9.113
32,cv_no32,"[167, 308, 22]",34,1.742,52.529
33,cv_no33,"[37, 313, 36]",34,0.008,0.5930000000000002
34,cv_no34,"[378, 379, 170]",34,0.19,7.189999999999999
35,cv_no35,"[244, 348, 324]",34,0.397,9.947
36,cv_no36,"[235, 363, 318]",34,0.0,0.37600000000000006
37,cv_no37,"[228, 250, 247]",34,0.04,3.9699999999999993
38,cv_no38,"[131, 332, 132]",34,0.724,18.125000000000004
39,cv_no39,"[242, 332, 291]",34,0.602,15.114
40,cv_no40,"[225, 340, 236]",34,0.37,9.274
41,cv_no41,"[244, 395, 257]",34,0.456,11.43
42,cv_no42,"[117, 399, 116]",34,0.0,0.008
43,cv_no43,"[149, 329, 150]",34,0.162,7.047000000000001
44,cv_no44,"[126, 348, 127]",34,0.374,9.376999999999999
45,cv_no45,"[163, 321, 296]",34,0.141,3.9869999999999997
46,cv_no46,"[252, 357, 329]",34,0.062,4.876000000000002
47,cv_no47,"[123, 325, 124]",34,0.344,8.586
48,cv_no48,"[245, 250, 228]",34,0.039,3.949
49,cv_no49,"[145, 333, 146]",34,0.561,14.580000000000002
50,cv_no50,"[238, 239, 28]",34,0.156,3.9939999999999998
51,cv_no51,"[229, 341, 217]",34,0.114,3.6489999999999996
52,cv_no52,"[164, 337, 165]",34,0.414,11.526000000000002
53,cv_no53,"[150, 357, 151]",34,0.038,5.769000000000001
54,cv_no54,"[292, 384, 249]",34,0.002,0.11200000000000003
55,cv_no55,"[190, 356, 191]",34,0.203,4.841
56,cv_no56,"[291, 332, 131]",34,0.696,17.472
57,cv_no57,"[159, 334, 21]",34,0.167,11.272
58,cv_no58,"[275, 386, 221]",34,0.059,1.924
59,cv_no59,"[234, 373, 225]",34,0.314,7.824
60,cv_no60,"[20, 370, 152]",34,0.168,8.507
61,cv_no61,"[250, 309, 247]",34,0.156,7.608999999999998
62,cv_no62,"[162, 321, 163]",34,0.086,2.2790000000000004
63,cv_no63,"[196, 359, 197]",34,0.234,5.837
64,cv_no64,"[230, 398, 253]",34,0.141,5.995000000000001
65,cv_no65,"[313, 363, 235]",34,0.007,0.8300000000000003
66,cv_no66,"[287, 321, 162]",34,0.039,1.3400000000000003
67,cv_no67,"[389, 396, 217]",34,0.044,3.065
68,cv_no68,"[348, 368, 127]",34,0.365,9.184000000000001
69,cv_no69,"[130, 319, 291]",34,0.619,15.485999999999999
70,cv_no70,"[198, 360, 199]",34,0.473,11.612
71,cv_no71,"[261, 334, 245]",34,0.087,7.1080000000000005
72,cv_no72,"[236, 325, 299]",34,0.361,9.019
73,cv_no73,"[128, 347, 129]",34,0.529,13.182999999999998
74,cv_no74,"[125, 324, 126]",34,0.359,8.99
75,cv_no75,"[16, 323, 320]",34,0.478,11.819999999999999
76,cv_no76,"[42, 118, 41]",34,0.001,0.04300000000000002
77,cv_no77,"[40, 41, 119]",34,0.001,0.042000000000000016
78,cv_no78,"[372, 397, 276]",34,0.211,5.294
79,cv_no79,"[283, 308, 226]",34,0.358,11.446
80,cv_no80,"[246, 347, 257]",34,0.517,12.921999999999999
81,cv_no81,"[313, 316, 36]",34,0.004,0.2490000000000001
82,cv_no82,"[165, 307, 166]",34,0.637,17.899
83,cv_no83,"[45, 272, 44]",34,0.018,0.5570000000000003
84,cv_no84,"[285, 374, 336]",34,0.18,4.438
85,cv_no85,"[120, 298, 121]",34,0.352,8.722
86,cv_no86,"[225, 243, 234]",34,0.336,8.388
87,cv_no87,"[33, 254, 32]",34,0.176,4.713000000000001
88,cv_no88,"[273, 314, 254]",34,0.263,7.276999999999999
89,cv_no89,"[156, 309, 157]",34,0.226,9.734
90,cv_no90,"[284, 399, 117]",34,0.004,0.15600000000000006
91,cv_no91,"[287, 398, 232]",34,0.023,1.2219999999999995
92,cv_no92,"[221, 297, 275]",34,0.091,2.758
93,cv_no93,"[217, 316, 315]",34,0.029,1.971
94,cv_no94,"[379, 380, 172]",34,0.2,7.429000000000001
95,cv_no95,"[216, 367, 340]",34,0.339,8.540999999999999
96,cv_no96,"[148, 295, 149]",34,0.264,8.658999999999999
97,cv_no97,"[261, 294, 253]",34,0.197,8.709999999999999
98,cv_no98,"[217, 341, 316]",34,0.072,3.2100000000000004
99,cv_no99,"[139, 383, 273]",34,0.163,5.0600000000000005
100,cv_no100,"[122, 299, 123]",34,0.342,8.519
101,cv_no101,"[284, 394, 335]",34,0.015,0.5300000000000002
102,cv_no102,"[228, 389, 217]",34,0.05,3.047
103,cv_no103,"[288, 289, 25]",34,0.16,3.6620000000000004
104,cv_no104,"[244, 293, 236]",34,0.365,9.145
105,cv_no105,"[246, 395, 219]",34,0.442,11.09
106,cv_no106,"[38, 363, 37]",34,0.002,0.21700000000000008
107,cv_no107,"[227, 262, 242]",34,0.561,14.197
108,cv_no108,"[224, 322, 237]",34,0.251,7.056
109,cv_no109,"[29, 259, 238]",34,0.223,5.592
110,cv_no110,"[132, 302, 133]",34,0.802,20.182
111,cv_no111,"[154, 300, 155]",34,0.235,9.742
112,cv_no112,"[32, 397, 31]",34,0.135,3.4079999999999995
113,cv_no113,"[283, 403, 306]",34,0.187,5.537
114,cv_no114,"[236, 340, 219]",34,0.379,9.505999999999998
115,cv_no115,"[45, 306, 272]",34,0.016,0.4630000000000002
116,cv_no116,"[224, 311, 297]",34,0.082,2.6850000000000005
117,cv_no117,"[228, 315, 245]",34,0.035,3.5140000000000002
118,cv_no118,"[264, 357, 252]",34,0.054,4.5120000000000005
119,cv_no119,"[30, 372, 233]",34,0.167,4.178999999999999
120,cv_no120,"[237, 322, 240]",34,0.424,12.086
121,cv_no121,"[219, 367, 242]",34,0.455,11.456000000000001
122,cv_no122,"[136, 342, 314]",34,0.345,9.512
123,cv_no123,"[297, 311, 222]",34,0.037,1.5609999999999997
124,cv_no124,"[219, 395, 244]",34,0.426,10.679
125,cv_no125,"[36, 316, 35]",34,0.024,1.233
126,cv_no126,"[144, 345, 344]",34,0.529,13.959
127,cv_no127,"[191, 356, 288]",34,0.178,4.183
128,cv_no128,"[316, 341, 35]",34,0.022,0.7970000000000002
129,cv_no129,"[161, 317, 287]",34,0.179,6.584000000000001
130,cv_no130,"[185, 336, 186]",34,0.194,4.869999999999998
131,cv_no131,"[218, 396, 389]",34,0.078,4.139
132,cv_no132,"[262, 302, 242]",34,0.69,17.503
133,cv_no133,"[134, 301, 135]",34,1.097,27.998
134,cv_no134,"[158, 310, 159]",34,0.127,7.775999999999999
135,cv_no135,"[236, 299, 243]",34,0.352,8.776
136,cv_no136,"[387, 398, 230]",34,0.003,1.3889999999999993
137,cv_no137,"[232, 387, 224]",34,0.087,2.771
138,cv_no138,"[275, 400, 220]",34,0.018,0.8920000000000003
139,cv_no139,"[28, 392, 0]",34,0.031,0.8200000000000003
140,cv_no140,"[318, 366, 220]",34,0.011,0.5910000000000002
141,cv_no141,"[276, 397, 216]",34,0.196,4.960000000000001
142,cv_no142,"[35, 258, 34]",34,0.07,2.2200000000000006
143,cv_no143,"[252, 295, 248]",34,0.168,6.321000000000001
144,cv_no144,"[254, 342, 312]",34,0.364,9.591000000000003
145,cv_no145,"[251, 358, 264]",34,0.147,7.412999999999999
146,cv_no146,"[29, 238, 28]",34,0.165,4.176000000000001
147,cv_no147,"[231, 393, 223]",34,0.045,2.9139999999999997
148,cv_no148,"[326, 400, 275]",34,0.028,1.1690000000000003
149,cv_no149,"[183, 382, 24]",34,0.216,5.706
150,cv_no150,"[184, 377, 185]",34,0.207,5.296000000000001
151,cv_no151,"[169, 378, 170]",34,0.139,5.7459999999999996
152,cv_no152,"[252, 404, 264]",34,0.007,3.6089999999999987
153,cv_no153,"[189, 371, 190]",34,0.221,5.340000000000001
154,cv_no154,"[224, 390, 322]",34,0.183,5.272
155,cv_no155,"[231, 294, 261]",34,0.069,4.033
156,cv_no156,"[174, 376, 175]",34,0.197,6.825000000000001
157,cv_no157,"[177, 381, 178]",34,0.203,6.162999999999999
158,cv_no158,"[193, 385, 194]",34,0.004,0.49300000000000005
159,cv_no159,"[172, 380, 173]",34,0.183,6.738
160,cv_no160,"[303, 361, 280]",34,0.169,5.6549999999999985
161,cv_no161,"[153, 358, 339]",34,0.261,10.45
162,cv_no162,"[197, 388, 198]",34,0.322,7.938
163,cv_no163,"[373, 401, 233]",34,0.286,7.1209999999999996
164,cv_no164,"[187, 375, 188]",34,0.214,5.254000000000001
165,cv_no165,"[270, 365, 353]",34,0.126,3.6919999999999997
166,cv_no166,"[318, 400, 235]",34,0.005,0.6190000000000001
167,cv_no167,"[245, 334, 310]",34,0.074,6.4750000000000005
168,cv_no168,"[240, 322, 226]",34,0.33,9.583999999999998
169,cv_no169,"[156, 338, 309]",34,0.253,10.426
170,cv_no170,"[31, 397, 372]",34,0.0,0.001
171,cv_no171,"[134, 331, 301]",34,0.956,24.389999999999993
172,cv_no172,"[324, 348, 126]",34,0.349,8.758999999999999
173,cv_no173,"[309, 346, 157]",34,0.246,10.427999999999999
174,cv_no174,"[232, 321, 287]",34,0.003,0.9600000000000002
175,cv_no175,"[310, 334, 159]",34,0.102,7.7459999999999996
176,cv_no176,"[307, 369, 166]",34,0.693,19.954
177,cv_no177,"[186, 374, 187]",34,0.218,5.380999999999999
178,cv_no178,"[235, 400, 326]",34,0.002,0.8340000000000002
179,cv_no179,"[116, 399, 384]",34,0.001,0.06600000000000003
180,cv_no180,"[288, 356, 286]",34,0.184,4.3950000000000005
181,cv_no181,"[285, 336, 50]",34,0.01,0.2450000000000001
182,cv_no182,"[48, 303, 280]",34,0.003,0.11700000000000005
183,cv_no183,"[158, 346, 310]",34,0.201,9.638999999999998
184,cv_no184,"[357, 370, 151]",34,0.012,4.5219999999999985
185,cv_no185,"[160, 391, 317]",34,0.377,13.541000000000004
186,cv_no186,"[329, 357, 150]",34,0.126,6.173999999999999
187,cv_no187,"[50, 336, 277]",34,0.03,0.7430000000000001
188,cv_no188,"[224, 387, 311]",34,0.123,3.721
189,cv_no189,"[291, 319, 246]",34,0.599,14.979000000000001
190,cv_no190,"[333, 344, 263]",34,0.485,12.796999999999999
191,cv_no191,"[145, 344, 333]",34,0.613,15.737000000000002
192,cv_no192,"[167, 369, 308]",34,0.775,22.644999999999996
193,cv_no193,"[265, 392, 289]",34,0.006,0.2850000000000001
194,cv_no194,"[258, 274, 34]",34,0.005,0.5040000000000001
195,cv_no195,"[286, 351, 285]",34,0.181,4.403
196,cv_no196,"[358, 370, 264]",34,0.082,5.683
197,cv_no197,"[267, 359, 354]",34,0.138,3.589
198,cv_no198,"[273, 383, 314]",34,0.194,5.889000000000002
199,cv_no199,"[311, 402, 222]",34,0.022,1.3149999999999997
200,cv_no200,"[304, 365, 270]",34,0.17,4.89
