,no,cv_no,region,temp_I,integ_I
0,cv_no0,"[173, 352, 174]",34,0.196,0.196
1,cv_no1,"[116, 384, 292]",34,0.056,0.056
2,cv_no2,"[290, 328, 147]",34,0.96,0.96
3,cv_no3,"[160, 317, 161]",34,0.372,0.372
4,cv_no4,"[305, 326, 222]",34,1.074,1.074
5,cv_no5,"[127, 368, 17]",34,0.005,0.005
6,cv_no6,"[24, 349, 184]",34,0.001,0.001
7,cv_no7,"[178, 353, 179]",34,0.009,0.009
8,cv_no8,"[272, 386, 335]",34,0.117,0.117
9,cv_no9,"[297, 390, 224]",34,0.201,0.201
10,cv_no10,"[16, 320, 120]",34,0.009,0.009
11,cv_no11,"[168, 350, 169]",34,2.491,2.491
12,cv_no12,"[129, 319, 130]",34,0.003,0.003
13,cv_no13,"[188, 351, 189]",34,0.0,0.0
14,cv_no14,"[283, 306, 46]",34,0.039,0.039
15,cv_no15,"[194, 354, 195]",34,0.003,0.003
16,cv_no16,"[293, 325, 236]",34,0.008,0.008
17,cv_no17,"[192, 355, 193]",34,0.002,0.002
18,cv_no18,"[44, 394, 284]",34,0.054,0.054
19,cv_no19,"[218, 404, 252]",34,1.422,1.422
20,cv_no20,"[303, 362, 176]",34,0.035,0.035
21,cv_no21,"[247, 300, 251]",34,2.093,2.093
22,cv_no22,"[304, 364, 182]",34,0.003,0.003
23,cv_no23,"[181, 365, 304]",34,0.001,0.001
24,cv_no24,"[243, 298, 234]",34,0.008,0.008
25,cv_no25,"[319, 347, 246]",34,0.007,0.007
26,cv_no26,"[31, 372, 1]",34,0.002,0.002
27,cv_no27,"[23, 361, 303]",34,0.048,0.048
28,cv_no28,"[241, 262, 227]",34,0.028,0.028
29,cv_no29,"[146, 333, 290]",34,0.961,0.961
30,cv_no30,"[249, 384, 366]",34,0.189,0.189
31,cv_no31,"[320, 323, 234]",34,0.008,0.008
32,cv_no32,"[167, 308, 22]",34,2.474,2.474
33,cv_no33,"[37, 313, 36]",34,0.356,0.356
34,cv_no34,"[378, 379, 170]",34,1.114,1.114
35,cv_no35,"[244, 348, 324]",34,0.008,0.008
36,cv_no36,"[235, 363, 318]",34,0.317,0.317
37,cv_no37,"[228, 250, 247]",34,2.68,2.68
38,cv_no38,"[131, 332, 132]",34,0.006,0.006
39,cv_no39,"[242, 332, 291]",34,0.011,0.011
40,cv_no40,"[225, 340, 236]",34,0.009,0.009
41,cv_no41,"[244, 395, 257]",34,0.008,0.008
42,cv_no42,"[117, 399, 116]",34,0.006,0.006
43,cv_no43,"[149, 329, 150]",34,0.763,0.763
44,cv_no44,"[126, 348, 127]",34,0.006,0.006
45,cv_no45,"[163, 321, 296]",34,0.24,0.24
46,cv_no46,"[252, 357, 329]",34,0.964,0.964
47,cv_no47,"[123, 325, 124]",34,0.008,0.008
48,cv_no48,"[245, 250, 228]",34,2.673,2.673
49,cv_no49,"[145, 333, 146]",34,0.93,0.93
50,cv_no50,"[238, 239, 28]",34,0.002,0.002
51,cv_no51,"[229, 341, 217]",34,0.718,0.718
52,cv_no52,"[164, 337, 165]",34,0.006,0.006
53,cv_no53,"[150, 357, 151]",34,0.659,0.659
54,cv_no54,"[292, 384, 249]",34,0.084,0.084
55,cv_no55,"[190, 356, 191]",34,0.0,0.0
56,cv_no56,"[291, 332, 131]",34,0.01,0.01
57,cv_no57,"[159, 334, 21]",34,5.441,5.441
58,cv_no58,"[275, 386, 221]",34,0.36,0.36
59,cv_no59,"[234, 373, 225]",34,0.007,0.007
60,cv_no60,"[20, 370, 152]",34,0.863,0.863
61,cv_no61,"[250, 309, 247]",34,2.843,2.843
62,cv_no62,"[162, 321, 163]",34,0.069,0.069
63,cv_no63,"[196, 359, 197]",34,0.003,0.003
64,cv_no64,"[230, 398, 253]",34,1.442,1.442
65,cv_no65,"[313, 363, 235]",34,0.56,0.56
66,cv_no66,"[287, 321, 162]",34,0.411,0.411
67,cv_no67,"[389, 396, 217]",34,1.487,1.487
68,cv_no68,"[348, 368, 127]",34,0.007,0.007
69,cv_no69,"[130, 319, 291]",34,0.009,0.009
70,cv_no70,"[198, 360, 199]",34,0.003,0.003
71,cv_no71,"[261, 334, 245]",34,4.018,4.018
72,cv_no72,"[236, 325, 299]",34,0.008,0.008
73,cv_no73,"[128, 347, 129]",34,0.007,0.007
74,cv_no74,"[125, 324, 126]",34,0.007,0.007
75,cv_no75,"[16, 323, 320]",34,0.01,0.01
76,cv_no76,"[42, 118, 41]",34,0.006,0.006
77,cv_no77,"[40, 41, 119]",34,0.006,0.006
78,cv_no78,"[372, 397, 276]",34,0.006,0.006
79,cv_no79,"[283, 308, 226]",34,1.134,1.134
80,cv_no80,"[246, 347, 257]",34,0.008,0.008
81,cv_no81,"[313, 316, 36]",34,0.121,0.121
82,cv_no82,"[165, 307, 166]",34,0.063,0.063
83,cv_no83,"[45, 272, 44]",34,0.079,0.079
84,cv_no84,"[285, 374, 336]",34,0.0,0.0
85,cv_no85,"[120, 298, 121]",34,0.009,0.009
86,cv_no86,"[225, 243, 234]",34,0.008,0.008
87,cv_no87,"[33, 254, 32]",34,0.04,0.04
88,cv_no88,"[273, 314, 254]",34,0.099,0.099
89,cv_no89,"[156, 309, 157]",34,3.123,3.123
90,cv_no90,"[284, 399, 117]",34,0.053,0.053
91,cv_no91,"[287, 398, 232]",34,0.703,0.703
92,cv_no92,"[221, 297, 275]",34,0.277,0.277
93,cv_no93,"[217, 316, 315]",34,1.111,1.111
94,cv_no94,"[379, 380, 172]",34,0.462,0.462
95,cv_no95,"[216, 367, 340]",34,0.01,0.01
96,cv_no96,"[148, 295, 149]",34,0.815,0.815
97,cv_no97,"[261, 294, 253]",34,2.449,2.449
98,cv_no98,"[217, 341, 316]",34,1.152,1.152
99,cv_no99,"[139, 383, 273]",34,0.189,0.189
100,cv_no100,"[122, 299, 123]",34,0.008,0.008
101,cv_no101,"[284, 394, 335]",34,0.121,0.121
102,cv_no102,"[228, 389, 217]",34,1.438,1.438
103,cv_no103,"[288, 289, 25]",34,0.0,0.0
104,cv_no104,"[244, 293, 236]",34,0.008,0.008
105,cv_no105,"[246, 395, 219]",34,0.009,0.009
106,cv_no106,"[38, 363, 37]",34,0.138,0.138
107,cv_no107,"[227, 262, 242]",34,0.017,0.017
108,cv_no108,"[224, 322, 237]",34,0.067,0.067
109,cv_no109,"[29, 259, 238]",34,0.003,0.003
110,cv_no110,"[132, 302, 133]",34,0.014,0.014
111,cv_no111,"[154, 300, 155]",34,2.081,2.081
112,cv_no112,"[32, 397, 31]",34,0.005,0.005
113,cv_no113,"[283, 403, 306]",34,0.233,0.233
114,cv_no114,"[236, 340, 219]",34,0.009,0.009
115,cv_no115,"[45, 306, 272]",34,0.018,0.018
116,cv_no116,"[224, 311, 297]",34,0.612,0.612
117,cv_no117,"[228, 315, 245]",34,2.413,2.413
118,cv_no118,"[264, 357, 252]",34,1.062,1.062
119,cv_no119,"[30, 372, 233]",34,0.004,0.004
120,cv_no120,"[237, 322, 240]",34,0.17,0.17
121,cv_no121,"[219, 367, 242]",34,0.011,0.011
122,cv_no122,"[136, 342, 314]",34,0.107,0.107
123,cv_no123,"[297, 311, 222]",34,0.707,0.707
124,cv_no124,"[219, 395, 244]",34,0.009,0.009
125,cv_no125,"[36, 316, 35]",34,0.563,0.563
126,cv_no126,"[144, 345, 344]",34,1.066,1.066
127,cv_no127,"[191, 356, 288]",34,0.002,0.002
128,cv_no128,"[316, 341, 35]",34,0.213,0.213
129,cv_no129,"[161, 317, 287]",34,0.943,0.943
130,cv_no130,"[185, 336, 186]",34,0.0,0.0
131,cv_no131,"[218, 396, 389]",34,1.361,1.361
132,cv_no132,"[262, 302, 242]",34,0.019,0.019
133,cv_no133,"[134, 301, 135]",34,0.023,0.023
134,cv_no134,"[158, 310, 159]",34,4.918,4.918
135,cv_no135,"[236, 299, 243]",34,0.008,0.008
136,cv_no136,"[387, 398, 230]",34,0.951,0.951
137,cv_no137,"[232, 387, 224]",34,0.577,0.577
138,cv_no138,"[275, 400, 220]",34,0.497,0.497
139,cv_no139,"[28, 392, 0]",34,0.0,0.0
140,cv_no140,"[318, 366, 220]",34,0.347,0.347
141,cv_no141,"[276, 397, 216]",34,0.007,0.007
142,cv_no142,"[35, 258, 34]",34,0.444,0.444
