,no,cv_no,region,temp_I,integ_I
0,cv_no0,"[173, 352, 174]",34,0.295,2.96
1,cv_no1,"[116, 384, 292]",34,0.001,0.059000000000000004
2,cv_no2,"[290, 328, 147]",34,0.506,2.1100000000000003
3,cv_no3,"[160, 317, 161]",34,0.791,2.561
4,cv_no4,"[305, 326, 222]",34,0.041,1.238
5,cv_no5,"[127, 368, 17]",34,0.376,0.431
6,cv_no6,"[24, 349, 184]",34,0.272,0.28700000000000003
7,cv_no7,"[178, 353, 179]",34,1.356,1.6310000000000002
8,cv_no8,"[272, 386, 335]",34,0.056,0.23199999999999998
9,cv_no9,"[297, 390, 224]",34,0.373,0.985
10,cv_no10,"[16, 320, 120]",34,0.475,0.572
11,cv_no11,"[168, 350, 169]",34,0.008,2.5220000000000002
12,cv_no12,"[129, 319, 130]",34,0.52,0.5750000000000001
13,cv_no13,"[188, 351, 189]",34,0.03,0.033
14,cv_no14,"[283, 306, 46]",34,0.124,0.327
15,cv_no15,"[194, 354, 195]",34,0.01,0.019000000000000003
16,cv_no16,"[293, 325, 236]",34,0.554,0.65
17,cv_no17,"[192, 355, 193]",34,0.002,0.007
18,cv_no18,"[44, 394, 284]",34,0.022,0.10200000000000001
19,cv_no19,"[218, 404, 252]",34,0.208,3.192
20,cv_no20,"[303, 362, 176]",34,0.693,1.5819999999999999
21,cv_no21,"[247, 300, 251]",34,0.598,3.9139999999999997
22,cv_no22,"[304, 364, 182]",34,0.745,0.796
23,cv_no23,"[181, 365, 304]",34,0.968,1.035
24,cv_no24,"[243, 298, 234]",34,0.489,0.581
25,cv_no25,"[319, 347, 246]",34,0.594,0.6739999999999999
26,cv_no26,"[31, 372, 1]",34,0.118,0.142
27,cv_no27,"[23, 361, 303]",34,0.485,1.725
28,cv_no28,"[241, 262, 227]",34,1.5,1.83
29,cv_no29,"[146, 333, 290]",34,0.771,1.9140000000000001
30,cv_no30,"[249, 384, 366]",34,0.009,0.201
31,cv_no31,"[320, 323, 234]",34,0.444,0.531
32,cv_no32,"[167, 308, 22]",34,4.349,12.392
33,cv_no33,"[37, 313, 36]",34,0.014,0.377
34,cv_no34,"[378, 379, 170]",34,0.576,2.823
35,cv_no35,"[244, 348, 324]",34,0.555,0.644
36,cv_no36,"[235, 363, 318]",34,0.0,0.325
37,cv_no37,"[228, 250, 247]",34,0.165,3.217
38,cv_no38,"[131, 332, 132]",34,1.126,1.2209999999999999
39,cv_no39,"[242, 332, 291]",34,0.96,1.087
40,cv_no40,"[225, 340, 236]",34,0.57,0.6719999999999999
41,cv_no41,"[244, 395, 257]",34,0.614,0.709
42,cv_no42,"[117, 399, 116]",34,0.001,0.008
43,cv_no43,"[149, 329, 150]",34,0.227,3.226
44,cv_no44,"[126, 348, 127]",34,0.466,0.538
45,cv_no45,"[163, 321, 296]",34,0.349,0.867
46,cv_no46,"[252, 357, 329]",34,0.017,3.308
47,cv_no47,"[123, 325, 124]",34,0.541,0.634
48,cv_no48,"[245, 250, 228]",34,0.164,3.209
49,cv_no49,"[145, 333, 146]",34,0.787,1.963
50,cv_no50,"[238, 239, 28]",34,0.113,0.134
51,cv_no51,"[229, 341, 217]",34,0.129,1.0619999999999998
52,cv_no52,"[164, 337, 165]",34,1.0,2.182
53,cv_no53,"[150, 357, 151]",34,0.147,4.448
54,cv_no54,"[292, 384, 249]",34,0.004,0.08900000000000001
55,cv_no55,"[190, 356, 191]",34,0.03,0.034
56,cv_no56,"[291, 332, 131]",34,1.183,1.3090000000000002
57,cv_no57,"[159, 334, 21]",34,0.519,6.845
58,cv_no58,"[275, 386, 221]",34,0.143,0.642
59,cv_no59,"[234, 373, 225]",34,0.413,0.493
60,cv_no60,"[20, 370, 152]",34,0.373,5.04
61,cv_no61,"[250, 309, 247]",34,0.503,4.095
62,cv_no62,"[162, 321, 163]",34,0.228,0.39
63,cv_no63,"[196, 359, 197]",34,0.019,0.028999999999999998
64,cv_no64,"[230, 398, 253]",34,0.371,2.512
65,cv_no65,"[313, 363, 235]",34,0.014,0.5980000000000001
66,cv_no66,"[287, 321, 162]",34,0.096,0.586
67,cv_no67,"[389, 396, 217]",34,0.023,2.0130000000000003
68,cv_no68,"[348, 368, 127]",34,0.41,0.476
69,cv_no69,"[130, 319, 291]",34,0.862,0.965
70,cv_no70,"[198, 360, 199]",34,0.095,0.109
71,cv_no71,"[261, 334, 245]",34,0.257,4.707
72,cv_no72,"[236, 325, 299]",34,0.554,0.65
73,cv_no73,"[128, 347, 129]",34,0.381,0.438
74,cv_no74,"[125, 324, 126]",34,0.522,0.606
75,cv_no75,"[16, 323, 320]",34,0.445,0.542
76,cv_no76,"[42, 118, 41]",34,0.003,0.013000000000000001
77,cv_no77,"[40, 41, 119]",34,0.003,0.013000000000000001
78,cv_no78,"[372, 397, 276]",34,0.308,0.373
79,cv_no79,"[283, 308, 226]",34,0.9,3.1759999999999997
80,cv_no80,"[246, 347, 257]",34,0.639,0.728
81,cv_no81,"[313, 316, 36]",34,0.005,0.137
82,cv_no82,"[165, 307, 166]",34,1.531,3.493
83,cv_no83,"[45, 272, 44]",34,0.043,0.16799999999999998
84,cv_no84,"[285, 374, 336]",34,0.045,0.048
85,cv_no85,"[120, 298, 121]",34,0.54,0.641
86,cv_no86,"[225, 243, 234]",34,0.491,0.583
87,cv_no87,"[33, 254, 32]",34,0.39,0.749
88,cv_no88,"[273, 314, 254]",34,0.581,1.423
89,cv_no89,"[156, 309, 157]",34,0.679,4.57
90,cv_no90,"[284, 399, 117]",34,0.01,0.072
91,cv_no91,"[287, 398, 232]",34,0.047,0.87
92,cv_no92,"[221, 297, 275]",34,0.223,0.735
93,cv_no93,"[217, 316, 315]",34,0.032,1.223
94,cv_no94,"[379, 380, 172]",34,0.4,3.114
95,cv_no95,"[216, 367, 340]",34,0.562,0.673
96,cv_no96,"[148, 295, 149]",34,0.34,2.638
97,cv_no97,"[261, 294, 253]",34,0.525,3.8529999999999998
98,cv_no98,"[217, 341, 316]",34,0.054,1.525
99,cv_no99,"[139, 383, 273]",34,0.349,1.514
100,cv_no100,"[122, 299, 123]",34,0.541,0.636
101,cv_no101,"[284, 394, 335]",34,0.037,0.196
102,cv_no102,"[228, 389, 217]",34,0.002,1.8499999999999999
103,cv_no103,"[288, 289, 25]",34,0.03,0.033
104,cv_no104,"[244, 293, 236]",34,0.549,0.642
105,cv_no105,"[246, 395, 219]",34,0.626,0.727
106,cv_no106,"[38, 363, 37]",34,0.004,0.15000000000000002
107,cv_no107,"[227, 262, 242]",34,1.09,1.286
108,cv_no108,"[224, 322, 237]",34,0.615,1.389
109,cv_no109,"[29, 259, 238]",34,0.173,0.205
110,cv_no110,"[132, 302, 133]",34,1.577,1.7229999999999999
111,cv_no111,"[154, 300, 155]",34,0.828,4.224
112,cv_no112,"[32, 397, 31]",34,0.239,0.299
113,cv_no113,"[283, 403, 306]",34,0.465,1.264
114,cv_no114,"[236, 340, 219]",34,0.599,0.707
115,cv_no115,"[45, 306, 272]",34,0.039,0.10500000000000001
116,cv_no116,"[224, 311, 297]",34,0.193,0.95
117,cv_no117,"[228, 315, 245]",34,0.065,2.506
118,cv_no118,"[264, 357, 252]",34,0.029,3.159
119,cv_no119,"[30, 372, 233]",34,0.205,0.247
120,cv_no120,"[237, 322, 240]",34,1.038,2.4589999999999996
121,cv_no121,"[219, 367, 242]",34,0.755,0.887
122,cv_no122,"[136, 342, 314]",34,0.782,1.835
123,cv_no123,"[297, 311, 222]",34,0.086,0.827
124,cv_no124,"[219, 395, 244]",34,0.641,0.748
125,cv_no125,"[36, 316, 35]",34,0.025,0.6569999999999999
126,cv_no126,"[144, 345, 344]",34,0.777,2.0260000000000002
127,cv_no127,"[191, 356, 288]",34,0.035,0.044000000000000004
128,cv_no128,"[316, 341, 35]",34,0.024,0.29000000000000004
129,cv_no129,"[161, 317, 287]",34,0.454,2.261
130,cv_no130,"[185, 336, 186]",34,0.089,0.093
131,cv_no131,"[218, 396, 389]",34,0.012,2.345
132,cv_no132,"[262, 302, 242]",34,1.471,1.701
133,cv_no133,"[134, 301, 135]",34,2.989,3.268
134,cv_no134,"[158, 310, 159]",34,0.24,5.305000000000001
135,cv_no135,"[236, 299, 243]",34,0.541,0.637
136,cv_no136,"[387, 398, 230]",34,0.02,1.144
137,cv_no137,"[232, 387, 224]",34,0.205,0.9239999999999999
138,cv_no138,"[275, 400, 220]",34,0.042,0.56
139,cv_no139,"[28, 392, 0]",34,0.026,0.03
140,cv_no140,"[318, 366, 220]",34,0.027,0.389
141,cv_no141,"[276, 397, 216]",34,0.341,0.42100000000000004
142,cv_no142,"[35, 258, 34]",34,0.069,0.637
143,cv_no143,"[252, 295, 248]",34,0.151,2.472
144,cv_no144,"[254, 342, 312]",34,0.823,1.3719999999999999
145,cv_no145,"[251, 358, 264]",34,0.515,4.103
146,cv_no146,"[29, 238, 28]",34,0.136,0.161
147,cv_no147,"[231, 393, 223]",34,0.11,1.725
148,cv_no148,"[326, 400, 275]",34,0.065,0.621
149,cv_no149,"[183, 382, 24]",34,0.423,0.446
150,cv_no150,"[184, 377, 185]",34,0.165,0.17300000000000001
151,cv_no151,"[169, 378, 170]",34,0.431,2.562
152,cv_no152,"[252, 404, 264]",34,0.166,3.4579999999999997
153,cv_no153,"[189, 371, 190]",34,0.029,0.034
154,cv_no154,"[224, 390, 322]",34,0.447,1.172
155,cv_no155,"[231, 294, 261]",34,0.181,2.2390000000000003
156,cv_no156,"[174, 376, 175]",34,0.312,2.661
157,cv_no157,"[177, 381, 178]",34,1.253,1.7
158,cv_no158,"[193, 385, 194]",34,0.001,0.008
159,cv_no159,"[172, 380, 173]",34,0.327,2.846
160,cv_no160,"[303, 361, 280]",34,0.354,1.9739999999999998
161,cv_no161,"[153, 358, 339]",34,0.898,4.343999999999999
162,cv_no162,"[197, 388, 198]",34,0.018,0.022
163,cv_no163,"[373, 401, 233]",34,0.328,0.392
164,cv_no164,"[187, 375, 188]",34,0.037,0.04
165,cv_no165,"[270, 365, 353]",34,0.82,0.967
166,cv_no166,"[318, 400, 235]",34,0.012,0.5700000000000001
167,cv_no167,"[245, 334, 310]",34,0.216,4.4
168,cv_no168,"[240, 322, 226]",34,0.813,2.075
169,cv_no169,"[156, 338, 309]",34,0.792,4.567
170,cv_no170,"[31, 397, 372]",34,0.001,0.001
171,cv_no171,"[134, 331, 301]",34,2.442,2.758
172,cv_no172,"[324, 348, 126]",34,0.487,0.5589999999999999
173,cv_no173,"[309, 346, 157]",34,0.692,4.852
174,cv_no174,"[232, 321, 287]",34,0.008,0.748
175,cv_no175,"[310, 334, 159]",34,0.115,6.043
176,cv_no176,"[307, 369, 166]",34,1.69,4.196
177,cv_no177,"[186, 374, 187]",34,0.058,0.065
178,cv_no178,"[235, 400, 326]",34,0.004,0.7070000000000001
179,cv_no179,"[116, 399, 384]",34,0.003,0.04000000000000001
180,cv_no180,"[288, 356, 286]",34,0.029,0.034
181,cv_no181,"[285, 336, 50]",34,0.022,0.023
182,cv_no182,"[48, 303, 280]",34,0.013,0.036
183,cv_no183,"[158, 346, 310]",34,0.446,5.372999999999999
184,cv_no184,"[357, 370, 151]",34,0.0,3.9379999999999997
185,cv_no185,"[160, 391, 317]",34,0.975,4.506
186,cv_no186,"[329, 357, 150]",34,0.137,3.163
187,cv_no187,"[50, 336, 277]",34,0.003,0.004
188,cv_no188,"[224, 387, 311]",34,0.296,1.0270000000000001
189,cv_no189,"[291, 319, 246]",34,0.779,0.873
190,cv_no190,"[333, 344, 263]",34,0.681,1.864
191,cv_no191,"[145, 344, 333]",34,0.885,1.9409999999999998
192,cv_no192,"[167, 369, 308]",34,1.901,4.958
193,cv_no193,"[265, 392, 289]",34,0.02,0.023
194,cv_no194,"[258, 274, 34]",34,0.03,0.384
195,cv_no195,"[286, 351, 285]",34,0.026,0.028999999999999998
196,cv_no196,"[358, 370, 264]",34,0.312,3.96
197,cv_no197,"[267, 359, 354]",34,0.038,0.044
198,cv_no198,"[273, 383, 314]",34,0.406,1.6670000000000003
199,cv_no199,"[311, 402, 222]",34,0.045,0.9570000000000001
200,cv_no200,"[304, 365, 270]",34,1.081,1.22
201,cv_no201,"[234, 401, 373]",34,0.388,0.464
202,cv_no202,"[255, 273, 33]",34,0.135,0.501
203,cv_no203,"[281, 350, 282]",34,0.094,2.4939999999999998
204,cv_no204,"[271, 303, 48]",34,0.063,0.146
205,cv_no205,"[233, 401, 259]",34,0.255,0.304
206,cv_no206,"[254, 312, 32]",34,0.259,0.344
207,cv_no207,"[247, 389, 228]",34,0.251,3.0999999999999996
208,cv_no208,"[278, 304, 49]",34,0.005,0.023
209,cv_no209,"[318, 363, 249]",34,0.002,0.328
210,cv_no210,"[271, 362, 303]",34,0.835,1.413
211,cv_no211,"[257, 368, 348]",34,0.518,0.596
212,cv_no212,"[390, 403, 226]",34,0.467,1.064
213,cv_no213,"[278, 364, 304]",34,0.533,0.5640000000000001
214,cv_no214,"[253, 398, 317]",34,0.422,2.749
215,cv_no215,"[128, 368, 347]",34,0.461,0.526
216,cv_no216,"[258, 341, 327]",34,0.132,0.857
217,cv_no217,"[229, 396, 248]",34,0.257,1.915
218,cv_no218,"[33, 273, 254]",34,0.066,0.264
219,cv_no219,"[282, 283, 46]",34,0.307,1.051
220,cv_no220,"[248, 328, 290]",34,0.488,2.142
221,cv_no221,"[317, 391, 253]",34,0.918,4.2620000000000005
222,cv_no222,"[37, 363, 313]",34,0.003,0.081
223,cv_no223,"[239, 392, 28]",34,0.041,0.049
224,cv_no224,"[260, 268, 238]",34,0.187,0.221
225,cv_no225,"[296, 337, 164]",34,0.795,1.755
226,cv_no226,"[133, 331, 134]",34,2.209,2.379
227,cv_no227,"[17, 368, 128]",34,0.263,0.29500000000000004
228,cv_no228,"[339, 358, 251]",34,0.527,3.8360000000000003
229,cv_no229,"[366, 384, 256]",34,0.014,0.14300000000000002
230,cv_no230,"[51, 288, 286]",34,0.007,0.008
231,cv_no231,"[155, 338, 156]",34,0.794,4.369
232,cv_no232,"[258, 327, 274]",34,0.213,1.137
233,cv_no233,"[242, 367, 227]",34,1.051,1.257
234,cv_no234,"[124, 325, 293]",34,0.53,0.617
235,cv_no235,"[276, 373, 233]",34,0.348,0.418
236,cv_no236,"[295, 329, 149]",34,0.262,2.686
237,cv_no237,"[238, 267, 239]",34,0.097,0.114
238,cv_no238,"[245, 310, 250]",34,0.045,4.0809999999999995
239,cv_no239,"[220, 400, 318]",34,0.03,0.394
240,cv_no240,"[251, 404, 218]",34,0.227,3.071
241,cv_no241,"[151, 370, 20]",34,0.245,5.921
242,cv_no242,"[299, 325, 123]",34,0.549,0.647
243,cv_no243,"[152, 370, 358]",34,0.665,4.916
244,cv_no244,"[238, 268, 267]",34,0.088,0.103
245,cv_no245,"[294, 402, 230]",34,0.165,1.93
246,cv_no246,"[175, 361, 23]",34,0.388,2.185
247,cv_no247,"[176, 362, 177]",34,0.972,1.623
248,cv_no248,"[293, 324, 125]",34,0.535,0.626
249,cv_no249,"[182, 364, 183]",34,0.578,0.611
250,cv_no250,"[180, 365, 181]",34,1.377,1.531
251,cv_no251,"[302, 332, 242]",34,1.311,1.462
252,cv_no252,"[322, 390, 226]",34,0.812,2.068
253,cv_no253,"[249, 366, 318]",34,0.012,0.21100000000000002
254,cv_no254,"[315, 393, 245]",34,0.063,2.257
255,cv_no255,"[152, 358, 153]",34,0.69,4.4719999999999995
256,cv_no256,"[289, 392, 266]",34,0.009,0.009999999999999998
257,cv_no257,"[121, 330, 122]",34,0.546,0.643
258,cv_no258,"[153, 339, 154]",34,0.819,4.198
259,cv_no259,"[241, 301, 262]",34,1.499,1.8840000000000001
260,cv_no260,"[147, 328, 148]",34,0.474,2.3040000000000003
261,cv_no261,"[296, 321, 232]",34,0.463,1.105
262,cv_no262,"[223, 393, 315]",34,0.113,2.266
263,cv_no263,"[298, 320, 234]",34,0.44,0.526
264,cv_no264,"[302, 331, 133]",34,2.039,2.253
265,cv_no265,"[154, 339, 300]",34,0.911,4.27
266,cv_no266,"[166, 369, 167]",34,2.62,6.2780000000000005
267,cv_no267,"[230, 402, 311]",34,0.01,1.067
268,cv_no268,"[300, 338, 155]",34,0.885,4.3629999999999995
269,cv_no269,"[235, 326, 305]",34,0.002,0.732
270,cv_no270,"[247, 338, 300]",34,0.501,3.7769999999999997
271,cv_no271,"[144, 344, 145]",34,1.105,2.291
272,cv_no272,"[295, 328, 248]",34,0.244,2.5279999999999996
273,cv_no273,"[137, 383, 138]",34,0.45,1.7919999999999998
274,cv_no274,"[264, 404, 251]",34,0.191,3.296
275,cv_no275,"[51, 289, 288]",34,0.003,0.004
276,cv_no276,"[1, 372, 30]",34,0.08,0.096
277,cv_no277,"[129, 347, 319]",34,0.618,0.694
278,cv_no278,"[309, 338, 247]",34,0.511,3.798
279,cv_no279,"[314, 383, 137]",34,0.564,1.8159999999999998
280,cv_no280,"[218, 389, 247]",34,0.171,2.776
281,cv_no281,"[157, 346, 158]",34,0.53,4.946000000000001
282,cv_no282,"[257, 395, 246]",34,0.594,0.6799999999999999
283,cv_no283,"[315, 316, 223]",34,0.032,1.3670000000000002
284,cv_no284,"[132, 332, 302]",34,1.491,1.6620000000000001
285,cv_no285,"[216, 397, 312]",34,0.496,0.61
286,cv_no286,"[220, 366, 335]",34,0.031,0.252
287,cv_no287,"[122, 330, 299]",34,0.536,0.628
288,cv_no288,"[148, 328, 295]",34,0.418,2.3120000000000003
289,cv_no289,"[257, 348, 244]",34,0.511,0.59
290,cv_no290,"[311, 387, 230]",34,0.032,0.989
291,cv_no291,"[120, 320, 298]",34,0.54,0.642
292,cv_no292,"[248, 396, 218]",34,0.015,2.358
293,cv_no293,"[5, 43, 4]",34,0.391,1.6720000000000002
294,cv_no294,"[6, 7, 39]",34,0.386,1.6230000000000002
295,cv_no295,"[21, 391, 160]",34,2.312,9.141
296,cv_no296,"[165, 337, 307]",34,1.079,2.45
297,cv_no297,"[298, 330, 121]",34,0.567,0.6699999999999999
298,cv_no298,"[250, 346, 309]",34,0.343,4.173
299,cv_no299,"[300, 339, 251]",34,0.569,3.887
300,cv_no300,"[262, 331, 302]",34,1.514,1.728
301,cv_no301,"[267, 269, 239]",34,0.063,0.074
302,cv_no302,"[239, 269, 266]",34,0.029,0.033
