,pt_no,coordinate
900,pt_no900,"[[1.37576864987505], [23.03008046516432], [10.99271525085981]]"
901,pt_no901,"[[5.163362883486559], [27.97059280922822], [9.649184313539987]]"
902,pt_no902,"[[6.477082165110861], [23.35951688738437], [11.4910190160968]]"
903,pt_no903,"[[-4.197643056245862], [-10.5383980825198], [9.226525108605845]]"
904,pt_no904,"[[-8.287637145066636], [-5.221602647885409], [10.1618795343734]]"
905,pt_no905,"[[-8.109298346926435], [-8.156070003289994], [5.713929235254545]]"
906,pt_no906,"[[-8.39674464621497], [-9.815214283216125], [11.27527322419534]]"
907,pt_no907,"[[11.68918938753561], [-24.34104582791716], [-33.13053228125277]]"
908,pt_no908,"[[11.68918938753561], [-24.46055649543746], [-28.88980799133637]]"
909,pt_no909,"[[11.68918938753561], [-19.49324340308534], [-30.1301270189222]]"
910,pt_no910,"[[-8.100784144192717], [-29.10828357699889], [5.075264145856163]]"
911,pt_no911,"[[-2.663375144658978], [-30.84035959419858], [1.904724442028963]]"
912,pt_no912,"[[-7.232381266134686], [-24.7318469899006], [1.241858248253772]]"
913,pt_no913,"[[-4.088504121873283], [-25.86469523168875], [5.171113508012207]]"
914,pt_no914,"[[-24.369787350151], [-13.72206222418679], [-35.78792832527569]]"
915,pt_no915,"[[-25.25905011561942], [-10.4306517952977], [-40.35537940834927]]"
916,pt_no916,"[[-19.32591033865794], [-11.42497383838055], [-39.37435562316349]]"
917,pt_no917,"[[-24.35850619110108], [-15.41299412160473], [-41.28774943060979]]"
918,pt_no918,"[[-23.41026013255284], [9.186072982219958], [-39.46672115135483]]"
919,pt_no919,"[[-23.86683098273881], [11.62117725103758], [-35.22743187961583]]"
920,pt_no920,"[[-21.89721765280296], [8.142378214239141], [-33.26006357087732]]"
921,pt_no921,"[[-25.58126472334494], [6.4604737576181], [8.212873008387696]]"
922,pt_no922,"[[-27.0068061146991], [2.22105627460951], [6.85767741187711]]"
923,pt_no923,"[[-29.70795740832256], [3.455861134485367], [10.46605968174373]]"
924,pt_no924,"[[-28.969016405727], [5.947876026322115], [5.321632837102493]]"
925,pt_no925,"[[-10.8108106124644], [48.00675659691488], [-41.46987298107777]]"
926,pt_no926,"[[-13.3108106124644], [48.00675659691488], [-37.13974596215558]]"
927,pt_no927,"[[-15.8108106124644], [48.00675659691488], [-41.46987298107777]]"
928,pt_no928,"[[-13.25697105957947], [41.36384285844138], [-39.33385972376564]]"
929,pt_no929,"[[-16.38503690466068], [-36.99324340308539], [-42.74199717730343]]"
930,pt_no930,"[[-21.37447350052155], [-32.31155081738191], [-45.79999999999996]]"
931,pt_no931,"[[5.853738892743145], [40.78467208921069], [16.59999999999999]]"
932,pt_no932,"[[-35.49088293792789], [37.78430030080192], [5.799999999999979]]"
933,pt_no933,"[[-36.94261768019406], [38.18322488796899], [0.4730938801385411]]"
934,pt_no934,"[[-15.64749110475698], [-13.0070572048312], [16.59999999999999]]"
935,pt_no935,"[[-14.35186072530831], [-17.14266537395653], [16.59999999999999]]"
936,pt_no936,"[[-11.00696721762279], [-16.14051380808499], [22.24691580265079]]"
937,pt_no937,"[[-30.99030253749705], [3.006756596756002], [-45.79999999999996]]"
938,pt_no938,"[[-3.479869959515277], [15.24629932649264], [-10.05854872894183]]"
939,pt_no939,"[[-8.37191336661164], [13.2730839859475], [-11.32843900472217]]"
940,pt_no940,"[[-5.046326167427438], [14.28430225084057], [-14.12011636317865]]"
941,pt_no941,"[[-48.31081061246439], [8.006756596914677], [-25.0]]"
942,pt_no942,"[[-48.31081061246439], [5.420112602161311], [-20.86804874532573]]"
943,pt_no943,"[[-43.98068359354218], [5.506756596914677], [-24.99999999999993]]"
944,pt_no944,"[[-43.38474485908512], [6.451010984067526], [-19.26800300078029]]"
945,pt_no945,"[[11.68918938753561], [3.300807811433543], [-34.33464139247187]]"
946,pt_no946,"[[11.68918938753561], [-29.77164876499737], [11.82585598710231]]"
947,pt_no947,"[[11.68918938753561], [-33.33298936524079], [12.1397459621556]]"
948,pt_no948,"[[8.028935349691288], [-33.33298936524082], [15.79999999999999]]"
949,pt_no949,"[[5.399144602958565], [-30.62693540414925], [9.341415806292265]]"
950,pt_no950,"[[-27.99797575344517], [5.199723027824387], [-4.200000000000003]]"
951,pt_no951,"[[-29.64976695764755], [8.778441670337354], [-4.200000000000003]]"
952,pt_no952,"[[-31.89905143791301], [5.490002143153902], [-4.200000000000003]]"
953,pt_no953,"[[-27.30242626164572], [7.143791120051464], [-0.1017153544865073]]"
954,pt_no954,"[[-31.89905143791302], [5.490002143153831], [-5.000000000000003]]"
955,pt_no955,"[[-27.99797575344517], [5.199723027824341], [-5.000000000000003]]"
956,pt_no956,"[[-27.30242615860588], [7.143790934918695], [-9.09828464974942]]"
957,pt_no957,"[[-11.0809503718291], [-3.386346065671198], [-24.99999999999994]]"
958,pt_no958,"[[-12.246083538471], [0.5815637685951884], [-24.99999999999994]]"
959,pt_no959,"[[-10.56632933569379], [-0.2620846003276659], [-20.57901184752398]]"
960,pt_no960,"[[-11.08095037182912], [-3.386346065671198], [-4.200000000000006]]"
961,pt_no961,"[[-12.24608353847101], [0.5815637685951955], [-4.200000000000006]]"
962,pt_no962,"[[-10.56632947721573], [-0.2620849713791025], [0.2209882382516755]]"
963,pt_no963,"[[-43.48948260705127], [30.80491704897436], [-25.79999999999992]]"
964,pt_no964,"[[-48.31081061246439], [30.49994574890418], [-30.12619477398983]]"
965,pt_no965,"[[-48.31081061246439], [33.00675659691485], [-25.79999999999997]]"
966,pt_no966,"[[-42.7048371673683], [34.56676231688215], [-31.24031742004665]]"
967,pt_no967,"[[-9.111312188151699], [29.35089239276791], [16.59999999999999]]"
968,pt_no968,"[[-9.359157277099492], [31.90364725376362], [23.22532673447895]]"
969,pt_no969,"[[-48.31081061246439], [1.026620565434968], [11.380928368792]]"
970,pt_no970,"[[-48.31081061246439], [5.06210624355743], [8.441748414959328]]"
971,pt_no971,"[[30.1783953553913], [10.50675659691498], [30.27320330098441]]"
972,pt_no972,"[[8.637774186776596], [8.50505829974039], [44.93492914367324]]"
973,pt_no973,"[[34.11883429769649], [-1.553791541105424], [45.03556081767847]]"
974,pt_no974,"[[-21.26169053388976], [-27.29384015553359], [1.059168057708121]]"
975,pt_no975,"[[-25.08810456483568], [-28.11409816251576], [5.29629658233282]]"
976,pt_no976,"[[-21.97397713450663], [-23.99716651258783], [5.742838361333416]]"
977,pt_no977,"[[-9.771614579619582], [43.17532547431779], [-35.80837462166721]]"
978,pt_no978,"[[-38.77008806950415], [31.50601401223022], [-5.000000000000002]]"
979,pt_no979,"[[-36.95547033308888], [29.86443981531722], [-10.72878344912676]]"
980,pt_no980,"[[11.68918938753561], [19.9551919940062], [-9.226175011124244]]"
981,pt_no981,"[[7.520912613796369], [20.61035798178744], [-5.000000000000008]]"
982,pt_no982,"[[11.68918938753561], [25.34916671036945], [-9.106585791339285]]"
983,pt_no983,"[[5.339524158638493], [23.88110289547139], [-10.5091412343319]]"
984,pt_no984,"[[-0.6794134043201758], [10.50675659691485], [-45.79999999999997]]"
985,pt_no985,"[[-0.6794134043201865], [15.50675659691486], [-45.79999999999997]]"
986,pt_no986,"[[-5.010233279178335], [13.00555653736104], [-45.79999999999997]]"
987,pt_no987,"[[0.7990526453497866], [11.8781625800803], [-40.91498651331406]]"
988,pt_no988,"[[2.244526599363454], [5.928480391571871], [26.02315100657023]]"
989,pt_no989,"[[0.5369533768811667], [12.11497353434008], [33.89388104326971]]"
990,pt_no990,"[[2.108194344037709], [15.92415291441932], [24.6117342387978]]"
991,pt_no991,"[[-3.432077576431626], [41.41422462837868], [-39.32976978073621]]"
992,pt_no992,"[[-6.327774884868958], [36.05580857911072], [-40.58854174177209]]"
993,pt_no993,"[[-8.241910787474685], [38.12524782816396], [-35.68611939170248]]"
994,pt_no994,"[[-8.307607519223769], [43.1770152300218], [-41.03395072297574]]"
995,pt_no995,"[[11.68918938753561], [5.506756596914826], [11.4698729810778]]"
996,pt_no996,"[[11.68918938753561], [5.302562558377602], [7.370425887890272]]"
997,pt_no997,"[[6.420820113078491], [3.724201745796666], [7.339095395069755]]"
998,pt_no998,"[[-14.41776516317774], [1.237155624002303], [-33.59836785791289]]"
999,pt_no999,"[[-18.56490135961297], [-0.07124149994301465], [-33.28170639867231]]"
1000,pt_no1000,"[[-18.26293780887586], [38.1502475537245], [-35.65168116269857]]"
1001,pt_no1001,"[[-23.32484725891066], [35.63289968367614], [-39.47759706594658]]"
1002,pt_no1002,"[[-16.54541665183369], [34.53851032780626], [-40.08761847294962]]"
1003,pt_no1003,"[[-19.94115967076194], [32.88593050438353], [-36.69205061825821]]"
1004,pt_no1004,"[[-36.46689584342685], [40.49616461115295], [-4.200000000000002]]"
1005,pt_no1005,"[[-13.53792002629021], [11.1839596852574], [-18.52849496641863]]"
1006,pt_no1006,"[[-15.0604831154128], [7.632541561472865], [-17.36310101136844]]"
1007,pt_no1007,"[[-17.05428011134588], [11.74670179807655], [-16.35549076085715]]"
1008,pt_no1008,"[[-16.27045363152727], [11.19204444077751], [-21.32901060041214]]"
1009,pt_no1009,"[[-48.31081061246439], [35.40927002214997], [-37.31295308888865]]"
1010,pt_no1010,"[[-48.31081061246439], [30.58592512532147], [-38.72762065479623]]"
1011,pt_no1011,"[[-48.31081061246439], [35.50675659691487], [-41.46987298107778]]"
1012,pt_no1012,"[[-42.28921182314118], [35.89674608215513], [-38.06486467678734]]"
1013,pt_no1013,"[[-11.67945638390008], [39.05988774672398], [21.58277864643764]]"
1014,pt_no1014,"[[-15.82861171292801], [45.07446507593647], [15.79999999999999]]"
1015,pt_no1015,"[[-20.27805900038221], [43.67960170451018], [15.79999999999999]]"
1016,pt_no1016,"[[-20.81081061246439], [48.00675659691488], [11.4698729810778]]"
1017,pt_no1017,"[[-18.61750001452313], [41.47206543147224], [11.48695816299391]]"
1018,pt_no1018,"[[-49.02963856310613], [-24.25632215548428], [16.59999999999999]]"
1019,pt_no1019,"[[-44.49716427626154], [-25.84499366768164], [16.59999999999999]]"
1020,pt_no1020,"[[-47.94922214679733], [-21.72816827188831], [23.87466637420825]]"
1021,pt_no1021,"[[-42.39316554794418], [-27.59143501401635], [21.6047857598402]]"
1022,pt_no1022,"[[-19.60096817946122], [-3.790861675799597], [-31.7685328370246]]"
1023,pt_no1023,"[[-29.96204070207495], [-2.501183381551155], [8.798378576049746]]"
1024,pt_no1024,"[[-30.09961236927302], [0.3786178007550558], [4.166073072014321]]"
1025,pt_no1025,"[[-26.7276518568754], [-3.495670180467475], [6.13566157660536]]"
1026,pt_no1026,"[[-4.217071793153422], [-25.63845506292686], [77.07770681847818]]"
1027,pt_no1027,"[[-12.06680486416941], [-26.6557445788559], [93.06401380601307]]"
1028,pt_no1028,"[[-2.077057458189125], [-11.97653526315359], [-40.11635952391853]]"
1029,pt_no1029,"[[9.335363656263585], [48.00675659691488], [21.03318121565112]]"
1030,pt_no1030,"[[11.68918938753561], [-19.47997453673727], [-41.5132706383192]]"
1031,pt_no1031,"[[11.68918938753561], [-21.99324340308533], [-45.79999999999999]]"
1032,pt_no1032,"[[11.68918938753561], [-24.45237831502146], [-41.49346645067193]]"
1033,pt_no1033,"[[8.404116704383451], [-24.40803699669785], [-45.79999999999997]]"
1034,pt_no1034,"[[-14.53071953043793], [-6.342182677911546], [39.84682806898213]]"
1035,pt_no1035,"[[-24.48837292525965], [1.747395426248896], [36.79280271378965]]"
1036,pt_no1036,"[[-23.16792433347006], [-8.368165478245789], [32.69519906065227]]"
1037,pt_no1037,"[[-8.249078909684243], [-15.91993463605105], [-20.55975609169921]]"
1038,pt_no1038,"[[0.05624012627701802], [-24.86651927111119], [-4.200000000000007]]"
1039,pt_no1039,"[[3.872931276887861], [-25.85139832918289], [-4.200000000000007]]"
1040,pt_no1040,"[[3.13959906591241], [-21.89020889807232], [-4.200000000000007]]"
1041,pt_no1041,"[[0.7308375436127946], [-26.8732977076764], [0.5782107904889333]]"
1042,pt_no1042,"[[-19.34389784212684], [12.53300748940064], [-10.53513549156629]]"
1043,pt_no1043,"[[-20.39124650468634], [11.3233325806174], [-14.19735773462764]]"
1044,pt_no1044,"[[-0.704356167309097], [-14.45004127030744], [-45.79999999999997]]"
1045,pt_no1045,"[[-10.72179284908389], [33.56008304768314], [-30.89259037106511]]"
1046,pt_no1046,"[[-14.11467056196582], [33.73385757642782], [-25.79999999999993]]"
1047,pt_no1047,"[[-16.90993861632538], [31.01307127433448], [-29.86506959488743]]"
1048,pt_no1048,"[[-24.70684373937043], [14.32701569510007], [-40.82520353647992]]"
1049,pt_no1049,"[[-35.32042955576642], [-4.493243403100344], [-45.79999999999995]]"
1050,pt_no1050,"[[-39.65055657462003], [-6.993243403085273], [-45.79999999999995]]"
1051,pt_no1051,"[[-35.32042955569793], [-9.493243403085273], [-45.79999999999995]]"
1052,pt_no1052,"[[-34.33508850485732], [-5.709390387077319], [-40.53074232128944]]"
1053,pt_no1053,"[[-2.380553568906413], [18.32260178530237], [16.59999999999999]]"
1054,pt_no1054,"[[-4.629654477236869], [17.21088540558038], [23.14963091775236]]"
1055,pt_no1055,"[[2.045513706708554], [20.9613625906281], [21.10058740192026]]"
1056,pt_no1056,"[[33.23649044328744], [-41.99324340308512], [71.33640984490567]]"
1057,pt_no1057,"[[51.68918938753571], [-19.04657185763181], [68.24133688600688]]"
1058,pt_no1058,"[[1.636550688417367], [-23.70833427422339], [-14.99999999999997]]"
1059,pt_no1059,"[[-0.3772392999521852], [-27.45845573633946], [-20.01239938638116]]"
1060,pt_no1060,"[[-11.93496822070956], [-26.35732493125875], [-24.99999999999994]]"
1061,pt_no1061,"[[-11.61786993974272], [-28.78713503419179], [-18.67118388712212]]"
1062,pt_no1062,"[[-44.17638666885046], [-19.72492433983896], [15.8]]"
1063,pt_no1063,"[[-40.25759739648272], [-22.35561692913952], [15.8]]"
1064,pt_no1064,"[[-43.89649765027765], [-24.79755242463472], [15.8]]"
1065,pt_no1065,"[[-39.67427154582307], [-19.73539103306123], [11.38077014506119]]"
1066,pt_no1066,"[[-14.70693514085471], [9.74229155338533], [-24.99999999999993]]"
1067,pt_no1067,"[[-13.99986682752147], [8.00675659691509], [-21.23917741901057]]"
1068,pt_no1068,"[[-11.72113713309854], [11.56383237385436], [-24.99999999999993]]"
1069,pt_no1069,"[[-12.61848910930714], [13.28982998455667], [-21.64868436462574]]"
1070,pt_no1070,"[[-3.940168076926108], [23.04053317441186], [2.143588667442539]]"
1071,pt_no1071,"[[1.657126511438343], [23.7797887189209], [5.799129883577623]]"
1072,pt_no1072,"[[1.104427545314572], [23.47424843617075], [0.5194459449639428]]"
1073,pt_no1073,"[[-3.320828276807785], [25.88540796137258], [5.986581388568297]]"
1074,pt_no1074,"[[-13.04430651068298], [-21.2474658784088], [16.59999999999999]]"
1075,pt_no1075,"[[-23.76757746325181], [-11.28058549676383], [-5.000000000000004]]"
1076,pt_no1076,"[[-25.88842727900763], [-8.19096125093117], [-10.45129220896952]]"
1077,pt_no1077,"[[-24.61368734109161], [-7.321915665483019], [-5.000000000000004]]"
1078,pt_no1078,"[[-21.0871294754674], [-8.713967622704576], [-9.838280351716943]]"
1079,pt_no1079,"[[-14.30287792080956], [14.86216234377117], [7.866717076300313]]"
1080,pt_no1080,"[[-14.11314322243889], [9.851312848154034], [6.716211202925349]]"
1081,pt_no1081,"[[-13.53792002629024], [11.18395968525744], [11.16091737226938]]"
1082,pt_no1082,"[[-17.37049813195041], [10.29307983572399], [8.819773451359044]]"
1083,pt_no1083,"[[-16.90760597842634], [36.92427245897402], [-5.000000000000004]]"
1084,pt_no1084,"[[-14.11467056196583], [33.73385757642783], [-5.000000000000005]]"
1085,pt_no1085,"[[-18.56690970243548], [35.11240102326276], [-10.30695589991029]]"
1086,pt_no1086,"[[-13.50299458359774], [36.63587625319443], [-9.980674480368044]]"
1087,pt_no1087,"[[-9.192296628903051], [39.75068389210883], [-45.79999999999996]]"
1088,pt_no1088,"[[-5.320429555697805], [38.00675659691482], [-45.79999999999997]]"
1089,pt_no1089,"[[-5.81081061246439], [48.00675659691488], [-20.66987298107773]]"
1090,pt_no1090,"[[-5.952892684792534], [43.78755764852301], [-24.99999999999993]]"
1091,pt_no1091,"[[-3.310810612464394], [48.00675659691488], [-24.99999999999993]]"
1092,pt_no1092,"[[-0.8143417535317923], [48.00675659691488], [-20.70583191085241]]"
1093,pt_no1093,"[[-39.4699395730614], [-27.81891143734458], [-4.200000000000002]]"
1094,pt_no1094,"[[-44.08103720827482], [-24.63438743279828], [-4.200000000000001]]"
1095,pt_no1095,"[[-44.08406767471422], [-29.48062944478293], [-4.200000000000001]]"
1096,pt_no1096,"[[-42.09063993050641], [-23.77619903600269], [1.524124073777415]]"
1097,pt_no1097,"[[2.172233635919749], [-0.4796276129238208], [-4.200000000000007]]"
1098,pt_no1098,"[[6.723285148756617], [0.291910474410308], [-4.200000000000008]]"
1099,pt_no1099,"[[2.207605452066235], [-2.956856035577156], [-0.1763404108775428]]"
1100,pt_no1100,"[[-48.31081061246439], [-28.47036378899466], [-12.98352799182378]]"
1101,pt_no1101,"[[-25.55076529749829], [36.37435835716045], [-15.19480082049184]]"
1102,pt_no1102,"[[3.5473096909807], [43.40081438393229], [-45.79999999999997]]"
1103,pt_no1103,"[[-1.301191669231027], [40.50675659691482], [-45.79999999999997]]"
1104,pt_no1104,"[[3.065148128338308], [37.96815572224445], [-45.79999999999997]]"
1105,pt_no1105,"[[-5.059519171664754], [-10.01348692902281], [-18.79500782998685]]"
1106,pt_no1106,"[[-34.842039016119], [-8.539244775339418], [-18.50144583604727]]"
1107,pt_no1107,"[[-33.37762065940701], [-4.97993028583884], [-15.271050447811]]"
1108,pt_no1108,"[[3.909658127194227], [-4.490096864257687], [3.785175369448701]]"
1109,pt_no1109,"[[-18.31081061246439], [-36.99324340308519], [7.386910810842393]]"
1110,pt_no1110,"[[-18.01237983346582], [-30.07141267756292], [4.931453755510478]]"
1111,pt_no1111,"[[-19.97747727913106], [-36.99324340308519], [3.409034754833047]]"
1112,pt_no1112,"[[-8.75140465422854], [-0.7513341815662571], [-24.99999999999994]]"
1113,pt_no1113,"[[-6.466067038224534], [-3.638571785373173], [-24.99999999999994]]"
1114,pt_no1114,"[[-5.339252986533072], [0.6036497652183002], [-24.99999999999994]]"
1115,pt_no1115,"[[-3.805266917135067], [-3.069642734534782], [-21.06952626440948]]"
1116,pt_no1116,"[[2.627007379280698], [13.59816202230368], [-5.000000000000007]]"
1117,pt_no1117,"[[-1.491318887747244], [10.5680542403827], [-5.000000000000007]]"
1118,pt_no1118,"[[-1.728011210956826], [14.36291692253647], [-5.000000000000007]]"
1119,pt_no1119,"[[-48.31081061246439], [15.50675659691487], [0.13012701892215]]"
1120,pt_no1120,"[[-44.2403246131816], [10.75613491604692], [-4.200000000000001]]"
1121,pt_no1121,"[[-48.31081061246439], [13.00675659691487], [-4.200000000000004]]"
1122,pt_no1122,"[[-44.12104564961862], [15.73069011274898], [-4.200000000000001]]"
1123,pt_no1123,"[[-27.94184596828555], [-10.18384043183154], [15.79999999999999]]"
1124,pt_no1124,"[[-30.86153019907585], [-6.648185507081383], [11.2969085820746]]"
1125,pt_no1125,"[[-25.06407287795897], [-6.83726537726038], [16.59999999999999]]"
1126,pt_no1126,"[[-20.74554930591428], [-8.101456558562333], [16.59999999999999]]"
1127,pt_no1127,"[[-21.42656282542641], [-4.613308251158522], [16.59999999999999]]"
1128,pt_no1128,"[[-1.968024524394583], [-1.33396864049385], [-24.99999999999994]]"
1129,pt_no1129,"[[-1.304944690798977], [-0.4431161636852075], [-18.15575997080602]]"
1130,pt_no1130,"[[-1.374302335224925], [2.257638410056884], [-24.99999999999994]]"
1131,pt_no1131,"[[-3.814365788753995], [2.384308236786251], [-21.06397060266171]]"
1132,pt_no1132,"[[-7.343886524002631], [-28.50236233423878], [-25.79999999999994]]"
1133,pt_no1133,"[[-2.778870018187868], [-28.53006736522669], [-25.79999999999994]]"
1134,pt_no1134,"[[-6.223036636518409], [-25.27991311724164], [-31.09902616823089]]"
1135,pt_no1135,"[[7.393025702162081], [-9.628283557464101], [16.59999999999999]]"
1136,pt_no1136,"[[8.565022449625808], [-13.86322776704855], [16.59999999999999]]"
1137,pt_no1137,"[[-48.31081061246439], [25.50675659691488], [-12.00961894323337]]"
1138,pt_no1138,"[[-48.31081061246439], [23.00675659691481], [-16.55160154674426]]"
1139,pt_no1139,"[[-5.851351811652343], [-36.99324340308519], [11.62702140212881]]"
1140,pt_no1140,"[[-5.70781012876963], [-32.85889170196411], [15.79999999999999]]"
1141,pt_no1141,"[[-3.336539837541659], [-30.57204219221952], [9.488373269306852]]"
1142,pt_no1142,"[[-8.560030547236638], [-32.17284246790713], [10.08923141089121]]"
1143,pt_no1143,"[[-8.69074623182627], [-17.88423217762729], [-39.41852057096082]]"
1144,pt_no1144,"[[-1.322268856364552], [6.3784760079322], [-24.99999999999994]]"
1145,pt_no1145,"[[-1.491318887747244], [10.56805424038262], [-24.99999999999993]]"
1146,pt_no1146,"[[-5.030077089871956], [8.383681013330573], [-24.99999999999993]]"
1147,pt_no1147,"[[-48.31081061246439], [-26.8596209993848], [-37.76045651627928]]"
1148,pt_no1148,"[[-48.31081061246439], [-28.77318354071764], [-33.82618677290882]]"
1149,pt_no1149,"[[-48.31081061246439], [-32.42022434138633], [-38.06935101550105]]"
1150,pt_no1150,"[[-65.65706015500228], [-41.99324340308511], [40.38975107314407]]"
1151,pt_no1151,"[[-41.48172314462214], [2.699817236190157], [-24.99999999999993]]"
1152,pt_no1152,"[[-38.16876552365559], [5.734915800833559], [-20.93481258728711]]"
1153,pt_no1153,"[[-39.72548689204356], [5.803048359591116], [-24.99999999999993]]"
1154,pt_no1154,"[[-19.33892527754453], [-28.67646475324614], [15.79999999999999]]"
1155,pt_no1155,"[[-16.21593050692849], [-25.09009334081033], [15.79999999999999]]"
1156,pt_no1156,"[[-14.97788241652641], [-29.31984812857428], [15.79999999999999]]"
1157,pt_no1157,"[[-15.24236657731122], [-24.63187857553137], [10.77924220774625]]"
1158,pt_no1158,"[[-5.030077089871927], [8.38368101333053], [-4.200000000000006]]"
1159,pt_no1159,"[[-1.322268856364531], [6.378476007932086], [-4.200000000000007]]"
1160,pt_no1160,"[[-1.491318887747209], [10.56805424038252], [-4.200000000000007]]"
1161,pt_no1161,"[[2.11228873622354], [0.7982340615184145], [35.00606069121459]]"
1162,pt_no1162,"[[-0.7500336207871426], [-5.563634791425557], [26.20390476184875]]"
1163,pt_no1163,"[[6.653796241794865], [-1.897386802473806], [24.20394658017589]]"
1164,pt_no1164,"[[1.631900920623391], [-4.399350051054981], [16.59999999999999]]"
1165,pt_no1165,"[[-33.74432971364468], [13.74443143467639], [5.800000000000003]]"
1166,pt_no1166,"[[-30.51658307065382], [9.061963838206605], [2.375604809494387]]"
1167,pt_no1167,"[[-33.33682615265916], [13.12317592065407], [0.5988363647661252]]"
1168,pt_no1168,"[[-29.15004448004209], [13.09777025802794], [4.579928184582096]]"
1169,pt_no1169,"[[-35.59164554994435], [-0.1480207281132586], [9.819964781512422]]"
1170,pt_no1170,"[[-25.96918650614179], [19.42764984867343], [-24.99999999999993]]"
1171,pt_no1171,"[[-23.84774716528429], [16.22880704363531], [-20.13441925255017]]"
1172,pt_no1172,"[[-22.41062482693189], [17.04992972546111], [-24.99999999999993]]"
1173,pt_no1173,"[[-24.26944969631264], [21.30555261277462], [-20.43567574050304]]"
1174,pt_no1174,"[[-48.31081061246439], [10.50675659691486], [0.1301270189221873]]"
1175,pt_no1175,"[[-21.80830326833944], [29.15718450689518], [-30.00148734956428]]"
1176,pt_no1176,"[[-22.80713387957462], [24.81974506550056], [-31.91585542652578]]"
1177,pt_no1177,"[[-21.34260821582375], [-19.73213013765021], [-25.79999999999994]]"
1178,pt_no1178,"[[-17.2610332078652], [-20.71211876838177], [-25.79999999999994]]"
1179,pt_no1179,"[[-20.37924853270567], [-24.18544318920677], [-25.79999999999994]]"
1180,pt_no1180,"[[-19.3511935669113], [-24.44159810653178], [-31.01237315335596]]"
1181,pt_no1181,"[[-33.19290295068551], [-20.73729753421105], [-24.99999999999994]]"
1182,pt_no1182,"[[-5.494858614118019], [-8.84095621159157], [67.95095123914146]]"
1183,pt_no1183,"[[-6.486871613501277], [18.0225947888859], [-35.56599958033517]]"
1184,pt_no1184,"[[-6.486871613501277], [18.0225947888859], [-30.39720947105195]]"
1185,pt_no1185,"[[-10.87125353033055], [21.5753471926663], [-32.09655567600535]]"
1186,pt_no1186,"[[-11.16734065683069], [18.03133242501177], [-35.16566417646727]]"
1187,pt_no1187,"[[-23.58510107463704], [27.52429068340816], [-5.000000000000004]]"
1188,pt_no1188,"[[-26.62553824545213], [30.71324601769124], [-5.000000000000004]]"
1189,pt_no1189,"[[-22.39515984526538], [31.74885876967024], [-5.000000000000004]]"
1190,pt_no1190,"[[-25.87214802274707], [28.0100214325369], [-9.818512611997765]]"
1191,pt_no1191,"[[0.2341427771089002], [-36.99324340308519], [8.042424280847081]]"
1192,pt_no1192,"[[-3.626596739770356], [-36.99324340308519], [7.75626841231346]]"
1193,pt_no1193,"[[1.048180283735252], [-32.46434998294129], [11.11476218996301]]"
1194,pt_no1194,"[[-25.47557027069081], [15.92921563603963], [15.79999999999999]]"
1195,pt_no1195,"[[-25.96918650614187], [19.42764984867335], [15.79999999999999]]"
1196,pt_no1196,"[[-23.8477470881546], [16.22880683269966], [10.93441932722789]]"
1197,pt_no1197,"[[-28.49299443738691], [16.79189830119441], [11.20144115082965]]"
1198,pt_no1198,"[[-21.69280814230071], [20.70431881473706], [-4.200000000000004]]"
1199,pt_no1199,"[[-25.96914517231609], [19.42762757287189], [-4.200000000000004]]"
1200,pt_no1200,"[[11.68918938753561], [-29.47205655668114], [-9.233860225279184]]"
1201,pt_no1201,"[[11.68918938753561], [-27.01983331562815], [-13.06284580546276]]"
1202,pt_no1202,"[[-12.69669243959829], [26.46265974918467], [6.556616428816316]]"
1203,pt_no1203,"[[-14.15046032530788], [27.84574645858013], [1.979482921835721]]"
1204,pt_no1204,"[[-17.69124181767485], [27.452397830658], [5.342661323364874]]"
1205,pt_no1205,"[[-11.34814376388268], [-31.39665396408999], [-32.66541000027794]]"
1206,pt_no1206,"[[-18.31081061246439], [-31.56133360093089], [-31.43044922662784]]"
1207,pt_no1207,"[[-14.51362981646151], [-26.08444239329934], [-32.49236837428071]]"
1208,pt_no1208,"[[-15.4905379466726], [-32.34889438224543], [-35.89096725822303]]"
1209,pt_no1209,"[[-36.4783679655166], [-1.461933105424336], [-25.79999999999993]]"
1210,pt_no1210,"[[-38.06988048696623], [2.343545874448335], [-25.79999999999993]]"
1211,pt_no1211,"[[-34.19542401988728], [2.113975243400567], [-25.79999999999993]]"
1212,pt_no1212,"[[-34.81825434039007], [-0.005091953101965752], [-31.27147306919598]]"
1213,pt_no1213,"[[-20.62600827650092], [33.53732317622901], [-31.70219673728324]]"
1214,pt_no1214,"[[-18.26298382666605], [32.67441086534684], [-25.79999999999993]]"
1215,pt_no1215,"[[-60.08126079262541], [20.36018519757222], [77.75184573368585]]"
1216,pt_no1216,"[[-45.62037820396708], [-7.356873496800917], [73.18330122934839]]"
1217,pt_no1217,"[[-3.889571252659017], [23.46511657154155], [-18.29090556228432]]"
1218,pt_no1218,"[[2.00049040693429], [25.16202428859497], [-15.17825681983863]]"
1219,pt_no1219,"[[1.136578473225705], [23.43698077849087], [-20.19479394413622]]"
1220,pt_no1220,"[[-2.997644493671753], [26.84374369973782], [-15.11839437802148]]"
1221,pt_no1221,"[[2.921323026903146], [3.967978574044853], [-4.200000000000007]]"
1222,pt_no1222,"[[11.68918938753561], [17.77993122685476], [-16.50601291471678]]"
