,0
2547,3075
2548,2988
2549,4885
2550,3860
2551,4574
2552,3325
2553,805
2554,2327
2555,2761
2556,3853
2557,3829
2558,3831
2559,2348
2560,654
2561,301
2562,302
2563,4529
2564,4556
2565,4547
2566,4544
2567,3324
2568,1100
2569,4744
2570,865
2571,3677
2572,4075
2573,3453
2574,4308
2575,4449
2576,1269
2577,797
2578,3826
2579,798
2580,1802
2581,799
2582,3508
2583,1297
2584,2825
2585,3515
2586,4090
2587,1925
2588,1172
2589,3510
2590,3509
2591,3517
2592,844
2593,3477
2594,957
2595,4191
2596,4625
2597,507
2598,4045
2599,2227
2600,943
2601,1678
2602,4117
2603,592
2604,842
2605,1090
2606,2968
2607,1953
2608,3810
2609,4130
2610,3132
2611,1742
2612,4367
2613,2405
2614,2986
2615,4237
2616,2456
2617,4069
2618,3104
2619,4430
2620,3781
2621,2418
2622,4668
2623,2482
2624,1683
2625,562
2626,2457
2627,4003
2628,4017
2629,4121
2630,2455
2631,3805
2632,4181
2633,1572
2634,2318
2635,1997
2636,2106
2637,1995
2638,1996
2639,2483
2640,3497
2641,4245
2642,2105
2643,2720
2644,3414
2645,3601
2646,4005
2647,3857
2648,280
2649,1442
2650,2194
2651,1181
2652,28
2653,3813
2654,3478
2655,1068
2656,4008
2657,3603
2658,2641
2659,1768
2660,2555
2661,1676
2662,4235
2663,4223
2664,3232
2665,2388
2666,1743
2667,2406
2668,3981
2669,2262
2670,4125
2671,2708
2672,2263
2673,1337
2674,747
2675,2844
2676,2845
2677,4375
2678,1886
2679,1146
2680,1144
2681,1145
2682,4371
2683,2553
2684,734
2685,2573
2686,2597
2687,2722
2688,1226
2689,3505
2690,4999
2691,112
2692,1130
2693,820
2694,818
2695,561
2696,3790
2697,1385
2698,3231
2699,3747
2700,4416
2701,2983
2702,1060
2703,533
2704,1675
2705,2721
2706,2744
2707,3183
2708,304
2709,3791
2710,4975
2711,3252
2712,3101
2713,3512
2714,2743
2715,5065
2716,819
2717,1992
2718,2099
2719,4070
2720,2998
2721,3965
2722,4446
2723,2100
2724,1550
2725,2154
2726,4238
2727,3224
2728,595
2729,1296
2730,1710
2731,2599
2732,1784
2733,4007
2734,1225
2735,3600
2736,509
2737,3546
2738,1441
2739,2984
2740,749
2741,1681
2742,4460
2743,958
2744,1113
2745,2448
2746,1170
2747,3097
2748,2032
2749,2783
2750,3226
2751,1271
2752,560
2753,3259
2754,1613
2755,2107
2756,4006
2757,2274
2758,3289
2759,282
2760,306
2761,5069
2762,1387
2763,4412
2764,4120
2765,29
2766,4368
2767,1767
2768,4046
2769,1114
2770,1744
2771,3309
2772,733
2773,3859
2774,4707
2775,2408
2776,2226
2777,5058
2778,2321
2779,2378
2780,1924
2781,3513
2782,2657
2783,531
2784,4284
2785,4966
2786,1612
2787,3699
2788,3476
2789,2643
2790,305
2791,2642
2792,1614
2793,1270
2794,281
2795,735
2796,1789
2797,1923
2798,3358
2799,1573
2800,4341
2801,4976
2802,1429
2803,1549
2804,4148
2805,30
2806,2724
2807,4137
2808,3395
2809,1153
2810,4337
2811,2725
2812,4267
2813,3458
2814,1774
2815,1112
2816,4285
2817,3789
2818,2084
2819,3287
2820,3496
2821,3870
2822,4333
2823,1128
2824,4016
2825,3945
2826,4542
2827,4546
2828,666
2829,3178
2830,2966
2831,3506
2832,4246
2833,3415
2834,3602
2835,2824
2836,1298
2837,1151
2838,3491
2839,3084
2840,2506
2841,2419
2842,4960
2843,4990
2844,2268
2845,891
2846,44
2847,4287
2848,3751
2849,4179
2850,3969
2851,4178
2852,1880
2853,5001
2854,3970
2855,2339
2856,2446
2857,1343
2858,4177
2859,4233
2860,2338
2861,2340
2862,5070
2863,3543
2864,3676
2865,3665
2866,1660
2867,2868
2868,1670
2869,4954
2870,4061
2871,4039
2872,3339
2873,3695
2874,4248
2875,525
2876,3065
2877,3675
2878,1528
2879,3332
2880,3995
2881,2866
2882,3989
2883,3426
2884,4040
2885,4041
2886,2867
2887,2034
2888,3694
2889,2195
2890,2730
2891,493
2892,1214
2893,2360
2894,2907
2895,4100
2896,2906
2897,1894
2898,3043
2899,3221
2900,3222
2901,3920
2902,760
2903,1362
2904,2805
2905,2319
2906,2804
2907,4313
2908,1046
2909,3394
2910,3958
2911,2320
2912,1211
2913,3111
2914,2758
2915,2775
2916,3233
2917,3234
2918,435
2919,4314
2920,1778
2921,4360
2922,3016
2923,3832
2924,4428
2925,1351
2926,1530
2927,1529
2928,3334
2929,3044
2930,4434
2931,2699
2932,3727
2933,1794
2934,1838
2935,2690
2936,3990
2937,2895
2938,2896
2939,4129
2940,2897
2941,3528
2942,1895
2943,2347
2944,2434
2945,2332
2946,2074
2947,3834
2948,3833
2949,3495
2950,2449
2951,3487
2952,3780
2953,3109
2954,3759
2955,1590
2956,1209
2957,2264
2958,2076
2959,3630
2960,1777
2961,3433
2962,3866
2963,422
2964,2736
2965,1708
2966,4397
2967,262
2968,4493
2969,3673
2970,2511
2971,1350
2972,3766
2973,2033
2974,1210
2975,3005
2976,3529
2977,1817
2978,1837
2979,491
2980,2351
2981,2331
2982,2307
2983,3006
2984,2861
2985,3578
2986,2267
2987,4198
2988,1132
2989,245
2990,3356
2991,492
2992,5054
2993,523
2994,2265
2995,524
2996,2667
2997,3590
2998,3682
2999,2359
3000,3494
3001,4482
3002,2776
3003,4210
3004,2982
3005,1756
3006,1757
3007,769
3008,480
3009,793
3010,2975
3011,4116
3012,239
3013,248
3014,963
3015,1344
3016,2389
3017,1671
3018,1812
3019,2665
3020,2062
3021,2734
3022,1395
3023,1394
3024,1707
3025,2777
3026,2939
3027,4286
3028,1177
3029,1978
3030,1896
3031,1839
3032,3615
3033,1579
3034,4209
3035,1539
3036,3333
3037,3666
3038,768
3039,1345
3040,4161
3041,746
3042,4782
3043,4218
3044,3205
3045,1669
3046,3572
3047,1793
3048,3417
3049,2066
3050,2470
3051,1727
3052,1178
3053,1538
3054,1133
3055,1776
3056,2035
3057,4390
3058,3667
3059,1661
3060,3869
3061,2078
3062,2061
3063,1179
3064,3108
3065,1977
3066,4859
3067,4676
3068,1858
3069,46
3070,5056
3071,1993
3072,4437
3073,2450
3074,4361
3075,5008
3076,4047
3077,3588
3078,263
3079,2266
3080,4192
3081,3760
3082,1706
3083,2436
3084,1758
3085,2079
3086,4194
3087,4212
3088,4429
3089,3654
3090,2306
3091,2064
3092,249
3093,1874
3094,3893
3095,4566
3096,4501
3097,1642
3098,2820
3099,3905
3100,2063
3101,3683
3102,3629
3103,2077
3104,482
3105,2390
3106,4486
3107,1816
3108,3616
3109,2445
3110,261
3111,1383
3112,3649
3113,925
3114,437
3115,2137
3116,4232
3117,3729
3118,1850
3119,1556
3120,4661
3121,1559
3122,1382
3123,121
3124,2139
3125,2070
3126,4418
3127,927
3128,926
3129,3763
3130,377
3131,1724
3132,3648
3133,3650
3134,4138
3135,4231
3136,4406
3137,4929
3138,119
3139,120
3140,3141
3141,3210
3142,2823
3143,1591
3144,1635
3145,2069
3146,4230
3147,4211
3148,2138
3149,246
3150,244
3151,5016
3152,4027
3153,4565
3154,1497
3155,4514
3156,1589
3157,3140
3158,39
3159,3897
3160,3130
3161,2976
3162,3628
3163,909
3164,3843
3165,632
3166,4084
3167,3647
3168,3275
3169,1032
3170,1534
3171,1905
3172,1849
3173,1377
3174,38
3175,291
3176,1852
3177,3661
3178,2889
3179,2888
3180,1851
3181,1030
3182,1632
3183,2839
3184,907
3185,4082
3186,4351
3187,814
3188,3779
3189,3274
3190,3273
3191,3985
3192,2358
3193,763
3194,945
3195,1733
3196,4113
3197,2981
3198,3850
3199,2695
3200,630
3201,813
3202,1533
3203,3213
3204,12
3205,1667
3206,292
3207,3131
3208,4250
3209,3916
3210,2974
3211,812
3212,4062
3213,908
3214,1302
3215,3627
3216,4444
3217,4065
3218,14
3219,1375
3220,1641
3221,3898
3222,3293
3223,4275
3224,5068
3225,1734
3226,3846
3227,2497
3228,1791
3229,890
3230,1266
3231,520
3232,3432
3233,1376
3234,4415
3235,601
3236,2930
3237,2931
3238,1972
3239,692
3240,3119
3241,1974
3242,1973
3243,2209
3244,2210
3245,893
3246,1990
3247,5060
3248,5057
3249,2153
3250,3473
3251,3655
3252,3705
3253,2851
3254,4453
3255,2850
3256,3445
3257,745
3258,600
3259,1792
3260,3706
3261,2827
3262,4968
3263,3980
3264,519
3265,3909
3266,691
3267,1536
3268,13
3269,3968
3270,4504
3271,602
3272,929
3273,4984
3274,1797
3275,1011
3276,2409
3277,2666
3278,1929
3279,2806
3280,1883
3281,4153
3282,3451
3283,4349
3284,2196
3285,3569
3286,3592
3287,4888
3288,4174
3289,964
3290,1819
3291,4187
3292,1820
3293,3485
3294,1010
3295,3160
3296,5062
3297,3159
3298,54
3299,1629
3300,3143
3301,4346
3302,3350
3303,1147
3304,3785
3305,2301
3306,3308
3307,886
3308,419
3309,417
3310,4152
3311,1881
3312,52
3313,1149
3314,1498
3315,2097
3316,3161
3317,504
3318,1930
3319,4320
3320,2548
3321,3553
3322,1511
3323,1009
3324,505
3325,1628
3326,3568
3327,3952
3328,2997
3329,4343
3330,3413
3331,4357
3332,53
3333,2745
3334,1496
3335,4568
3336,2547
3337,4503
3338,4173
3339,1148
3340,3966
3341,2965
3342,4481
3343,3484
3344,1703
3345,2693
3346,4093
3347,1248
3348,930
3349,2926
3350,110
3351,3311
3352,3663
3353,3741
3354,1265
3355,3716
3356,2588
3357,106
3358,4282
3359,2401
3360,1510
3361,1722
3362,2500
3363,2600
3364,3100
3365,615
3366,198
3367,3562
3368,4451
3369,4431
3370,4170
3371,3472
3372,2135
3373,2232
3374,4338
3375,4309
3376,4304
3377,4305
3378,4303
3379,1553
3380,1554
3381,577
3382,4151
3383,3390
3384,1433
3385,1434
3386,2787
3387,2786
3388,2089
3389,4427
3390,2233
3391,4358
3392,2354
3393,4298
3394,5005
3395,2518
3396,2090
3397,877
3398,4226
3399,834
3400,4176
3401,2648
3402,578
3403,2576
3404,2646
3405,2647
3406,3819
3407,1490
3408,4344
3409,2129
3410,566
3411,4215
3412,835
3413,836
3414,203
3415,2799
3416,876
3417,3954
3418,4201
3419,564
3420,1051
3421,3596
3422,4340
3423,1044
3424,513
3425,512
3426,511
3427,4364
3428,2356
3429,2355
3430,985
3431,986
3432,984
3433,3855
3434,2372
3435,4200
3436,4199
3437,2298
3438,4423
3439,3595
3440,2222
3441,105
3442,2800
3443,3514
3444,104
3445,2755
3446,4455
3447,2704
3448,777
3449,2925
3450,2469
3451,1301
3452,1831
3453,4085
3454,3917
3455,2048
3456,3310
3457,199
3458,4144
3459,3122
3460,4257
3461,3121
3462,489
3463,3193
3464,3948
3465,3192
3466,3312
3467,3315
3468,4483
3469,1668
3470,3899
3471,2557
3472,201
3473,4473
3474,579
3475,3112
3476,937
3477,1557
3478,3930
3479,2353
3480,1104
3481,2299
3482,1103
3483,1102
3484,1488
3485,1489
3486,3022
3487,2373
3488,2970
3489,3623
3490,3825
3491,4283
3492,784
3493,783
3494,1250
3495,2244
3496,3195
3497,2574
3498,3765
3499,3023
3500,4091
3501,5049
3502,109
3503,2575
3504,4297
3505,4855
3506,2703
3507,2702
3508,3113
3509,1050
3510,2422
3511,2291
3512,4217
3513,565
3514,108
3515,875
3516,487
3517,2091
3518,2923
3519,775
3520,1049
3521,776
3522,488
3523,2499
3524,202
3525,3347
3526,36
3527,2289
3528,3764
3529,2050
3530,1088
3531,3967
3532,3868
3533,3483
3534,3928
3535,3042
3536,3918
3537,2049
3538,1892
3539,1704
3540,4436
3541,3659
3542,2556
3543,1249
3544,3719
3545,1087
3546,1981
3547,3410
3548,1033
3549,3730
3550,4035
3551,2952
3552,3977
3553,3316
3554,1535
3555,2501
3556,4704
3557,1329
3558,2754
3559,4348
3560,2956
3561,3503
3562,3593
3563,393
3564,2151
3565,502
3566,2537
3567,455
3568,1616
3569,84
3570,2433
3571,1161
3572,2715
3573,391
3574,2415
3575,3450
3576,1621
3577,1610
3578,2663
3579,1036
3580,1769
3581,1458
3582,1318
3583,1560
3584,497
3585,3212
3586,4295
3587,4294
3588,4236
3589,4244
3590,4224
3591,4024
3592,1666
3593,3153
3594,4114
3595,4249
3596,1987
3597,3106
3598,726
3599,1391
3600,1459
3601,869
3602,1599
3603,85
3604,457
3605,827
3606,2324
3607,385
3608,2726
3609,4183
3610,756
3611,1938
3612,284
3613,1525
3614,2218
3615,2395
3616,445
3617,672
3618,1325
3619,1165
3620,2680
3621,2710
3622,172
3623,70
3624,240
3625,1284
3626,182
3627,1233
3628,1991
3629,93
3630,1183
3631,1231
3632,554
3633,729
3634,914
3635,2215
3636,186
3637,399
3638,328
3639,932
3640,462
3641,1347
3642,541
3643,2007
3644,364
3645,879
3646,3646
3647,4387
3648,1546
3649,3883
3650,156
3651,4197
3652,1218
3653,1071
3654,2860
3655,1962
3656,150
3657,1718
3658,3019
3659,1000
3660,1647
3661,2595
3662,1058
3663,1713
3664,1663
3665,78
3666,229
3667,392
3668,1079
3669,2816
3670,2326
3671,921
3672,1281
3673,475
3674,9
3675,1523
3676,3257
3677,1252
3678,2541
3679,2323
3680,424
3681,456
3682,223
3683,1729
3684,993
3685,495
3686,154
3687,650
3688,2430
3689,896
3690,2303
3691,2853
3692,2627
3693,438
3694,346
3695,3614
3696,1365
3697,671
3698,2442
3699,188
3700,4107
3701,998
3702,2618
3703,2216
3704,1216
3705,2011
3706,1633
3707,755
3708,3266
3709,1005
3710,2016
3711,1877
3712,2837
3713,237
3714,1648
3715,48
3716,1446
3717,2668
3718,862
3719,3431
3720,1517
3721,779
3722,3961
3723,2562
3724,194
3725,2838
3726,975
3727,3090
3728,196
3729,1461
3730,288
3731,988
3732,191
3733,472
3734,3486
3735,570
3736,4310
3737,342
3738,351
3739,1108
3740,60
3741,160
3742,2701
3743,4225
3744,4104
3745,4001
3746,774
3747,4241
3748,3256
3749,1303
3750,1334
3751,1598
3752,2155
3753,451
3754,2480
3755,3439
3756,2492
3757,1404
3758,620
3759,1023
3760,358
3761,4115
3762,3346
3763,4336
3764,2571
3765,3135
3766,2916
3767,383
3768,1909
3769,394
3770,971
3771,354
3772,496
3773,1501
3774,1430
3775,3767
3776,2162
3777,536
3778,803
3779,4096
3780,4325
3781,1162
3782,1486
3783,4270
3784,2020
3785,1945
3786,1723
3787,1609
3788,4131
3789,751
3790,5067
3791,697
3792,4255
3793,910
3794,1684
3795,2880
3796,2951
3797,1042
3798,64
3799,3778
3800,4162
3801,4087
3802,397
3803,350
3804,2192
3805,5050
3806,3937
3807,2927
3808,1166
3809,4014
3810,4475
3811,3998
3812,3144
3813,2185
3814,868
3815,414
3816,4145
3817,4450
3818,395
3819,298
3820,4098
3821,887
3822,4288
3823,4142
3824,840
3825,69
3826,2785
3827,2614
3828,2632
3829,2791
3830,1456
3831,4133
3832,2072
3833,1770
3834,384
3835,2475
3836,4025
3837,1294
3838,4157
3839,1921
3840,3906
3841,1600
3842,4195
3843,5053
3844,4488
3845,673
3846,157
3847,401
3848,690
3849,1988
3850,4089
3851,4260
3852,1983
3853,2802
3854,66
3855,725
3856,183
3857,1685
3858,2160
3859,43
3860,990
3861,3463
3862,2738
3863,4258
3864,4206
3865,939
3866,318
3867,4139
3868,2676
3869,2314
3870,1643
3871,4012
3872,2678
3873,88
3874,3983
3875,2797
3876,3050
3877,4102
3878,266
3879,4108
3880,539
3881,2572
3882,2522
3883,1022
3884,4188
3885,2278
3886,2182
3887,2847
3888,1568
3889,4254
3890,1422
3891,241
3892,3049
3893,2413
3894,259
3895,1464
3896,2220
3897,2938
3898,1217
3899,1203
3900,3680
3901,2380
3902,3363
3903,148
3904,2946
3905,4080
3906,2688
3907,3743
3908,195
3909,2379
3910,2586
3911,1185
3912,1813
3913,2517
3914,362
3915,235
3916,2361
3917,2875
3918,3878
3919,1106
3920,1176
3921,135
3922,880
3923,903
3924,1400
3925,264
3926,2660
3927,1110
3928,1939
3929,4018
3930,316
3931,1105
3932,2136
3933,4575
3934,2058
3935,1392
3936,831
3937,2485
3938,1070
3939,1989
3940,1244
3941,2756
3942,826
3943,80
3944,2709
3945,2397
3946,1327
3947,96
3948,470
3949,1665
3950,1411
3951,360
3952,3246
3953,2212
3954,724
3955,2352
3956,2873
3957,1207
3958,1645
3959,648
3960,1898
3961,669
3962,1431
3963,1398
3964,500
3965,355
3966,1503
3967,327
3968,2006
3969,1749
3970,1601
3971,705
3972,3934
3973,2707
3974,1979
3975,334
3976,3754
3977,447
3978,76
3979,227
3980,453
3981,347
3982,2098
3983,2146
3984,4190
3985,50
3986,3597
3987,425
3988,1618
3989,1444
3990,781
3991,635
3992,89
3993,311
3994,1169
3995,2391
3996,918
3997,1540
3998,528
3999,1364
4000,2092
4001,2584
4002,3882
4003,3999
4004,2512
4005,1855
4006,2443
4007,1522
4008,849
4009,1213
4010,1688
4011,103
4012,2075
4013,1307
4014,846
4015,2846
4016,923
4017,1282
4018,170
4019,3025
4020,3449
4021,449
4022,303
4023,190
4024,3799
4025,204
4026,137
4027,1719
4028,92
4029,603
4030,2898
4031,440
4032,1471
4033,901
4034,1428
4035,2200
4036,1857
4037,471
4038,1751
4039,1287
4040,3584
4041,418
4042,2036
4043,1580
4044,257
4045,2858
4046,1001
4047,3164
4048,1403
4049,1494
4050,1970
4051,904
4052,1796
4053,2746
4054,225
4055,2613
4056,134
4057,1308
4058,8
4059,2811
4060,1246
4061,2435
4062,1662
4063,567
4064,1247
4065,1957
4066,430
4067,2530
4068,86
4069,3972
4070,2481
4071,2333
4072,1143
4073,916
4074,3032
4075,616
4076,2169
4077,3083
4078,285
4079,761
4080,928
4081,3296
4082,3939
4083,216
4084,208
4085,1262
4086,2735
4087,1267
4088,2429
4089,1586
4090,662
4091,367
4092,247
4093,1634
4094,2119
4095,2152
4096,3594
4097,1604
4098,1455
4099,283
4100,597
4101,2261
4102,187
4103,2513
4104,2840
4105,107
4106,1514
4107,848
4108,1081
4109,161
4110,2387
4111,293
4112,3591
4113,2723
4114,2634
4115,3089
4116,2046
4117,2116
4118,1958
4119,2617
4120,111
4121,2174
4122,1748
4123,2831
4124,113
4125,343
4126,949
4127,518
4128,1141
4129,631
4130,2864
4131,1475
4132,4452
4133,2178
4134,731
4135,894
4136,4010
4137,571
4138,2757
4139,2935
4140,2826
4141,221
4142,1944
4143,1866
4144,859
4145,324
4146,551
4147,1386
4148,771
4149,481
4150,591
4151,1396
4152,828
4153,1289
4154,1853
4155,3854
4156,1659
4157,1370
4158,1795
4159,3681
4160,1922
4161,3927
4162,655
4163,1085
4164,2967
4165,1844
4166,2396
4167,4490
4168,1399
4169,1592
4170,1212
4171,2156
4172,174
4173,1932
4174,19
4175,2908
4176,2188
4177,1215
4178,2748
4179,2054
4180,433
4181,2914
4182,118
4183,1440
4184,1340
4185,556
4186,15
4187,3733
4188,1519
4189,126
4190,62
4191,544
4192,1499
4193,436
4194,758
4195,2569
4196,3637
4197,2161
4198,744
4199,2371
4200,3624
4201,2399
4202,739
4203,991
4204,575
4205,3482
4206,2801
4207,3479
4208,1020
4209,2670
4210,250
4211,2283
4212,1335
4213,1304
4214,2817
4215,1054
4216,2022
4217,3668
4218,1985
4219,3288
4220,1783
4221,3012
4222,678
4223,1878
4224,1028
4225,1481
4226,1608
4227,3007
4228,3545
4229,2554
4230,710
4231,2869
4232,521
4233,898
4234,3107
4235,1650
4236,2550
4237,1324
4238,695
4239,800
4240,1196
4241,2428
4242,1171
4243,2798
4244,979
4245,1649
4246,1779
4247,1566
4248,883
4249,3237
4250,885
4251,586
4252,3511
4253,1061
4254,1163
4255,1076
4256,1594
4257,668
4258,439
4259,1129
4260,2714
4261,1673
4262,989
4263,3430
4264,3959
4265,3960
4266,3689
4267,701
4268,463
4269,3522
4270,1384
4271,98
4272,2300
4273,1574
4274,1378
4275,2047
4276,3276
4277,861
4278,2625
4279,613
4280,968
4281,3048
4282,1775
4283,1964
4284,307
4285,390
4286,752
4287,1346
4288,501
4289,382
4290,1918
4291,2308
4292,2039
4293,2996
4294,1829
4295,1764
4296,6
4297,911
4298,1811
4299,1926
4300,1524
4301,3567
4302,3516
4303,366
4304,629
4305,1984
4306,376
4307,778
4308,888
4309,2217
4310,359
4311,3018
4312,467
4313,1457
4314,2037
4315,874
4316,938
4317,2317
4318,3643
4319,2021
4320,922
4321,618
4322,81
4323,807
4324,2163
4325,1326
4326,1080
4327,162
4328,1479
4329,1584
4330,3174
4331,605
4332,1182
4333,1956
4334,4086
4335,1741
4336,1832
4337,2558
4338,1687
4339,4751
4340,1630
4341,1787
4342,762
4343,555
4344,1759
4345,21
4346,1994
4347,3063
4348,3059
4349,1493
4350,4033
4351,421
4352,122
4353,1205
4354,3798
4355,296
4356,3255
4357,340
4358,1206
4359,236
4360,670
4361,23
4362,3951
4363,1644
4364,1445
4365,972
4366,416
4367,1740
4368,748
4369,1840
4370,3147
4371,2247
4372,2491
4373,452
4374,843
4375,2224
4376,2546
4377,2934
4378,94
4379,1401
4380,1854
4381,3744
4382,3734
4383,494
4384,1412
4385,1615
4386,4785
4387,3660
4388,2471
4389,3163
4390,4281
4391,1602
4392,2977
4393,1937
4394,2681
4395,2732
4396,905
4397,1288
4398,1341
4399,409
4400,2101
4401,272
4402,983
4403,297
4404,2789
4405,1167
4406,2123
4407,699
4408,4261
4409,2159
4410,1012
4411,915
4412,1232
4413,637
4414,2002
4415,1258
4416,242
4417,2414
4418,1963
4419,446
4420,498
4421,2803
4422,3537
4423,207
4424,1002
4425,31
4426,2157
4427,1173
4428,2341
4429,2924
4430,2644
4431,2019
4432,2065
4433,3102
4434,4036
4435,612
4436,1617
4437,649
4438,2719
4439,1096
4440,640
4441,3303
4442,2150
4443,3457
4444,3454
4445,529
4446,73
4447,75
4448,2568
4449,57
4450,59
4451,1425
4452,1190
4453,1526
4454,522
4455,1397
4456,3446
4457,77
4458,1755
4459,228
4460,1348
4461,1569
4462,3326
4463,181
4464,1268
4465,553
4466,2589
4467,1692
4468,3889
4469,858
4470,715
4471,912
4472,184
4473,1547
4474,3026
4475,4002
4476,1709
4477,1048
4478,526
4479,1253
4480,966
4481,2545
4482,721
4483,1184
4484,1677
4485,962
4486,959
4487,2369
4488,2486
4489,3162
4490,173
4491,27
4492,2859
4493,217
4494,209
4495,286
4496,2170
4497,1619
4498,33
4499,258
4500,870
4501,45
4502,1814
4503,2044
4504,1293
4505,4030
4506,576
4507,378
4508,222
4509,1134
4510,3194
4511,1027
4512,2659
4513,3687
4514,700
4515,1067
4516,3940
4517,486
4518,1202
4519,2742
4520,2675
4521,540
4522,1555
4523,1052
4524,2476
4525,2852
4526,1856
4527,1915
4528,1790
4529,65
4530,2023
4531,2585
4532,4407
4533,4408
4534,1272
4535,2312
4536,2158
4537,532
4538,2752
4539,679
4540,185
4541,2400
4542,3973
4543,1728
4544,558
4545,1034
4546,490
4547,2836
4548,1078
4549,1059
4550,1664
4551,3056
4552,2579
4553,674
4554,3818
4555,772
4556,352
4557,1045
4558,924
4559,2053
4560,2010
4561,3559
4562,329
4563,139
4564,1986
4565,155
4566,1603
4567,2113
4568,2108
4569,4242
4570,317
4571,1219
4572,956
4573,953
4574,2242
4575,1720
4576,1686
4577,689
4578,1026
4579,617
4580,1204
4581,1463
4582,3769
4583,2818
4584,230
4585,1435
4586,1696
4587,1750
4588,426
4589,477
4590,483
4591,315
4592,61
4593,1500
4594,79
4595,730
4596,1072
4597,2516
4598,709
4599,757
4600,2042
4601,2937
4602,900
4603,326
4604,1305
4605,1336
4606,1515
4607,1357
4608,2815
4609,175
4610,3434
4611,1551
4612,1862
4613,149
4614,3962
4615,1402
4616,147
4617,919
4618,3253
4619,361
4620,372
4621,944
4622,478
4623,3613
4624,396
4625,2819
4626,2645
4627,1168
4628,2630
4629,158
4630,2689
4631,1007
4632,542
4633,348
4634,2203
4635,764
4636,1101
4637,1646
4638,1518
4639,3604
4640,974
4641,4076
4642,2759
4643,1552
4644,546
4645,702
4646,2520
4647,1035
4648,386
4649,1107
4650,2407
4651,2398
4652,2453
4653,3260
4654,1245
4655,2662
4656,3644
4657,268
4658,1405
4659,1516
4660,136
4661,87
4662,1024
4663,619
4664,2677
4665,2881
4666,1772
4667,1328
4668,992
4669,1306
4670,71
4671,3114
4672,2649
4673,330
4674,2051
4675,2014
4676,3078
4677,1313
4678,2999
4679,10
4680,3185
4681,1714
4682,1919
4683,67
4684,1825
4685,11
4686,3214
4687,63
4688,431
4689,4353
4690,2682
4691,2843
4692,1531
4693,696
4694,2251
4695,2623
4696,2067
4697,1352
4698,1965
4699,1420
4700,339
4701,794
4702,2911
4703,2909
4704,1760
4705,289
4706,224
4707,1705
4708,821
4709,2594
4710,200
4711,49
4712,997
4713,1041
4714,727
4715,1623
4716,2416
4717,3589
4718,2073
4719,3518
4720,499
4721,1264
4722,1283
4723,2305
4724,750
4725,2028
4726,1485
4727,1175
4728,2219
4729,2731
4730,791
4731,651
4732,1358
4733,1086
4734,97
4735,1142
4736,398
4737,169
4738,441
4739,349
4740,1875
4741,2085
4742,1180
4743,345
4744,792
4745,35
4746,804
4747,1465
4748,2565
4749,2466
4750,254
4751,703
4752,2126
4753,138
4754,987
4755,1197
4756,1502
4757,1730
4758,1731
4759,415
4760,3265
4761,550
4762,420
4763,197
4764,852
4765,599
4766,1902
4767,1887
4768,1563
4769,2285
4770,2431
4771,2514
4772,7
4773,3176
4774,2664
4775,933
4776,368
4777,1959
4778,1869
4779,448
4780,2257
4781,2004
4782,2254
4783,3335
4784,143
4785,2334
4786,853
4787,2214
4788,878
4789,1157
4790,833
4791,2024
4792,3030
4793,2848
4794,2437
4795,2080
4796,3068
4797,3036
4798,1006
4799,913
4800,4134
4801,806
4802,906
4803,1043
4804,557
4805,2122
4806,238
4807,363
4808,614
4809,2172
4810,1295
4811,587
4812,3066
4813,1320
4814,1003
4815,400
4816,759
4817,1208
4818,936
4819,1008
4820,559
4821,218
4822,211
4823,1333
4824,1752
4825,1082
4826,917
4827,1055
4828,641
4829,1393
4830,1124
4831,2008
4832,1587
4833,976
4834,1606
4835,1025
4836,402
4837,1904
4838,171
4839,2650
4840,3184
4841,2140
4842,1436
4843,2559
4844,2193
4845,2947
4846,167
4847,3254
4848,159
4849,621
4850,192
4851,1833
4852,4011
4853,3085
4854,464
4855,4101
4856,423
4857,1607
4858,454
4859,1890
4860,91
4861,1803
4862,2729
4863,538
4864,189
4865,2068
4866,847
4867,2661
4868,51
4869,994
4870,1013
4871,3351
4872,607
4873,2304
4874,2027
4875,530
4876,717
4877,2281
4878,2302
4879,82
4880,2444
4881,850
4882,1900
4883,2865
4884,1786
4885,3469
4886,1349
4887,151
4888,1366
4889,1821
4890,829
4891,2221
4892,2202
4893,506
4894,2364
4895,2615
4896,3251
4897,3460
4898,675
4899,461
4900,2749
4901,260
4902,728
4903,47
4904,514
4905,2207
4906,290
4907,4381
4908,3009
4909,1815
4910,1640
4911,234
4912,2325
4913,3401
4914,1771
4915,711
4916,2583
4917,754
4918,1408
4919,3946
4920,365
4921,2570
4922,940
4923,1186
4924,1596
4925,2700
4926,1073
4927,1504
4928,1227
4929,2231
4930,337
4931,2910
4932,2812
4933,99
4934,353
4935,920
4936,860
4937,83
4938,95
4939,2290
4940,707
4941,3585
4942,3149
4943,552
4944,3392
4945,1047
4946,1447
4947,2181
4948,2311
4949,1432
4950,611
4951,413
4952,1316
4953,3768
4954,1928
4955,647
4956,473
4957,2610
4958,193
4959,1280
4960,643
4961,3236
4962,1527
4963,1980
4964,1541
4965,1940
4966,1131
4967,3209
4968,2377
4969,1622
4970,1611
4971,895
4972,299
4973,465
4974,226
4975,845
4976,1834
4977,863
4978,3128
4979,2029
4980,1567
4981,902
4982,977
4983,1548
4984,1390
4985,3994
4986,130
4987,2423
4988,1487
4989,881
