,pt_no,coordinate
700,pt_no700,"[[-16.933766686573], [-22.20340934941926], [-46.22346041942549]]"
701,pt_no701,"[[-23.3108106124644], [-30.44623801929238], [-48.01885960374381]]"
702,pt_no702,"[[-13.65838037761614], [-31.70185000276692], [-45.39381172030014]]"
703,pt_no703,"[[-8.310810612464385], [1.308026786136978], [-36.59999999999996]]"
704,pt_no704,"[[-13.31081061246436], [9.968280823981356], [-36.59999999999996]]"
705,pt_no705,"[[-7.937092461531687], [10.36679624531901], [-49.22035848555723]]"
706,pt_no706,"[[-18.33707482470515], [8.09906802366499], [-46.2805359707454]]"
707,pt_no707,"[[-67.3235805222504], [-20.53082817820787], [69.92879676434927]]"
708,pt_no708,"[[-75.48355235101307], [-19.6509632472568], [59.62810390587383]]"
709,pt_no709,"[[-67.14588016258202], [-22.64208960376765], [55.94538838947013]]"
710,pt_no710,"[[11.68918938753561], [5.506756596914826], [13.97912881351965]]"
711,pt_no711,"[[11.68918938753561], [14.95120104135927], [17.62087118648029]]"
712,pt_no712,"[[3.910795565302006], [14.25710767608109], [5.799999999999993]]"
713,pt_no713,"[[-0.9804121031406391], [11.91506932014124], [15.8]]"
714,pt_no714,"[[-11.10442709624136], [-15.07039429669139], [43.56445977123545]]"
715,pt_no715,"[[-12.66095813179943], [25.94034476284114], [50.53091780612482]]"
716,pt_no716,"[[-8.573056859406368], [23.51340818441006], [42.26985609170551]]"
717,pt_no717,"[[-7.446843081588952], [31.32499392681596], [41.39527015560775]]"
718,pt_no718,"[[-1.386588945010767], [30.14346065974295], [47.76924466341137]]"
719,pt_no719,"[[1.794260255970961], [-29.90289343061421], [-48.74989784861044]]"
720,pt_no720,"[[2.809476658426273], [-32.2985634086334], [-58.94182615544967]]"
721,pt_no721,"[[51.68918938753571], [-21.71512125836437], [65.15648702700511]]"
722,pt_no722,"[[51.68918938753571], [-11.81700569050244], [65.15650094783936]]"
723,pt_no723,"[[42.05682884884001], [-22.16309784428255], [60.34386290778333]]"
724,pt_no724,"[[-18.58643148957847], [31.93483383689719], [-15.79999999999993]]"
725,pt_no725,"[[-10.40414670118748], [31.69411503579253], [-15.79999999999993]]"
726,pt_no726,"[[-14.68489074975797], [25.36971513492358], [-15.79999999999993]]"
727,pt_no727,"[[-14.42046522760806], [34.35781626213389], [-25.88590443604265]]"
728,pt_no728,"[[8.028935349691235], [-6.993243403084975], [-36.59999999999997]]"
729,pt_no729,"[[8.028935349691235], [-16.99324340308496], [-36.59999999999997]]"
730,pt_no730,"[[3.698703136068405], [-19.57230344686478], [-47.74663183052318]]"
731,pt_no731,"[[3.910795565301981], [14.25710767608096], [-15.79999999999993]]"
732,pt_no732,"[[11.68918938753561], [10.22897881913697], [-15.79999999999998]]"
733,pt_no733,"[[3.510060574015885], [5.506756596914713], [-15.79999999999994]]"
734,pt_no734,"[[-20.80476981989935], [4.879430667043003], [5.799999999999995]]"
735,pt_no735,"[[-18.31081061246439], [8.006756596915112], [9.999999999999993]]"
736,pt_no736,"[[-22.31081061246439], [8.00675659691511], [5.799999999999995]]"
737,pt_no737,"[[-19.25689491589764], [3.861690430352897], [9.643444896019666]]"
738,pt_no738,"[[-33.69315721662274], [21.68326213611005], [-62.74015444724555]]"
739,pt_no739,"[[-22.42720856930508], [15.36440900310573], [-69.90335841764737]]"
740,pt_no740,"[[-28.06784509606755], [12.71861737164025], [-61.58716332105101]]"
741,pt_no741,"[[-63.3056799607586], [48.00675659691489], [-114.8427081452989]]"
742,pt_no742,"[[-68.31081061246427], [48.00675659691489], [-123.5]]"
743,pt_no743,"[[-63.31081061246428], [41.81975223485104], [-123.5]]"
744,pt_no744,"[[-73.31081061246428], [48.0067565969149], [-114.8397459621556]]"
745,pt_no745,"[[20.10024649475201], [29.35599077798025], [-108.1295410188797]]"
746,pt_no746,"[[12.42676730302186], [25.44294127368807], [-114.1140938031559]]"
747,pt_no747,"[[9.843714965974973], [35.39426605905171], [-112.0385006356424]]"
748,pt_no748,"[[20.71075321385245], [38.28114667462001], [-113.7743900777051]]"
749,pt_no749,"[[14.8145607672601], [48.00675659691488], [40.97251899028868]]"
750,pt_no750,"[[21.59184188727388], [48.00675659691488], [47.16202157886512]]"
751,pt_no751,"[[12.09138841423004], [48.00675659691488], [48.37677966191919]]"
752,pt_no752,"[[14.84764032126347], [38.44368554648992], [51.13974490496721]]"
753,pt_no753,"[[-58.96438508790425], [3.662698090234064], [-65.59290371748271]]"
754,pt_no754,"[[-45.74082894592048], [0.8993753536675344], [-68.85060837295734]]"
755,pt_no755,"[[-47.81334482940371], [6.137971633087687], [-58.21046784199294]]"
756,pt_no756,"[[-52.13754577520876], [-3.259080244746976], [-61.64942598440872]]"
757,pt_no757,"[[-13.42279130642435], [22.47012657006248], [-35.79999999999996]]"
758,pt_no758,"[[-6.804787911194559], [13.09632309428445], [-35.79999999999996]]"
759,pt_no759,"[[-3.739337202241618], [22.33678784995737], [-35.79999999999997]]"
760,pt_no760,"[[-5.762914950816979], [17.6693860684426], [-23.19409360348288]]"
761,pt_no761,"[[-53.31081061246439], [3.006756596914798], [-27.13974596215557]]"
762,pt_no762,"[[51.68918938753573], [23.26273603942045], [-11.58706332313147]]"
763,pt_no763,"[[51.68918938753573], [12.91507625285985], [-11.85718036438219]]"
764,pt_no764,"[[51.68918938753573], [17.85464378274224], [-3.302383826583053]]"
765,pt_no765,"[[41.79973798463051], [12.91517795552248], [-5.643476939602656]]"
766,pt_no766,"[[51.68918938753573], [33.71844144329995], [-54.27172049018773]]"
767,pt_no767,"[[-53.31081061246428], [48.00675659691489], [-114.8397459621556]]"
768,pt_no768,"[[-58.31081061246427], [48.00675659691489], [-123.5]]"
769,pt_no769,"[[0.4632367456191986], [-0.09741778009074409], [-36.59999999999997]]"
770,pt_no770,"[[0.1310224326847426], [1.183288054410105], [-49.50546259759885]]"
771,pt_no771,"[[-8.190921989020834], [-5.183110808170371], [-45.66350036611692]]"
772,pt_no772,"[[22.14202656716859], [48.00675659691488], [-77.35541351028014]]"
773,pt_no773,"[[26.58302407171369], [48.00675659691488], [-68.5137529381426]]"
774,pt_no774,"[[34.25900835935356], [-9.988915594172811], [0.9412968710908824]]"
775,pt_no775,"[[28.78562010143981], [-15.06869458255807], [-7.873166485491762]]"
776,pt_no776,"[[27.45192547828174], [-19.64209226410794], [3.666053555720707]]"
777,pt_no777,"[[-28.31081061246432], [38.00675659691488], [110.5]]"
778,pt_no778,"[[-22.80900922653668], [42.50495521098725], [110.5]]"
779,pt_no779,"[[-17.52665898484338], [39.07756140236651], [100.3833040880264]]"
780,pt_no780,"[[-16.35805080982908], [-3.070604224948639], [-15.79999999999994]]"
781,pt_no781,"[[-19.81355171897901], [-2.042492765827539], [-15.79999999999993]]"
782,pt_no782,"[[-18.10187415331764], [2.371509991717579], [-20.71301855655868]]"
783,pt_no783,"[[-17.18225427685693], [-6.434663203771749], [-21.70503657219487]]"
784,pt_no784,"[[-6.357857195018255], [-41.99324340308512], [45.49852746480095]]"
785,pt_no785,"[[-8.70591453530021], [-32.23682374871093], [47.96657472004267]]"
786,pt_no786,"[[0.9254917344603895], [-29.87082669016446], [45.06305509975719]]"
787,pt_no787,"[[-4.670696811137161], [-32.08315140979221], [36.41104116194982]]"
788,pt_no788,"[[-13.31081061246428], [41.05152163324517], [-123.5]]"
789,pt_no789,"[[-23.31081061246428], [39.3465025590705], [-123.5]]"
790,pt_no790,"[[-17.43893823826588], [35.08544833957392], [-123.5]]"
791,pt_no791,"[[-22.13834010220357], [36.69138020934398], [-109.7435533252715]]"
792,pt_no792,"[[-63.12276490680222], [48.00675659691489], [-79.09070997022036]]"
793,pt_no793,"[[-57.12339299350813], [48.00675659691489], [-87.02758768472117]]"
794,pt_no794,"[[-53.23686205468878], [48.00675659691489], [-77.83700740801096]]"
795,pt_no795,"[[-61.98739741954953], [36.65182454547058], [-82.4286491833345]]"
796,pt_no796,"[[-35.89261077484088], [-18.48726491651246], [-59.56321303266611]]"
797,pt_no797,"[[-40.54286364801372], [-8.734183459674444], [-63.83797384245798]]"
798,pt_no798,"[[-44.16014029803614], [-12.30820779400433], [-55.08557954591119]]"
799,pt_no799,"[[-22.59889794391929], [-21.70134632390627], [-103.5677161261005]]"
800,pt_no800,"[[4.467135808067979], [48.00675659691488], [-96.84726931330798]]"
801,pt_no801,"[[5.183835420034294], [36.14622001545138], [-88.71561965820875]]"
802,pt_no802,"[[-1.085149944387286], [35.17965263338407], [-98.230302216917]]"
803,pt_no803,"[[8.009159406493886], [38.68675025991605], [-102.2085979446244]]"
804,pt_no804,"[[31.99234698334787], [3.022841919067042], [-103.3296809542718]]"
805,pt_no805,"[[23.41783023668432], [-4.782009345683027], [-100.6880143364267]]"
806,pt_no806,"[[21.07163741660749], [4.014802408164948], [-110.713240736555]]"
807,pt_no807,"[[27.24549404792432], [-5.519182038738353], [-111.5534271817182]]"
808,pt_no808,"[[-8.456536772195332], [-2.306940929442419], [-35.79999999999996]]"
809,pt_no809,"[[31.68455553545719], [-41.99324340308512], [-107.8545303696311]]"
810,pt_no810,"[[31.8186965320013], [-41.99324340308512], [-99.26258047100706]]"
811,pt_no811,"[[37.68275238224115], [-41.99324340308513], [-103.6778787580932]]"
812,pt_no812,"[[33.36320788771562], [-30.88165122754874], [-110.8575905691262]]"
813,pt_no813,"[[-88.31081061246428], [27.9658050780462], [96.19369762564253]]"
814,pt_no814,"[[-76.03168048330919], [36.26566151208414], [92.85966668919528]]"
815,pt_no815,"[[-88.31081061246428], [39.45475573454353], [98.68749999999966]]"
816,pt_no816,"[[-77.20332496374427], [37.85410286897577], [103.6271699046065]]"
817,pt_no817,"[[33.02944256703181], [14.65784347322871], [-16.18955728524875]]"
818,pt_no818,"[[-19.23586933040361], [20.49874102800899], [26.59999999999999]]"
819,pt_no819,"[[-16.47713828660111], [17.20125238318576], [26.59999999999999]]"
820,pt_no820,"[[-13.31996551029985], [20.11952043039457], [26.59999999999999]]"
821,pt_no821,"[[-14.35309818675251], [18.07027899326713], [34.00782327293495]]"
822,pt_no822,"[[-80.02320404263021], [48.0067565969149], [-108.2295556520942]]"
823,pt_no823,"[[-88.31081061246428], [40.6604402375626], [-116.1864834335673]]"
824,pt_no824,"[[51.68918938753571], [-33.44124254071376], [-0.06249999999975842]]"
825,pt_no825,"[[51.68918938753572], [-28.46016452243447], [-4.999999999999773]]"
826,pt_no826,"[[38.7139364281449], [-32.55564478212136], [-5.321910353657573]]"
827,pt_no827,"[[-28.31081061246439], [-33.33298936524051], [26.59999999999999]]"
828,pt_no828,"[[-17.87985566660265], [-33.58180131924237], [26.59999999999999]]"
829,pt_no829,"[[-18.31081061246439], [-41.99324340308512], [31.53468471696264]]"
830,pt_no830,"[[24.98721823679297], [38.1885075939182], [-104.0997473432882]]"
831,pt_no831,"[[-35.04395232006967], [14.64457121036305], [4.999999999999998]]"
832,pt_no832,"[[-37.63284069673417], [12.23321574716685], [-4.066665632545678]]"
833,pt_no833,"[[-38.83738889995175], [19.27814401867439], [4.999999999999998]]"
834,pt_no834,"[[-39.89365971083826], [21.32540139217883], [-4.081431035675324]]"
835,pt_no835,"[[-26.00761759243425], [18.93619287718563], [45.48836654057379]]"
836,pt_no836,"[[-27.54427301459409], [10.09003233087915], [49.11885064619932]]"
837,pt_no837,"[[-21.75708891311759], [13.91216086182971], [53.90461141554516]]"
838,pt_no838,"[[32.93274591735717], [8.006756596913668], [-123.5]]"
839,pt_no839,"[[41.69511325601577], [13.00675659691487], [-123.5]]"
840,pt_no840,"[[32.93274591735728], [18.00675659691368], [-123.5]]"
841,pt_no841,"[[39.84730781255511], [9.861423778885323], [-110.8936736491074]]"
842,pt_no842,"[[-35.0510149440744], [18.39506727099981], [51.15098227530049]]"
843,pt_no843,"[[-56.71805072034053], [-41.99324340308511], [-9.682809379704835]]"
844,pt_no844,"[[-53.31081061246439], [-31.99324340308556], [-15.0]]"
845,pt_no845,"[[-57.6409376313866], [-41.99324340308511], [-15.39999999999999]]"
846,pt_no846,"[[-65.73006492902749], [-32.24001872437559], [-14.99274461604156]]"
847,pt_no847,"[[28.11979651353143], [48.00675659691488], [-85.23980866632277]]"
848,pt_no848,"[[18.24543558744634], [48.00675659691488], [-86.45013721389061]]"
849,pt_no849,"[[24.24131477358125], [48.00675659691488], [-94.40088274551933]]"
850,pt_no850,"[[24.32114750542203], [36.23241952626998], [-85.37374439938509]]"
851,pt_no851,"[[-13.31127228223152], [48.00675659691488], [-114.84001250732]]"
852,pt_no852,"[[-18.31081062312194], [48.00675659691488], [-106.1804248436667]]"
853,pt_no853,"[[-23.31081061246431], [48.00675659691488], [-114.8397459621556]]"
854,pt_no854,"[[-64.19044998417971], [48.00675659691489], [-20.58187282055769]]"
855,pt_no855,"[[-70.59027336416108], [48.00675659691489], [-17.68741412718929]]"
856,pt_no856,"[[-64.47575272514966], [36.925407246869], [-24.22167208078724]]"
857,pt_no857,"[[-61.43499663140601], [39.24392400729704], [-14.54443489179319]]"
858,pt_no858,"[[-48.31081061246439], [-3.937687847529716], [-30.83278518821772]]"
859,pt_no859,"[[-48.31081061246439], [5.506756596914762], [-27.62087118648026]]"
860,pt_no860,"[[-48.31081061246439], [-3.937687847529716], [-23.9791288135197]]"
861,pt_no861,"[[-36.69482673329789], [4.401434041960801], [-25.52761608250647]]"
862,pt_no862,"[[-79.75880975009298], [-41.9932434030851], [-88.93750000000004]]"
863,pt_no863,"[[-72.17348895221741], [-41.99324340308511], [-93.30092253604508]]"
864,pt_no864,"[[-79.75880975009298], [-41.9932434030851], [-98.81250000000003]]"
865,pt_no865,"[[-25.35489408541415], [-11.14054340329643], [94.01630609196825]]"
866,pt_no866,"[[-29.79502496983666], [-20.32572281618785], [97.48468874598514]]"
867,pt_no867,"[[-21.96909750196345], [-22.37470917786153], [90.36650951884039]]"
868,pt_no868,"[[-32.23265676914147], [33.10839508241065], [55.28869709694705]]"
869,pt_no869,"[[-32.71162684661844], [39.00389856728498], [62.96169880155676]]"
870,pt_no870,"[[-26.57784005999885], [30.39470946306733], [61.09564546378354]]"
871,pt_no871,"[[-67.489469690341], [-41.99324340308511], [29.18215485536461]]"
872,pt_no872,"[[-65.97000439405561], [-41.99324340308511], [35.27952175518258]]"
873,pt_no873,"[[-61.50152320341648], [-41.99324340308511], [30.31408731753405]]"
874,pt_no874,"[[-63.2699442503142], [-31.21561374896111], [32.98174559302353]]"
875,pt_no875,"[[41.71699862985869], [20.12366967513536], [-84.91210368623781]]"
876,pt_no876,"[[36.30060241874144], [13.31437690039167], [-91.62914636329087]]"
877,pt_no877,"[[43.02893534969133], [3.006756596914869], [-123.5]]"
878,pt_no878,"[[41.3048112084718], [-1.845399195868654], [-111.8789815419732]]"
879,pt_no879,"[[32.43485233827815], [3.18694769652128], [-113.6737133481172]]"
880,pt_no880,"[[-70.63636425547097], [33.46563898057433], [51.64587958294231]]"
881,pt_no881,"[[-78.68434215269535], [39.15661904800271], [54.26721194585674]]"
882,pt_no882,"[[-72.57747632185465], [35.23360687071457], [64.2946066677564]]"
883,pt_no883,"[[21.01931640645778], [-41.99324340308512], [-36.19999999999998]]"
884,pt_no884,"[[27.26575995190963], [-41.99324340308512], [-34.24358387934794]]"
885,pt_no885,"[[25.56635675481259], [-41.99324340308512], [-40.56479023394201]]"
886,pt_no886,"[[28.53566237155511], [-32.68603965649358], [-37.97402478112944]]"
887,pt_no887,"[[-48.31081061246439], [5.506756596914869], [20.83278518821772]]"
888,pt_no888,"[[-40.13168179894468], [5.506756596914865], [25.8]]"
889,pt_no889,"[[-38.85319090709032], [-1.37134614722936], [25.8]]"
890,pt_no890,"[[-38.81629298770813], [3.227862805900231], [14.23588704862664]]"
891,pt_no891,"[[-53.31081061246439], [33.00675659691483], [-27.13974596215556]]"
892,pt_no892,"[[-53.31081061246439], [28.00675659691483], [-15.79999999999997]]"
893,pt_no893,"[[-65.42994507279678], [25.19363616179108], [-21.42172535154704]]"
894,pt_no894,"[[8.24620532133538], [-1.179589184728324], [91.52881460888352]]"
895,pt_no895,"[[14.80417339097385], [1.898489159685261], [101.5802521392014]]"
896,pt_no896,"[[2.512239458622747], [3.776964468037711], [101.7706284412987]]"
897,pt_no897,"[[9.269392913376228], [-6.714431562575619], [103.7084578424865]]"
898,pt_no898,"[[27.65621626969463], [-41.99324340308512], [24.73564336856829]]"
899,pt_no899,"[[34.77929897382118], [-41.99324340308512], [22.65323438961974]]"
900,pt_no900,"[[30.11724050513597], [-41.99324340308512], [19.97888382972923]]"
901,pt_no901,"[[51.68918938753572], [-11.77672300227809], [13.8098901459511]]"
902,pt_no902,"[[51.68918938753572], [-21.38376932148337], [13.6561910365679]]"
903,pt_no903,"[[51.68918938753572], [-16.71437733961157], [22.36421506023125]]"
904,pt_no904,"[[39.46524660540465], [-14.66994032006247], [17.84208974728308]]"
905,pt_no905,"[[51.68918938753572], [-6.836044024222886], [39.47001875142486]]"
906,pt_no906,"[[51.68918938753572], [-1.897058176555333], [30.91524054729824]]"
907,pt_no907,"[[41.93905343198981], [-27.21018482117601], [-91.05892701521037]]"
908,pt_no908,"[[-88.3108106124643], [-41.9932434030851], [34.49999999999955]]"
909,pt_no909,"[[-88.3108106124643], [-33.44124254071377], [39.43749999999955]]"
910,pt_no910,"[[-78.31585226557031], [-41.9932434030851], [39.91471072798527]]"
911,pt_no911,"[[-32.59393239070464], [24.44074456587404], [101.5374844167001]]"
912,pt_no912,"[[38.99070753767352], [4.400357776292156], [25.14064202997807]]"
913,pt_no913,"[[42.0230838504871], [14.22012431562598], [25.65198237959109]]"
914,pt_no914,"[[-19.55869069901919], [17.96380412508499], [5.799999999999995]]"
915,pt_no915,"[[-16.38623784216673], [16.43886084629166], [5.799999999999995]]"
916,pt_no916,"[[-17.05911473315138], [21.9697208594545], [5.799999999999995]]"
917,pt_no917,"[[-13.79352570724052], [19.4818375937838], [12.17412796601324]]"
918,pt_no918,"[[-33.01674794744849], [-18.08885874924815], [-15.79999999999994]]"
919,pt_no919,"[[-35.0481454526345], [-23.15683242571673], [-25.70351193987785]]"
920,pt_no920,"[[-40.13168179894467], [-13.38213229197421], [-15.79999999999994]]"
921,pt_no921,"[[-31.11400662956444], [-14.47986390665006], [-25.15208551508897]]"
922,pt_no922,"[[51.68918938753573], [39.45475573454357], [49.31250000000014]]"
923,pt_no923,"[[37.85351591670995], [36.12005381228395], [48.77142126158307]]"
924,pt_no924,"[[51.68918938753573], [27.7637821284398], [48.01544825974109]]"
925,pt_no925,"[[42.67587820186051], [27.76654592934819], [54.00613321871204]]"
926,pt_no926,"[[-65.84182299981973], [48.00675659691489], [55.89125086404182]]"
927,pt_no927,"[[-68.30364568295786], [48.00675659691489], [48.42930172154318]]"
928,pt_no928,"[[-88.3108106124643], [-13.23460362258092], [-89.7018004452389]]"
929,pt_no929,"[[-88.31081061246428], [-0.6860233519104355], [-91.60823678848682]]"
930,pt_no930,"[[-88.3108106124643], [-6.866107447663289], [-83.73509451929932]]"
931,pt_no931,"[[-74.71290459313182], [-9.740876250195457], [-94.28417516462402]]"
932,pt_no932,"[[-7.474114907117048], [9.722270878296836], [5.799999999999994]]"
933,pt_no933,"[[-9.847408774738147], [13.36338831188939], [5.799999999999994]]"
934,pt_no934,"[[-11.93113665373698], [11.07904565170555], [5.799999999999994]]"
935,pt_no935,"[[-6.382150308986587], [12.0879622969146], [11.87087930869387]]"
936,pt_no936,"[[-2.123806250400719], [23.00675659691488], [113.5]]"
937,pt_no937,"[[0.3494434253800449], [33.00675659691488], [113.5]]"
938,pt_no938,"[[5.745294864908487], [21.84216627700263], [113.5]]"
939,pt_no939,"[[-1.387394464114447], [22.10124007259573], [101.8197187637772]]"
940,pt_no940,"[[-23.92382617622462], [15.0452554885539], [5.799999999999996]]"
941,pt_no941,"[[-23.08352794841634], [11.78496110814377], [12.9]]"
942,pt_no942,"[[-20.80476981989933], [11.13408252678723], [5.799999999999995]]"
943,pt_no943,"[[-21.93430680471695], [16.68463491525497], [10.66561693091002]]"
944,pt_no944,"[[26.68918938753572], [22.02599448338171], [113.5]]"
945,pt_no945,"[[21.68918938753572], [13.36574044553733], [113.5]]"
946,pt_no946,"[[16.68918938753573], [22.02599448338171], [113.5]]"
947,pt_no947,"[[25.50598264122419], [18.37032915221454], [101.4772826788324]]"
948,pt_no948,"[[35.2925555470344], [-41.99324340308512], [-6.877902141296986]]"
949,pt_no949,"[[35.7325174515362], [-41.99324340308512], [-15.28657856158636]]"
950,pt_no950,"[[28.92086047757738], [-41.99324340308512], [-11.42713248326065]]"
951,pt_no951,"[[27.48870007443313], [-33.04227288422991], [-13.33217202603835]]"
952,pt_no952,"[[-76.4057722413548], [-20.01962761347419], [41.69442488869188]]"
953,pt_no953,"[[-88.3108106124643], [-19.87619883391486], [35.78857601918173]]"
954,pt_no954,"[[-76.63961208913074], [-14.74260991812404], [32.69558528963782]]"
955,pt_no955,"[[-3.022225579575579], [19.06026228003496], [5.799999999999994]]"
956,pt_no956,"[[-5.679885855661084], [14.59708708641539], [5.799999999999994]]"
957,pt_no957,"[[-0.8811304044225885], [14.52342583450035], [5.799999999999993]]"
958,pt_no958,"[[-7.22731197205128], [18.31868897532039], [11.94068669360632]]"
959,pt_no959,"[[-29.16330002607292], [0.009415097773850523], [-59.00173825254045]]"
960,pt_no960,"[[-36.42789415616707], [6.493049387612311], [-51.58893656670059]]"
961,pt_no961,"[[-36.83403413236496], [8.963788915987307], [-65.23497818745801]]"
962,pt_no962,"[[-39.40657189430944], [0.3620995784125718], [-59.24714542782058]]"
963,pt_no963,"[[-38.83738889995176], [19.27814401867451], [25.8]]"
964,pt_no964,"[[-48.31081061246439], [24.39564548580375], [20.8327851882177]]"
965,pt_no965,"[[-40.13168179894468], [24.39564548580378], [25.8]]"
966,pt_no966,"[[-37.17186629525152], [26.94487521498395], [15.66270871096543]]"
967,pt_no967,"[[-72.35158464461361], [48.00675659691489], [4.857795176791885]]"
968,pt_no968,"[[-80.01670595545012], [48.0067565969149], [9.365810669241844]]"
969,pt_no969,"[[-79.75880975009298], [48.0067565969149], [-0.06250000000032685]]"
970,pt_no970,"[[-75.78581644051087], [36.88166717220619], [9.415209349265282]]"
971,pt_no971,"[[-14.35309818675251], [18.07027899326713], [42.40250867035786]]"
972,pt_no972,"[[-15.08017271703262], [17.90786393838384], [50.76142393844631]]"
973,pt_no973,"[[24.17601150531103], [-13.49655038784475], [56.92374957567555]]"
974,pt_no974,"[[29.49974221551452], [-5.076920250627895], [55.1808273168803]]"
975,pt_no975,"[[29.41286140922748], [-6.83675249425956], [45.17498895747408]]"
976,pt_no976,"[[21.11531249010073], [-10.59691605624686], [48.1243700506675]]"
977,pt_no977,"[[-34.14483830138899], [11.734261684903], [-35.79999999999995]]"
978,pt_no978,"[[-40.13168179894468], [14.95120104135922], [-35.79999999999995]]"
979,pt_no979,"[[-28.05665874950473], [30.75761243659016], [-35.79999999999996]]"
980,pt_no980,"[[-27.71772154703334], [25.49531794931495], [-26.49365687817514]]"
981,pt_no981,"[[-23.08094169288235], [22.41837429132227], [-35.79999999999996]]"
982,pt_no982,"[[-19.51249119697187], [27.53775670824156], [-25.41267180135211]]"
983,pt_no983,"[[51.68918938753571], [-33.44124254071382], [29.5625000000002]]"
984,pt_no984,"[[51.68918938753571], [-26.5726806634901], [21.74285669556332]]"
985,pt_no985,"[[-40.48281189694494], [15.55937621116241], [5.799999999999998]]"
986,pt_no986,"[[-48.31081061246439], [19.67342326358153], [5.799999999999996]]"
987,pt_no987,"[[-48.31081061246439], [14.95120104135928], [10.76721481178228]]"
988,pt_no988,"[[-40.13168179894469], [24.39564548580377], [5.799999999999998]]"
989,pt_no989,"[[-13.3108106124644], [-24.67273532739613], [-36.59999999999996]]"
990,pt_no990,"[[-44.73351669213864], [4.574736870658405], [49.06718059774737]]"
991,pt_no991,"[[-40.48296613828889], [11.4020981158535], [57.07185804249827]]"
992,pt_no992,"[[-53.85822226832873], [-7.732956123283578], [-70.98170726931974]]"
993,pt_no993,"[[-57.89334008419502], [0.5657024427440493], [-78.6987704234186]]"
994,pt_no994,"[[-65.61915427679196], [-1.214382923898901], [-71.94688176891555]]"
995,pt_no995,"[[51.68918938753572], [34.6559579727481], [84.10433545157653]]"
996,pt_no996,"[[51.68918938753572], [27.83278516108385], [82.32417778315312]]"
997,pt_no997,"[[40.6196432837866], [36.40606083146616], [88.08500332705955]]"
998,pt_no998,"[[42.31697818805819], [27.59280314797281], [77.56693450334642]]"
999,pt_no999,"[[-55.57826346221709], [-27.24028668230677], [-69.0144328585891]]"
1000,pt_no1000,"[[-60.65283355218218], [-31.13324136747572], [-58.39323138838643]]"
1001,pt_no1001,"[[-50.54184162351301], [-32.43567090542831], [-58.69852480317045]]"
1002,pt_no1002,"[[-57.00861918838938], [-22.20662282962383], [-55.69171920899274]]"
1003,pt_no1003,"[[-59.33412296117505], [-41.99324340308511], [36.04629480793838]]"
1004,pt_no1004,"[[-53.43562846024154], [-41.99324340308511], [36.33969546509767]]"
1005,pt_no1005,"[[-55.89820101503791], [-41.99324340308511], [30.97182272670975]]"
1006,pt_no1006,"[[-55.37141001288414], [-33.77893128742876], [39.21473028652071]]"
1007,pt_no1007,"[[-33.50411333389], [27.62395692989224], [4.999999999999997]]"
1008,pt_no1008,"[[-30.83473313368635], [19.1309817637622], [-5.029973179818988]]"
1009,pt_no1009,"[[-33.56266918094559], [19.07480376102366], [4.999999999999997]]"
1010,pt_no1010,"[[32.50470929758597], [-5.877074682974664], [-37.67463668827973]]"
1011,pt_no1011,"[[40.63354798393716], [-7.453582263212792], [-28.02911686521872]]"
1012,pt_no1012,"[[-44.93367820974971], [-26.50286234631835], [-36.59999999999995]]"
1013,pt_no1013,"[[-49.42093922532248], [-29.98439750663454], [-48.86203553666119]]"
1014,pt_no1014,"[[-53.3108106124644], [-21.99324340308495], [-36.59999999999995]]"
1015,pt_no1015,"[[-52.09291234009849], [-18.73571979910891], [-47.68849215739438]]"
1016,pt_no1016,"[[7.032092765190438], [48.00675659691488], [54.43006565329366]]"
1017,pt_no1017,"[[4.748977607883235], [36.28970211058338], [50.89358198327368]]"
1018,pt_no1018,"[[16.68918938753561], [-17.13892889203461], [14.71258870663034]]"
1019,pt_no1019,"[[16.68918938753561], [-6.99324340308516], [14.46025403784438]]"
1020,pt_no1020,"[[16.68918938753561], [-11.99324340308517], [25.79999999999999]]"
1021,pt_no1021,"[[28.34742678209985], [-11.78587089253093], [12.16517055620802]]"
1022,pt_no1022,"[[-53.31081061246434], [41.30802678613681], [113.5]]"
1023,pt_no1023,"[[-52.33140096193771], [48.00675659691489], [104.1337258769937]]"
1024,pt_no1024,"[[-55.86941481826398], [37.25242500129923], [103.0697588694701]]"
1025,pt_no1025,"[[51.68918938753573], [27.73543947502868], [-37.52284159348466]]"
1026,pt_no1026,"[[51.68918938753573], [22.79783500888917], [-45.24390213191742]]"
1027,pt_no1027,"[[40.01614882804137], [23.7425465140617], [-38.62949973924249]]"
1028,pt_no1028,"[[11.68918938753561], [41.19546888837098], [-28.82699370736282]]"
1029,pt_no1029,"[[3.929281764933556], [48.00675659691488], [-28.04009237739792]]"
1030,pt_no1030,"[[-88.3108106124643], [-33.44124254071379], [-88.93750000000004]]"
1031,pt_no1031,"[[-88.3108106124643], [-27.64518950923666], [-80.39207927943578]]"
1032,pt_no1032,"[[-88.3108106124643], [-35.60716739908943], [-79.06250000000006]]"
1033,pt_no1033,"[[51.68918938753572], [23.00675659691487], [104.8397459621556]]"
1034,pt_no1034,"[[51.68918938753572], [17.91739716941617], [97.86963195680629]]"
1035,pt_no1035,"[[51.68918938753572], [12.99832344766943], [104.8446148431426]]"
1036,pt_no1036,"[[-88.31081061246428], [17.14997816482688], [45.08110059076321]]"
