,0,1,2,3,4
0,50.0,49.514700000000005,44.7013,41.0947,38.2571
1,50.0,49.514700000000005,44.7013,41.0947,38.2571
2,50.0,49.514700000000005,44.7013,41.0947,38.2571
3,50.0,49.514700000000005,44.7013,41.0947,38.2571
4,50.0,49.514700000000005,44.7013,41.0947,38.2571
5,50.0,49.514700000000005,44.7013,41.0947,38.2571
6,50.0,49.514700000000005,44.7013,41.0947,38.2571
7,50.0,49.514700000000005,44.7013,41.0947,38.2571
8,0.3472222222222228,0.34385202276285926,0.31042537192810243,0.2853798432715957,0.265674291116374
9,50.0,49.514700000000005,44.7013,41.0947,38.2571
10,50.0,49.514700000000005,44.7013,41.0947,38.2571
11,50.0,49.514700000000005,44.7013,41.0947,38.2571
12,50.0,49.514700000000005,44.7013,41.0947,38.2571
13,50.0,49.514700000000005,44.7013,41.0947,38.2571
14,50.0,49.514700000000005,44.7013,41.0947,38.2571
15,50.0,49.514700000000005,44.7013,41.0947,38.2571
16,50.0,49.514700000000005,44.7013,41.0947,38.2571
17,50.0,49.514700000000005,44.7013,41.0947,38.2571
18,0.34722222222222276,0.34385202276285937,0.3104253719281023,0.2853798432715956,0.2656742911163739
19,50.0,49.514700000000005,44.7013,41.0947,38.2571
20,50.0,49.514700000000005,44.7013,41.0947,38.2571
21,50.0,49.514700000000005,44.7013,41.0947,38.2571
22,50.0,49.514700000000005,44.7013,41.0947,38.2571
23,50.0,49.514700000000005,44.7013,41.0947,38.2571
24,0.3472222222222227,0.3438520227628592,0.3104253719281023,0.28537984327159577,0.2656742911163739
25,50.0,49.514700000000005,44.7013,41.0947,38.2571
26,50.0,49.514700000000005,44.7013,41.0947,38.2571
27,50.0,49.514700000000005,44.7013,41.0947,38.2571
28,50.0,49.514700000000005,44.7013,41.0947,38.2571
29,50.0,49.514700000000005,44.7013,41.0947,38.2571
30,50.0,49.514700000000005,44.7013,41.0947,38.2571
31,50.0,49.514700000000005,44.7013,41.0947,38.2571
32,50.0,49.514700000000005,44.7013,41.0947,38.2571
33,50.0,49.514700000000005,44.7013,41.0947,38.2571
34,0.3472222222222225,0.34385202276285914,0.31042537192810227,0.28537984327159566,0.2656742911163738
35,50.0,49.514700000000005,44.7013,41.0947,38.2571
36,50.0,49.514700000000005,44.7013,41.0947,38.2571
37,50.0,49.514700000000005,44.7013,41.0947,38.2571
38,50.0,49.514700000000005,44.7013,41.0947,38.2571
39,50.0,49.514700000000005,44.7013,41.0947,38.2571
40,50.0,49.514700000000005,44.7013,41.0947,38.2571
41,50.0,49.514700000000005,44.7013,41.0947,38.2571
42,50.0,49.514700000000005,44.7013,41.0947,38.2571
43,50.0,49.514700000000005,44.7013,41.0947,38.2571
44,0.3472222222222232,0.3438520227628591,0.31042537192810266,0.28537984327159593,0.26567429111637414
45,50.0,49.514700000000005,44.7013,41.0947,38.2571
46,50.0,49.514700000000005,44.7013,41.0947,38.2571
47,50.0,49.514700000000005,44.7013,41.0947,38.2571
48,50.0,49.514700000000005,44.7013,41.0947,38.2571
49,0.34722222222222254,0.3438520227628591,0.3104253719281023,0.28537984327159566,0.2656742911163738
50,50.0,49.514700000000005,44.7013,41.0947,38.2571
51,50.0,49.514700000000005,44.7013,41.0947,38.2571
52,50.0,49.514700000000005,44.7013,41.0947,38.2571
53,50.0,49.514700000000005,44.7013,41.0947,38.2571
54,50.0,49.514700000000005,44.7013,41.0947,38.2571
55,50.0,49.514700000000005,44.7013,41.0947,38.2571
56,50.0,49.514700000000005,44.7013,41.0947,38.2571
57,50.0,49.514700000000005,44.7013,41.0947,38.2571
58,50.0,49.514700000000005,44.7013,41.0947,38.2571
59,0.34722222222222215,0.34385202276285926,0.31042537192810205,0.28537984327159566,0.26567429111637375
60,50.0,49.514700000000005,44.7013,41.0947,38.2571
61,50.0,49.514700000000005,44.7013,41.0947,38.2571
62,50.0,49.514700000000005,44.7013,41.0947,38.2571
63,50.0,49.514700000000005,44.7013,41.0947,38.2571
64,50.0,49.514700000000005,44.7013,41.0947,38.2571
65,50.0,49.514700000000005,44.7013,41.0947,38.2571
66,50.0,49.514700000000005,44.7013,41.0947,38.2571
