,pt_no,coordinate
364,pt_no364,"[[0.2], [0.08333333333333334], [0.5]]"
365,pt_no365,"[[0.2], [0.0], [0.5]]"
366,pt_no366,"[[0.2], [0.08333333333333333], [0.4166666666666674]]"
367,pt_no367,"[[0.2], [0.0], [0.4166666666666669]]"
368,pt_no368,"[[0.1], [0.5], [0.4166666666666669]]"
369,pt_no369,"[[0.1], [0.416666666666667], [0.416666666666667]]"
370,pt_no370,"[[0.1], [0.5], [0.3333333333333334]]"
371,pt_no371,"[[0.1], [0.4166666666666669], [0.3333333333333336]]"
372,pt_no372,"[[0.5000000000000001], [0.08333333333333334], [0.5]]"
373,pt_no373,"[[0.5000000000000001], [0.0], [0.5]]"
374,pt_no374,"[[0.5000000000000002], [0.08333333333333333], [0.4166666666666671]]"
375,pt_no375,"[[0.5000000000000001], [0.0], [0.4166666666666669]]"
376,pt_no376,"[[0.6000000000000002], [0.08333333333333334], [0.5]]"
377,pt_no377,"[[0.6000000000000002], [0.0], [0.5]]"
378,pt_no378,"[[0.6000000000000002], [0.08333333333333338], [0.4166666666666671]]"
379,pt_no379,"[[0.6000000000000001], [0.0], [0.4166666666666669]]"
380,pt_no380,"[[0.7000000000000002], [0.08333333333333334], [0.5]]"
381,pt_no381,"[[0.7000000000000002], [0.0], [0.5]]"
382,pt_no382,"[[0.7000000000000001], [0.08333333333333337], [0.4166666666666671]]"
383,pt_no383,"[[0.7000000000000002], [0.0], [0.4166666666666669]]"
384,pt_no384,"[[0.8000000000000003], [0.08333333333333334], [0.5]]"
385,pt_no385,"[[0.8000000000000003], [0.0], [0.5]]"
386,pt_no386,"[[0.8], [0.08333333333333331], [0.4166666666666671]]"
387,pt_no387,"[[0.8000000000000003], [0.0], [0.4166666666666669]]"
388,pt_no388,"[[0.9000000000000004], [0.08333333333333334], [0.5]]"
389,pt_no389,"[[0.9000000000000004], [0.0], [0.5]]"
390,pt_no390,"[[0.9000000000000002], [0.08333333333333331], [0.4166666666666671]]"
391,pt_no391,"[[0.9000000000000004], [0.0], [0.4166666666666669]]"
392,pt_no392,"[[1.0], [0.08333333333333334], [0.5]]"
393,pt_no393,"[[1.0], [0.0], [0.5]]"
394,pt_no394,"[[1.0], [0.08333333333333334], [0.4166666666666669]]"
395,pt_no395,"[[1.0], [0.0], [0.4166666666666669]]"
396,pt_no396,"[[0.0], [0.1666666666666667], [0.5]]"
397,pt_no397,"[[0.0], [0.1666666666666667], [0.4166666666666667]]"
398,pt_no398,"[[0.1], [0.1666666666666667], [0.5]]"
399,pt_no399,"[[0.1], [0.1666666666666668], [0.4166666666666667]]"
400,pt_no400,"[[0.2], [0.1666666666666667], [0.5]]"
401,pt_no401,"[[0.2], [0.1666666666666667], [0.4166666666666667]]"
402,pt_no402,"[[0.3], [0.1666666666666667], [0.5]]"
403,pt_no403,"[[0.3], [0.1666666666666667], [0.4166666666666664]]"
404,pt_no404,"[[0.4000000000000001], [0.1666666666666667], [0.5]]"
405,pt_no405,"[[0.4000000000000001], [0.1666666666666668], [0.4166666666666665]]"
406,pt_no406,"[[0.0], [0.4166666666666669], [0.4166666666666669]]"
407,pt_no407,"[[0.0], [0.3333333333333334], [0.4166666666666669]]"
408,pt_no408,"[[0.0], [0.4166666666666669], [0.3333333333333334]]"
409,pt_no409,"[[0.0], [0.3333333333333334], [0.3333333333333334]]"
410,pt_no410,"[[0.1], [0.3333333333333336], [0.416666666666667]]"
411,pt_no411,"[[0.1], [0.3333333333333335], [0.3333333333333335]]"
412,pt_no412,"[[0.0], [0.2500000000000001], [0.4166666666666669]]"
413,pt_no413,"[[0.0], [0.2500000000000001], [0.3333333333333334]]"
414,pt_no414,"[[0.1], [0.2500000000000002], [0.416666666666667]]"
415,pt_no415,"[[0.1], [0.2500000000000001], [0.3333333333333335]]"
416,pt_no416,"[[0.2000000000000001], [0.3333333333333333], [0.416666666666667]]"
417,pt_no417,"[[0.2], [0.2500000000000002], [0.4166666666666671]]"
418,pt_no418,"[[0.2000000000000001], [0.3333333333333333], [0.3333333333333333]]"
419,pt_no419,"[[0.2], [0.2500000000000002], [0.3333333333333333]]"
420,pt_no420,"[[0.3000000000000001], [0.3333333333333334], [0.4166666666666666]]"
421,pt_no421,"[[0.3000000000000002], [0.2500000000000001], [0.4166666666666666]]"
422,pt_no422,"[[0.3000000000000002], [0.3333333333333335], [0.3333333333333335]]"
423,pt_no423,"[[0.3000000000000002], [0.2500000000000001], [0.3333333333333333]]"
424,pt_no424,"[[0.4000000000000001], [0.3333333333333335], [0.4166666666666668]]"
425,pt_no425,"[[0.4000000000000001], [0.2500000000000002], [0.4166666666666667]]"
426,pt_no426,"[[0.4000000000000001], [0.3333333333333335], [0.3333333333333335]]"
427,pt_no427,"[[0.4000000000000001], [0.2500000000000002], [0.3333333333333335]]"
428,pt_no428,"[[0.5000000000000003], [0.3333333333333332], [0.4166666666666667]]"
429,pt_no429,"[[0.5000000000000003], [0.2500000000000002], [0.4166666666666667]]"
430,pt_no430,"[[0.5000000000000004], [0.3333333333333334], [0.3333333333333333]]"
431,pt_no431,"[[0.5000000000000002], [0.2500000000000001], [0.3333333333333333]]"
432,pt_no432,"[[0.6000000000000002], [0.3333333333333333], [0.416666666666667]]"
433,pt_no433,"[[0.6000000000000003], [0.2500000000000002], [0.416666666666667]]"
434,pt_no434,"[[0.6000000000000004], [0.3333333333333334], [0.3333333333333334]]"
435,pt_no435,"[[0.6000000000000004], [0.2500000000000002], [0.3333333333333333]]"
436,pt_no436,"[[0.7000000000000001], [0.3333333333333333], [0.4166666666666667]]"
437,pt_no437,"[[0.7000000000000002], [0.25], [0.4166666666666667]]"
438,pt_no438,"[[0.7000000000000003], [0.3333333333333333], [0.3333333333333334]]"
439,pt_no439,"[[0.7000000000000002], [0.2499999999999999], [0.3333333333333333]]"
440,pt_no440,"[[0.8000000000000003], [0.3333333333333333], [0.4166666666666667]]"
441,pt_no441,"[[0.8000000000000003], [0.2500000000000002], [0.4166666666666667]]"
442,pt_no442,"[[0.8000000000000003], [0.3333333333333333], [0.3333333333333334]]"
443,pt_no443,"[[0.8000000000000003], [0.2500000000000002], [0.3333333333333333]]"
444,pt_no444,"[[0.9000000000000004], [0.3333333333333333], [0.4166666666666667]]"
445,pt_no445,"[[0.9000000000000002], [0.2500000000000002], [0.4166666666666667]]"
446,pt_no446,"[[0.9000000000000004], [0.3333333333333334], [0.3333333333333334]]"
447,pt_no447,"[[0.9000000000000004], [0.2500000000000002], [0.3333333333333333]]"
448,pt_no448,"[[1.0], [0.3333333333333334], [0.4166666666666669]]"
449,pt_no449,"[[1.0], [0.2500000000000001], [0.4166666666666669]]"
450,pt_no450,"[[1.0], [0.3333333333333334], [0.3333333333333334]]"
451,pt_no451,"[[1.0], [0.2500000000000001], [0.3333333333333334]]"
452,pt_no452,"[[0.5], [0.1666666666666667], [0.5]]"
453,pt_no453,"[[0.4999999999999999], [0.1666666666666666], [0.4166666666666667]]"
454,pt_no454,"[[0.0], [0.5], [0.4166666666666669]]"
455,pt_no455,"[[0.0], [0.5], [0.3333333333333334]]"
456,pt_no456,"[[0.8000000000000003], [0.4166666666666669], [0.5]]"
457,pt_no457,"[[0.8000000000000003], [0.3333333333333334], [0.5]]"
458,pt_no458,"[[0.9000000000000004], [0.3333333333333334], [0.5]]"
459,pt_no459,"[[0.7000000000000002], [0.3333333333333334], [0.5]]"
460,pt_no460,"[[0.7000000000000002], [0.2500000000000001], [0.5]]"
461,pt_no461,"[[0.8000000000000003], [0.2500000000000001], [0.5]]"
462,pt_no462,"[[0.9000000000000004], [0.2500000000000001], [0.5]]"
463,pt_no463,"[[1.0], [0.3333333333333334], [0.5]]"
464,pt_no464,"[[1.0], [0.2500000000000001], [0.5]]"
465,pt_no465,"[[0.0], [0.4166666666666669], [0.5]]"
466,pt_no466,"[[0.0], [0.3333333333333334], [0.5]]"
467,pt_no467,"[[0.1], [0.4166666666666669], [0.5]]"
468,pt_no468,"[[0.1], [0.3333333333333334], [0.5]]"
469,pt_no469,"[[0.2], [0.4166666666666668], [0.5]]"
470,pt_no470,"[[0.2], [0.3333333333333333], [0.5]]"
471,pt_no471,"[[0.3000000000000002], [0.4166666666666669], [0.5]]"
472,pt_no472,"[[0.3000000000000001], [0.3333333333333335], [0.5]]"
473,pt_no473,"[[0.4000000000000001], [0.4166666666666669], [0.5]]"
474,pt_no474,"[[0.4000000000000001], [0.3333333333333334], [0.5]]"
475,pt_no475,"[[0.5000000000000001], [0.4166666666666669], [0.5]]"
476,pt_no476,"[[0.5000000000000001], [0.3333333333333334], [0.5]]"
477,pt_no477,"[[0.6000000000000003], [0.4166666666666669], [0.5]]"
478,pt_no478,"[[0.6000000000000002], [0.3333333333333334], [0.5]]"
479,pt_no479,"[[0.7000000000000002], [0.4166666666666669], [0.5]]"
480,pt_no480,"[[0.6000000000000002], [0.2500000000000001], [0.5]]"
481,pt_no481,"[[0.0], [0.5], [0.5]]"
482,pt_no482,"[[0.1], [0.5], [0.5]]"
483,pt_no483,"[[0.2], [0.5], [0.5]]"
484,pt_no484,"[[0.3000000000000001], [0.5], [0.5]]"
485,pt_no485,"[[0.4000000000000001], [0.5], [0.5]]"
486,pt_no486,"[[0.5000000000000001], [0.5], [0.5]]"
487,pt_no487,"[[0.6000000000000002], [0.5], [0.5]]"
488,pt_no488,"[[0.7000000000000002], [0.5], [0.5]]"
489,pt_no489,"[[0.8000000000000003], [0.5], [0.5]]"
490,pt_no490,"[[0.5000000000000001], [0.2500000000000001], [0.5]]"
491,pt_no491,"[[0.6000000000000001], [0.1666666666666667], [0.5]]"
492,pt_no492,"[[0.6], [0.1666666666666667], [0.4166666666666667]]"
493,pt_no493,"[[0.7000000000000002], [0.1666666666666667], [0.5]]"
494,pt_no494,"[[0.7000000000000002], [0.1666666666666667], [0.4166666666666665]]"
495,pt_no495,"[[0.8000000000000003], [0.1666666666666667], [0.5]]"
496,pt_no496,"[[0.8000000000000003], [0.1666666666666667], [0.4166666666666667]]"
497,pt_no497,"[[0.9000000000000004], [0.1666666666666667], [0.5]]"
498,pt_no498,"[[0.9000000000000002], [0.1666666666666667], [0.4166666666666667]]"
499,pt_no499,"[[1.0], [0.1666666666666667], [0.5]]"
500,pt_no500,"[[1.0], [0.1666666666666667], [0.4166666666666667]]"
501,pt_no501,"[[0.0], [0.2500000000000001], [0.5]]"
502,pt_no502,"[[0.1], [0.2500000000000001], [0.5]]"
503,pt_no503,"[[0.2], [0.2500000000000001], [0.5]]"
504,pt_no504,"[[0.3000000000000001], [0.2500000000000001], [0.5]]"
505,pt_no505,"[[0.4000000000000001], [0.2500000000000001], [0.5]]"
506,pt_no506,"[[0.1000000000000001], [0.08333333333333337], [0.3333333333333335]]"
507,pt_no507,"[[0.1], [0.0], [0.3333333333333334]]"
508,pt_no508,"[[0.2], [0.08333333333333331], [0.3333333333333334]]"
509,pt_no509,"[[0.2], [0.0], [0.3333333333333334]]"
510,pt_no510,"[[0.3], [0.1666666666666667], [0.3333333333333333]]"
511,pt_no511,"[[0.4000000000000001], [0.1666666666666668], [0.3333333333333336]]"
512,pt_no512,"[[0.4999999999999999], [0.1666666666666667], [0.3333333333333333]]"
513,pt_no513,"[[0.6], [0.1666666666666667], [0.3333333333333333]]"
514,pt_no514,"[[0.7000000000000002], [0.1666666666666667], [0.3333333333333333]]"
515,pt_no515,"[[0.8000000000000003], [0.1666666666666667], [0.3333333333333333]]"
516,pt_no516,"[[0.9000000000000002], [0.1666666666666667], [0.3333333333333333]]"
517,pt_no517,"[[1.0], [0.1666666666666667], [0.3333333333333334]]"
518,pt_no518,"[[0.2], [0.1666666666666667], [0.3333333333333333]]"
519,pt_no519,"[[0.1], [0.1666666666666668], [0.3333333333333335]]"
520,pt_no520,"[[0.0], [0.08333333333333334], [0.3333333333333334]]"
521,pt_no521,"[[0.0], [0.0], [0.3333333333333334]]"
522,pt_no522,"[[0.3000000000000003], [0.08333333333333337], [0.3333333333333335]]"
523,pt_no523,"[[0.3000000000000001], [0.0], [0.3333333333333335]]"
524,pt_no524,"[[0.4000000000000001], [0.08333333333333333], [0.3333333333333335]]"
525,pt_no525,"[[0.4000000000000001], [0.0], [0.3333333333333334]]"
526,pt_no526,"[[0.5000000000000003], [0.08333333333333331], [0.3333333333333334]]"
527,pt_no527,"[[0.5000000000000001], [0.0], [0.3333333333333334]]"
528,pt_no528,"[[0.6000000000000005], [0.08333333333333337], [0.3333333333333334]]"
529,pt_no529,"[[0.6000000000000002], [0.0], [0.3333333333333334]]"
530,pt_no530,"[[0.7000000000000002], [0.08333333333333338], [0.3333333333333333]]"
531,pt_no531,"[[0.7000000000000002], [0.0], [0.3333333333333334]]"
532,pt_no532,"[[0.8000000000000002], [0.08333333333333331], [0.3333333333333334]]"
533,pt_no533,"[[0.8000000000000003], [0.0], [0.3333333333333334]]"
534,pt_no534,"[[0.9000000000000005], [0.08333333333333331], [0.3333333333333333]]"
535,pt_no535,"[[0.9000000000000004], [0.0], [0.3333333333333334]]"
536,pt_no536,"[[1.0], [0.08333333333333334], [0.3333333333333334]]"
537,pt_no537,"[[1.0], [0.0], [0.3333333333333334]]"
538,pt_no538,"[[0.0], [0.1666666666666667], [0.3333333333333334]]"
